"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":9754.999999888241}]","9755.704999901354","instructions","0","9757","0.0-0.0","SS1618365940373","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11420.364999910817},{""page_index"":1,""viewing_time"":7080.165000166744}]","18500.74000004679","instructions","1","30259","0.0-1.0","SS1618365940373","instructions","","","","","","","","","","","","","","","",""
"","7170.554999960586","sequential-stimulus-presentation-old","2","37933","0.0-2.0","SS1618365940373","","","40","500","7670.554999960586","null","null","self_paced","","","","","","","","",""
"","3610.7799999881536","sequential-stimulus-presentation-old","3","42057","0.0-3.0","SS1618365940373","","","40","500","4110.779999988154","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14793.099999893457}]","14793.324999976903","instructions","4","56851","0.0-4.0","SS1618365940373","instructions","","","","","","","","","","","","","","","",""
"","2425.1449999865144","sequential-stimulus-presentation-old","5","64283","0.0-5.0","SS1618365940373","","","40","500","2925.1449999865144","null","null","forced_long","","","","","","","","",""
"","3286.5500000771135","sequential-stimulus-presentation-old","6","67622","0.0-6.0","SS1618365940373","","","40","50","3336.5500000771135","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3220.0399998109788}]","3220.2099999412894","instructions","7","70843","0.0-7.0","SS1618365940373","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6303.485000040382},{""page_index"":1,""viewing_time"":8379.78500011377},{""page_index"":2,""viewing_time"":4120.509999804199},{""page_index"":3,""viewing_time"":1107.6450000982732},{""page_index"":4,""viewing_time"":831.7499998956919}]","20743.355000158772","instructions","8","91587","0.0-8.0","SS1618365940373","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","92655","0.0-9.0-0.0","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","5732.315000146627","sequential-stimulus-presentation-old","10","98891","0.0-9.0-1.0","SS1618365940373","trial","","40","500","6232.315000146627","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_08_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_b.gif","","","","",""
"","null","html-keyboard-response","11","99917","0.0-9.0-0.1","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3114.2550001386553","sequential-stimulus-presentation-old","12","103535","0.0-9.0-1.1","SS1618365940373","trial","","40","500","3614.2550001386553","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_08_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_b.gif","","","","",""
"","null","html-keyboard-response","13","104638","0.0-9.0-0.2","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3373.619999969378","sequential-stimulus-presentation-old","14","108514","0.0-9.0-1.2","SS1618365940373","trial","","40","500","3873.619999969378","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_08_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_b.gif","","","","",""
"","null","html-keyboard-response","15","109659","0.0-9.0-0.3","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2982.8749999869615","sequential-stimulus-presentation-old","16","113154","0.0-9.0-1.3","SS1618365940373","trial","","40","500","3482.8749999869615","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_08_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_b.gif","","","","",""
"","null","html-keyboard-response","17","114234","0.0-9.0-0.4","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","114.36000000685453","sequential-stimulus-presentation-old","18","114859","0.0-9.0-1.4","SS1618365940373","trial","","40","500","614.3600000068545","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_08_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_b.gif","","","","",""
"","null","html-keyboard-response","19","115835","0.0-9.0-0.5","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3291.4199999067932","sequential-stimulus-presentation-old","20","119630","0.0-9.0-1.5","SS1618365940373","trial","","40","500","3791.4199999067932","images/stimuli/spore_stims/simple_07_A_a.gif","images/stimuli/spore_stims/simple_08_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_07_A_a.gif","","","","",""
"","4371.56999995932","survey-multi-choice","21","124004","0.0-10.0","SS1618365940373","math_question","","","","","","","","","","","","{""Q0"":""10""}","[0]","10","",""
"","null","html-keyboard-response","22","125027","0.0-11.0-0.0","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2984.5199999399483","sequential-stimulus-presentation-old","23","128517","0.0-11.0-1.0","SS1618365940373","trial","","40","500","3484.5199999399483","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_17_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_b.gif","","","","",""
"","null","html-keyboard-response","24","129460","0.0-11.0-0.1","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2980.58500001207","sequential-stimulus-presentation-old","25","132946","0.0-11.0-1.1","SS1618365940373","trial","","40","500","3480.58500001207","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_17_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_a.gif","","","","",""
"","null","html-keyboard-response","26","133897","0.0-11.0-0.2","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","937.9050000570714","sequential-stimulus-presentation-old","27","135338","0.0-11.0-1.2","SS1618365940373","trial","","40","500","1437.9050000570714","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_17_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_b.gif","","","","",""
"","null","html-keyboard-response","28","136164","0.0-11.0-0.3","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","945.7199999596924","sequential-stimulus-presentation-old","29","137614","0.0-11.0-1.3","SS1618365940373","trial","","40","500","1445.7199999596924","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_17_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_b.gif","","","","",""
"","null","html-keyboard-response","30","138524","0.0-11.0-0.4","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","547.8399998974055","sequential-stimulus-presentation-old","31","139582","0.0-11.0-1.4","SS1618365940373","trial","","40","500","1047.8399998974055","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_17_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_b.gif","","","","",""
"","3260.234999936074","survey-multi-choice","32","142843","0.0-12.0","SS1618365940373","math_question","","","","","","","","","","","","{""Q0"":""6""}","[0]","6","",""
"","null","html-keyboard-response","33","143823","0.0-13.0-0.0","SS1618365940373","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
