"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":1922063.0300000776}]","1922064.6050000796","instructions","0","1922068","0.0-0.0","SS1618365373880","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2003.5500000230968},{""page_index"":1,""viewing_time"":5304.084999952465}]","7308.055000030436","instructions","1","1931386","0.0-1.0","SS1618365373880","instructions","","","","","","","","","","","","","",""
"","2716.4649999467656","sequential-stimulus-presentation-old","2","1934608","0.0-2.0","SS1618365373880","","","40","500","3216.4649999467656","null","null","self_paced","","","","","","",""
"","4456.095000030473","sequential-stimulus-presentation-old","3","1939573","0.0-3.0","SS1618365373880","","","40","500","4956.095000030473","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":10377.949999994598}]","10378.395000007004","instructions","4","1949954","0.0-4.0","SS1618365373880","instructions","","","","","","","","","","","","","",""
"","878.8700000150129","sequential-stimulus-presentation-old","5","1955837","0.0-5.0","SS1618365373880","","","40","500","1378.870000015013","null","null","forced_long","","","","","","",""
"","1063.594999955967","sequential-stimulus-presentation-old","6","1956957","0.0-6.0","SS1618365373880","","","40","50","1113.594999955967","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":2089.934999938123}]","2090.3549999929965","instructions","7","1959049","0.0-7.0","SS1618365373880","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1486.295000067912},{""page_index"":1,""viewing_time"":1359.7999999765307},{""page_index"":2,""viewing_time"":616.0249999957159},{""page_index"":3,""viewing_time"":1407.8199999639764},{""page_index"":4,""viewing_time"":920.0699999928474}]","5790.465000085533","instructions","8","1964841","0.0-8.0","SS1618365373880","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","1965676","0.0-9.0-0.0","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","382.6450000051409","sequential-stimulus-presentation-old","10","1971068","0.0-9.0-1.0","SS1618365373880","trial","","40","500","882.6450000051409","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","",""
"","null","html-keyboard-response","11","1972008","0.0-9.0-0.1","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","392.9950000019744","sequential-stimulus-presentation-old","12","1972908","0.0-9.0-1.1","SS1618365373880","trial","","40","500","892.9950000019744","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","",""
"","null","html-keyboard-response","13","1974150","0.0-9.0-0.2","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","28.745000017806888","sequential-stimulus-presentation-old","14","1974692","0.0-9.0-1.2","SS1618365373880","trial","","40","500","528.7450000178069","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","",""
"","null","html-keyboard-response","15","1975983","0.0-9.0-0.3","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","156.9450000533834","sequential-stimulus-presentation-old","16","1976652","0.0-9.0-1.3","SS1618365373880","trial","","40","500","656.9450000533834","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","",""
"","null","html-keyboard-response","17","1977912","0.0-9.0-0.4","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","2544.0050000324845","sequential-stimulus-presentation-old","18","1980972","0.0-9.0-1.4","SS1618365373880","trial","","40","500","3044.0050000324845","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","","",""
"","4907.899999991059","survey-multi-choice","19","1985892","0.0-10.0","SS1618365373880","math_question","","","","","","","","","","","","{""Q0"":""16""}","[0]","16"
"","null","html-keyboard-response","20","1987780","0.0-11.0-0.0","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","6613.985000061803","sequential-stimulus-presentation-old","21","1995396","0.0-11.0-1.0","SS1618365373880","trial","","40","500","7113.985000061803","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_12_A_b.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_b.gif","","",""
"","null","html-keyboard-response","22","1996459","0.0-11.0-0.1","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1038.994999951683","sequential-stimulus-presentation-old","23","1998013","0.0-11.0-1.1","SS1618365373880","trial","","40","500","1538.994999951683","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_12_A_b.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_b.gif","","",""
"","null","html-keyboard-response","24","1998974","0.0-11.0-0.2","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","250.2349999267608","sequential-stimulus-presentation-old","25","1999740","0.0-11.0-1.2","SS1618365373880","trial","","40","500","750.2349999267608","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_12_A_b.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_b.gif","","",""
"","null","html-keyboard-response","26","2000995","0.0-11.0-0.3","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","115.30499998480082","sequential-stimulus-presentation-old","27","2001627","0.0-11.0-1.3","SS1618365373880","trial","","40","500","615.3049999848008","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_12_A_b.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_b.gif","","",""
"","null","html-keyboard-response","28","2002610","0.0-11.0-0.4","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","118.4600000269711","sequential-stimulus-presentation-old","29","2003243","0.0-11.0-1.4","SS1618365373880","trial","","40","500","618.4600000269711","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_12_A_b.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_b.gif","","",""
"","3241.024999995716","survey-multi-choice","30","2006489","0.0-12.0","SS1618365373880","math_question","","","","","","","","","","","","{""Q0"":""6""}","[0]","6"
"","null","html-keyboard-response","31","2007458","0.0-13.0-0.0","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","6963.174999924377","sequential-stimulus-presentation-old","32","2014484","0.0-13.0-1.0","SS1618365373880","trial","","40","500","7463.174999924377","images/stimuli/spore_stims/simple_07_A_b.gif","images/stimuli/spore_stims/simple_14_A_a.gif","forced_short","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_a.gif","","",""
"","null","html-keyboard-response","33","2015461","0.0-13.0-0.1","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","105.81999993883073","sequential-stimulus-presentation-old","34","2016075","0.0-13.0-1.1","SS1618365373880","trial","","40","500","605.8199999388307","images/stimuli/spore_stims/simple_07_A_b.gif","images/stimuli/spore_stims/simple_14_A_a.gif","forced_short","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_a.gif","","",""
"","null","html-keyboard-response","35","2017230","0.0-13.0-0.2","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","884.1200000606477","sequential-stimulus-presentation-old","36","2018622","0.0-13.0-1.2","SS1618365373880","trial","","40","500","1384.1200000606477","images/stimuli/spore_stims/simple_07_A_b.gif","images/stimuli/spore_stims/simple_14_A_a.gif","forced_short","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_a.gif","","",""
"","null","html-keyboard-response","37","2019774","0.0-13.0-0.3","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","149.2500000167638","sequential-stimulus-presentation-old","38","2020436","0.0-13.0-1.3","SS1618365373880","trial","","40","500","649.2500000167638","images/stimuli/spore_stims/simple_07_A_b.gif","images/stimuli/spore_stims/simple_14_A_a.gif","forced_short","","2","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_a.gif","","",""
"","3216.619999962859","survey-multi-choice","39","2023657","0.0-14.0","SS1618365373880","math_question","","","","","","","","","","","","{""Q0"":""12""}","[0]","12"
"","null","html-keyboard-response","40","2024587","0.0-15.0-0.0","SS1618365373880","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1196.3599999435246","sequential-stimulus-presentation-old","41","2026292","0.0-15.0-1.0","SS1618365373880","trial","","40","500","1696.3599999435246","images/stimuli/spore_stims/simple_08_A_b.gif","images/stimuli/spore_stims/simple_04_A_a.gif","self_paced","","3","simple_dissimilar","images/stimuli/spore_stims/simple_04_A_a.gif","","",""
