"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":2095.1750000000393}]","2095.725000000015","instructions","0","2098","0.0-0.0","SS1618365665480","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6584.540000000059},{""page_index"":1,""viewing_time"":6292.720000000034}]","12877.635000000053","instructions","1","16980","0.0-1.0","SS1618365665480","instructions","","","","","","","","","","","","","",""
"","6485.450000000019","sequential-stimulus-presentation-old","2","23971","0.0-2.0","SS1618365665480","","","40","500","6985.450000000019","null","null","self_paced","","","","","","",""
"","5112.979999999989","sequential-stimulus-presentation-old","3","29588","0.0-3.0","SS1618365665480","","","40","500","5612.979999999989","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":11491.62000000001}]","11491.994999999974","instructions","4","41082","0.0-4.0","SS1618365665480","instructions","","","","","","","","","","","","","",""
"","2429.1899999999514","sequential-stimulus-presentation-old","5","48514","0.0-5.0","SS1618365665480","","","40","500","2929.1899999999514","null","null","forced_long","","","","","","",""
"","29318.170000000006","sequential-stimulus-presentation-old","6","77886","0.0-6.0","SS1618365665480","","","40","50","29368.170000000006","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":3571.66499999995}]","3572.130000000019","instructions","7","81460","0.0-7.0","SS1618365665480","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8886.544999999955},{""page_index"":1,""viewing_time"":16042.665000000052},{""page_index"":2,""viewing_time"":5454.789999999994},{""page_index"":3,""viewing_time"":1787.9749999999622},{""page_index"":4,""viewing_time"":1683.1850000000995}]","33855.485000000044","instructions","8","115317","0.0-8.0","SS1618365665480","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","116138","0.0-9.0-0.0","SS1618365665480","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","42878.695000000094","sequential-stimulus-presentation-old","10","159521","0.0-9.0-1.0","SS1618365665480","trial","","40","500","43378.695000000094","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_11_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_b.gif","","",""
"","null","html-keyboard-response","11","160594","0.0-9.0-0.1","SS1618365665480","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","25398.010000000126","sequential-stimulus-presentation-old","12","186496","0.0-9.0-1.1","SS1618365665480","trial","","40","500","25898.010000000126","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_11_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_a.gif","","",""
"","null","html-keyboard-response","13","187670","0.0-9.0-0.2","SS1618365665480","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","12712.82500000007","sequential-stimulus-presentation-old","14","200888","0.0-9.0-1.2","SS1618365665480","trial","","40","500","13212.82500000007","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_11_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_b.gif","","",""
"","null","html-keyboard-response","15","201945","0.0-9.0-0.3","SS1618365665480","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","8731.26000000001","sequential-stimulus-presentation-old","16","211180","0.0-9.0-1.3","SS1618365665480","trial","","40","500","9231.26000000001","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_11_A_b.gif","self_paced","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_b.gif","","",""
"","4453.449999999953","survey-multi-choice","17","215637","0.0-10.0","SS1618365665480","math_question","","","","","","","","","","","","{""Q0"":""8""}","[0]","8"
"","null","html-keyboard-response","18","216583","0.0-11.0-0.0","SS1618365665480","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1429.4899999999907","sequential-stimulus-presentation-old","19","223019","0.0-11.0-1.0","SS1618365665480","trial","","40","500","1929.4899999999907","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","","",""
