"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":7086.944999988191}]","7087.729999999283","instructions","0","7089","0.0-0.0","SS1618364894843","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11570.120000003953},{""page_index"":1,""viewing_time"":5776.919999989332}]","17347.339999992982","instructions","1","26439","0.0-1.0","SS1618364894843","instructions","","","","","","","","","","","","","",""
"","6171.654999998282","sequential-stimulus-presentation-old","2","33114","0.0-2.0","SS1618364894843","","","40","500","6671.654999998282","null","null","self_paced","","","","","","",""
"","2273.8400000089314","sequential-stimulus-presentation-old","3","35889","0.0-3.0","SS1618364894843","","","40","500","2773.8400000089314","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":16187.1850000025}]","16187.510000003385","instructions","4","52078","0.0-4.0","SS1618364894843","instructions","","","","","","","","","","","","","",""
"","3097.365000008722","sequential-stimulus-presentation-old","5","60177","0.0-5.0","SS1618364894843","","","40","500","3597.365000008722","null","null","forced_long","","","","","","",""
"","10647.509999995236","sequential-stimulus-presentation-old","6","70877","0.0-6.0","SS1618364894843","","","40","50","10697.509999995236","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":5015.639999997802}]","5015.910000001895","instructions","7","75894","0.0-7.0","SS1618364894843","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7075.015000009444},{""page_index"":1,""viewing_time"":6795.864999992773},{""page_index"":2,""viewing_time"":5005.919999995967},{""page_index"":3,""viewing_time"":1046.5400000102818},{""page_index"":4,""viewing_time"":798.5950000002049}]","20722.219999996014","instructions","8","96617","0.0-8.0","SS1618364894843","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","97746","0.0-9.0-0.0","SS1618364894843","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1771.2750000064261","sequential-stimulus-presentation-old","10","99576","0.0-9.0-1.0","SS1618364894843","trial","","40","500","2271.275000006426","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_17_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_a.gif","","",""
"","null","html-keyboard-response","11","100562","0.0-9.0-0.1","SS1618364894843","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","7883.605000009993","sequential-stimulus-presentation-old","12","108949","0.0-9.0-1.1","SS1618364894843","trial","","40","500","8383.605000009993","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_17_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_b.gif","","",""
