"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","1779","0.0-0.0","SS1620248632898","","","","","","","","","","","","","",""
"","survey-text","1","4269","0.0-1.0","SS1620248632898","2486.9800000160467","{""Age"":""253"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","5192","0.0-2.0","SS1620248632898","922.164999996312","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","5669","0.0-3.0","SS1620248632898","471.7349999991711","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","121490","0.0-4.0","SS1620248632898","115821.3499999838","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","157041","0.0-5.0","SS1620248632898","35549.77499999222","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","171214","0.0-6.0","SS1620248632898","14172.119999973802","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","182740","0.0-7.0","SS1620248632898","11525.680000020657","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","193889","0.0-8.0","SS1620248632898","11147.965000011027","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","204039","0.0-9.0","SS1620248632898","10149.260000005597","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","204615","0.0-10.0","SS1620248632898","575.1900000032037","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","294770","0.0-11.0","SS1620248632898","90153.93500000937","","","","[{""page_index"":0,""viewing_time"":90153.6849999975}]","","","","","","","","",""
"","video-keyboard-response","12","299436","0.0-12.0","SS1620248632898","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","301109","0.0-13.0-0.0","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","307119","0.0-13.0-1.0","SS1620248632898","null","","","null","","trial","","1000","1000","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","right"
"","html-keyboard-response","15","309315","0.0-13.0-0.1","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","315318","0.0-13.0-1.1","SS1620248632898","null","","","null","","trial","","1000","1000","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","right"
"","html-keyboard-response","17","317177","0.0-13.0-0.2","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","18","323179","0.0-13.0-1.2","SS1620248632898","null","","","null","","trial","","1000","1000","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","right"
"","html-keyboard-response","19","325594","0.0-13.0-0.3","SS1620248632898","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","20","341621","0.0-13.0-1.3","SS1620248632898","39507.64500000514","","","40","","trial","","1000","40507.64500000514","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","right"
"","html-keyboard-response","21","342540","0.0-14.0","SS1620248632898","916.7949999973644","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""640"" height = ""490"" ></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","22","347199","0.0-15.0","SS1620248632898","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","23","348865","0.0-16.0-0.0","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","24","354872","0.0-16.0-1.0","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","25","356494","0.0-16.0-0.1","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","26","362502","0.0-16.0-1.1","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","27","364895","0.0-16.0-0.2","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","28","370901","0.0-16.0-1.2","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","29","372968","0.0-16.0-0.3","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","30","378974","0.0-16.0-1.3","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","31","379772","0.0-16.0-0.4","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","32","385777","0.0-16.0-1.4","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","33","387210","0.0-16.0-0.5","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","34","393214","0.0-16.0-1.5","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","35","394889","0.0-16.0-0.6","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","36","400896","0.0-16.0-1.6","SS1620248632898","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_06_A.gif","right"
"","html-keyboard-response","37","402496","0.0-16.0-0.7","SS1620248632898","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","38","419685","0.0-16.0-1.7","SS1620248632898","69816.51499998407","","","40","","trial","","1000","70816.51499998407","6","1","Dev","stimuli/images/spore_stims/simple_05_A.gif","left"
"","html-keyboard-response","39","420787","0.0-17.0","SS1620248632898","1100.3550000023097","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""640"" height = ""490"" ></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","40","425421","0.0-18.0","SS1620248632898","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","41","427204","0.0-19.0-0.0","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","42","433213","0.0-19.0-1.0","SS1620248632898","null","","","null","","trial","","1000","1000","6","2","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","43","434028","0.0-19.0-0.1","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","44","440036","0.0-19.0-1.1","SS1620248632898","null","","","null","","trial","","1000","1000","6","2","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","45","441839","0.0-19.0-0.2","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","46","447845","0.0-19.0-1.2","SS1620248632898","null","","","null","","trial","","1000","1000","6","2","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","47","449944","0.0-19.0-0.3","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","48","455951","0.0-19.0-1.3","SS1620248632898","null","","","null","","trial","","1000","1000","6","2","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","49","458251","0.0-19.0-0.4","SS1620248632898","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","50","464257","0.0-19.0-1.4","SS1620248632898","null","","","null","","trial","","1000","1000","6","2","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","51","465589","0.0-19.0-0.5","SS1620248632898","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","52","480208","0.0-19.0-1.5","SS1620248632898","51999.68999999692","","","40","","trial","","1000","52999.68999999692","6","2","Dev","stimuli/images/spore_stims/simple_11_A.gif","left"
"","html-keyboard-response","53","485960","0.0-20.0","SS1620248632898","5750.815000006696","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""640"" height = ""490"" ></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","54","490593","0.0-21.0","SS1620248632898","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
