"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","10409","0.0-0.0","SS1626891011654","","","","","","","","","","","","","",""
"","survey-text","1","13462","0.0-1.0","SS1626891011654","3047.7999999523163","{""Age"":""305"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","24419","0.0-2.0","SS1626891011654","10954.700000047684","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","27434","0.0-3.0","SS1626891011654","3013.7000000476837","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","144658","0.0-4.0","SS1626891011654","117224.20000004768","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","161104","0.0-5.0","SS1626891011654","16445.299999952316","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","170102","0.0-6.0","SS1626891011654","8997.200000047684","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","170666","0.0-7.0","SS1626891011654","562.7000000476837","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","37","","","","","","","","","",""
"","html-keyboard-response","8","171025","0.0-8.0","SS1626891011654","358.2000000476837","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","210804","0.0-9.0","SS1626891011654","39778.799999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","10","211457","0.0-10.0","SS1626891011654","652.3999998569489","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","instructions","11","356751","0.0-11.0","SS1626891011654","145293.80000019073","","","","[{""page_index"":0,""viewing_time"":145293.30000019073}]","","","","","","","","",""
"","video-keyboard-response","12","361417","0.0-12.0","SS1626891011654","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","362442","0.0-13.0-0.0","SS1626891011654","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","368446","0.0-13.0-1.0","SS1626891011654","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_03_A.gif","left"
"","html-keyboard-response","15","369704","0.0-13.0-0.1","SS1626891011654","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","375711","0.0-13.0-1.1","SS1626891011654","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_03_A.gif","left"
"","html-keyboard-response","17","377186","0.0-13.0-0.2","SS1626891011654","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","18","383190","0.0-13.0-1.2","SS1626891011654","null","","","null","","trial","","1000","1000","3","0","Std","stimuli/images/spore_stims/simple_03_A.gif","left"
