"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":9397.909999999683}]","9399.149999999281","instructions","0","9400","0.0-0.0","SS1619205453890","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14091.800000000148},{""page_index"":1,""viewing_time"":6921.654999998282}]","21013.849999999366","instructions","1","32417","0.0-1.0","SS1619205453890","instructions","","","","","","","","","","","","","","","",""
"","5960.589999998774","sequential-stimulus-presentation-old","2","38881","0.0-2.0","SS1619205453890","","","40","500","6460.589999998774","null","null","self_paced","","","","","","","","",""
"","4027.190000000701","sequential-stimulus-presentation-old","3","43411","0.0-3.0","SS1619205453890","","","40","500","4527.190000000701","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":16054.330000000846}]","16054.775000000518","instructions","4","59467","0.0-4.0","SS1619205453890","instructions","","","","","","","","","","","","","","","",""
"","1794.2949999996927","sequential-stimulus-presentation-old","5","71264","0.0-5.0","SS1619205453890","","","40","500","2294.2949999996927","null","null","forced_long","","","","","","","","",""
"","3048.719999998866","sequential-stimulus-presentation-old","6","74415","0.0-6.0","SS1619205453890","","","40","500","3548.719999998866","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3835.284999999203}]","3835.675000000265","instructions","7","78252","0.0-7.0","SS1619205453890","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9336.229999998977},{""page_index"":1,""viewing_time"":8428.330000000642},{""page_index"":2,""viewing_time"":5981.439999999566},{""page_index"":3,""viewing_time"":1307.795000000624},{""page_index"":4,""viewing_time"":1668.3450000000448}]","26722.51999999935","instructions","8","104976","0.0-8.0","SS1619205453890","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","105956","0.0-9.0-0.0","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3151.510000001508","sequential-stimulus-presentation-old","10","109211","0.0-9.0-1.0","SS1619205453890","trial","","40","500","3651.510000001508","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","null","html-keyboard-response","11","110397","0.0-9.0-0.1","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","6156.245000000126","sequential-stimulus-presentation-old","12","117057","0.0-9.0-1.1","SS1619205453890","trial","","40","500","6656.245000000126","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","null","html-keyboard-response","13","118092","0.0-9.0-0.2","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2367.0449999990524","sequential-stimulus-presentation-old","14","120963","0.0-9.0-1.2","SS1619205453890","trial","","40","500","2867.0449999990524","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","null","html-keyboard-response","15","121782","0.0-9.0-0.3","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1329.5150000012654","sequential-stimulus-presentation-old","16","123615","0.0-9.0-1.3","SS1619205453890","trial","","40","500","1829.5150000012654","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","null","html-keyboard-response","17","124803","0.0-9.0-0.4","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3912.650000000227","sequential-stimulus-presentation-old","18","129219","0.0-9.0-1.4","SS1619205453890","trial","","40","500","4412.650000000227","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","null","html-keyboard-response","19","130450","0.0-9.0-0.5","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","807.3850000000675","sequential-stimulus-presentation-old","20","131761","0.0-9.0-1.5","SS1619205453890","trial","","40","500","1307.3850000000675","images/stimuli/spore_stims/simple_05_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","","","",""
"","3624.7949999997218","survey-multi-choice","21","135389","0.0-10.0","SS1619205453890","math_question","","","","","","","","","","","","{""Q0"":""9""}","[0]","9","",""
"","null","html-keyboard-response","22","136681","0.0-11.0-0.0","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1833.3800000000629","sequential-stimulus-presentation-old","23","148517","0.0-11.0-1.0","SS1619205453890","trial","","40","500","2333.380000000063","images/stimuli/spore_stims/complex_03_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","null","html-keyboard-response","24","149536","0.0-11.0-0.1","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1025.1899999984598","sequential-stimulus-presentation-old","25","151065","0.0-11.0-1.1","SS1619205453890","trial","","40","500","1525.1899999984598","images/stimuli/spore_stims/complex_03_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
"","null","html-keyboard-response","26","152331","0.0-11.0-0.2","SS1619205453890","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","666.4000000000815","sequential-stimulus-presentation-old","27","153501","0.0-11.0-1.2","SS1619205453890","trial","","40","500","1166.4000000000815","images/stimuli/spore_stims/complex_03_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","","","",""
