"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":183217.33000001404}]","183217.60500001255","instructions","0","183219","0.0-0.0","SS1619205130204","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12616.685000015423},{""page_index"":1,""viewing_time"":7607.989999931306}]","20224.975000019185","instructions","1","206211","0.0-1.0","SS1619205130204","instructions","","","","","","","","","","","","","","","",""
"","50599.234999972396","sequential-stimulus-presentation-old","2","257312","0.0-2.0","SS1619205130204","","","40","500","51099.234999972396","null","null","self_paced","","","","","","","","",""
"","5535.380000015721","sequential-stimulus-presentation-old","3","263355","0.0-3.0","SS1619205130204","","","40","500","6035.380000015721","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":26398.9049999509}]","26399.159999913536","instructions","4","289755","0.0-4.0","SS1619205130204","instructions","","","","","","","","","","","","","","","",""
"","494.4550000363961","sequential-stimulus-presentation-old","5","300256","0.0-5.0","SS1619205130204","","","40","500","994.4550000363961","null","null","forced_long","","","","","","","","",""
"","742.1499999472871","sequential-stimulus-presentation-old","6","301105","0.0-6.0","SS1619205130204","","","40","500","1242.1499999472871","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2766.2550000241026}]","2766.509999986738","instructions","7","303872","0.0-7.0","SS1619205130204","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12169.815000030212},{""page_index"":1,""viewing_time"":18734.000000054948},{""page_index"":2,""viewing_time"":6391.1999999545515},{""page_index"":3,""viewing_time"":2074.8000000603497},{""page_index"":4,""viewing_time"":1201.119999983348}]","40571.17000001017","instructions","8","344445","0.0-8.0","SS1619205130204","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","345569","0.0-9.0-0.0","SS1619205130204","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
