prolific_id,rating_type,curiosity_rating,block_number,rating_stimus_type,animacy,number,pose
5a7659fd8fe2dc00010573be,background,1,5,inanimate_pair_right,inanimate,pair,right
5e860198a846e30497df5189,background,0,4,inanimate_single_right,inanimate,single,right
60fd290db87d1ce113c2fb2e,background,0,2,inanimate_single_right,inanimate,single,right
5ec6f596d4642d12c2d64ff9,deviant,1,10,inanimate_pair_left,inanimate,pair,right
616b567b3e605b7245a9aead,background,4,2,inanimate_single_right,inanimate,single,right
5f5a1dbec9012406a20ea2d7,background,1,2,animate_pair_left,animate,pair,left
5a7659fd8fe2dc00010573be,background,1,6,inanimate_single_right,inanimate,single,right
5ec6f596d4642d12c2d64ff9,deviant,1,11,inanimate_pair_left,animate,pair,left
5e860198a846e30497df5189,background,0,5,animate_single_left,animate,single,left
616b567b3e605b7245a9aead,background,2,3,inanimate_pair_right,inanimate,pair,right
5ec6f596d4642d12c2d64ff9,background,2,12,animate_pair_right,animate,pair,right
5f9b15774711462e44350360,background,0,3,inanimate_single_right,inanimate,single,right
60fd290db87d1ce113c2fb2e,background,1,3,animate_single_left,animate,single,left
61520b079436973e05f72d33,background,0,1,inanimate_single_left,inanimate,single,left
598c777552127f0001319646,background,2,1,inanimate_pair_right,inanimate,pair,right
5f7f6ea18b9c4a117d887a3f,deviant,2,1,animate_pair_left,animate,pair,left
616b567b3e605b7245a9aead,background,4,4,inanimate_single_left,inanimate,single,left
5f9b15774711462e44350360,background,2,4,inanimate_pair_left,inanimate,pair,left
5a7659fd8fe2dc00010573be,background,3,7,animate_single_right,animate,single,right
5f5a1dbec9012406a20ea2d7,background,0,3,animate_pair_left,animate,pair,left
5ec6f596d4642d12c2d64ff9,background,3,13,animate_single_left,animate,single,left
5f9b15774711462e44350360,background,4,5,animate_pair_right,animate,pair,right
5e860198a846e30497df5189,background,1,6,animate_pair_left,animate,pair,left
60fd290db87d1ce113c2fb2e,deviant,1,4,inanimate_single_right,inanimate,single,right
5ec6f596d4642d12c2d64ff9,background,3,14,animate_single_right,animate,single,right
616b567b3e605b7245a9aead,background,1,5,animate_pair_right,animate,pair,right
5f9b15774711462e44350360,background,4,6,animate_pair_right,animate,pair,right
60fd290db87d1ce113c2fb2e,background,1,5,animate_pair_left,animate,pair,left
5a7659fd8fe2dc00010573be,deviant,3,8,animate_single_left,animate,single,left
5f7f6ea18b9c4a117d887a3f,background,2,2,animate_pair_left,animate,pair,left
5f5a1dbec9012406a20ea2d7,background,1,4,animate_single_right,animate,single,right
5f9b15774711462e44350360,background,1,7,inanimate_single_left,inanimate,single,left
598c777552127f0001319646,background,1,2,inanimate_single_right,inanimate,single,right
5a7659fd8fe2dc00010573be,deviant,1,9,inanimate_pair_right,inanimate,pair,left
61520b079436973e05f72d33,deviant,0,2,animate_single_right,animate,pair,right
5e860198a846e30497df5189,deviant,2,7,animate_pair_right,inanimate,pair,right
5ec6f596d4642d12c2d64ff9,background,1,15,inanimate_single_left,inanimate,single,left
5f9b15774711462e44350360,deviant,3,8,animate_single_left,animate,single,right
5ec6f596d4642d12c2d64ff9,background,1,16,inanimate_pair_right,inanimate,pair,right
616b567b3e605b7245a9aead,background,2,6,inanimate_pair_left,inanimate,pair,left
5a7659fd8fe2dc00010573be,background,2,10,animate_single_left,animate,single,left
5f9b15774711462e44350360,background,2,9,animate_single_right,animate,single,right
5f5a1dbec9012406a20ea2d7,background,1,5,animate_single_left,animate,single,left
5f64bdfa92434501c26dfca5,deviant,0,1,inanimate_single_left,inanimate,single,right
5a7659fd8fe2dc00010573be,background,1,11,inanimate_single_left,inanimate,single,left
60fd290db87d1ce113c2fb2e,background,0,6,animate_single_right,animate,single,right
5e860198a846e30497df5189,background,0,8,inanimate_pair_left,inanimate,pair,left
5f9b15774711462e44350360,background,0,10,inanimate_single_left,inanimate,single,left
5f5a1dbec9012406a20ea2d7,background,0,6,animate_pair_right,animate,pair,right
5a7659fd8fe2dc00010573be,background,2,12,animate_pair_left,animate,pair,left
5f7f6ea18b9c4a117d887a3f,background,3,3,inanimate_pair_left,inanimate,pair,left
61520b079436973e05f72d33,deviant,1,3,animate_single_right,animate,single,right
60fd290db87d1ce113c2fb2e,background,1,7,animate_pair_right,animate,pair,right
616b567b3e605b7245a9aead,deviant,0,7,inanimate_single_left,inanimate,single,right
5f9b15774711462e44350360,deviant,0,11,inanimate_pair_left,inanimate,pair,right
5f64bdfa92434501c26dfca5,background,2,2,inanimate_pair_right,inanimate,pair,right
5f9b15774711462e44350360,background,3,12,animate_single_left,animate,single,left
5f5a1dbec9012406a20ea2d7,background,0,7,inanimate_single_right,inanimate,single,right
5a7659fd8fe2dc00010573be,background,1,13,inanimate_single_left,inanimate,single,left
5f64bdfa92434501c26dfca5,background,4,3,animate_pair_left,animate,pair,left
5f9b15774711462e44350360,background,1,13,inanimate_pair_right,inanimate,pair,right
5e860198a846e30497df5189,background,0,9,animate_pair_right,animate,pair,right
60fd290db87d1ce113c2fb2e,background,1,8,animate_pair_right,animate,pair,right
5f5a1dbec9012406a20ea2d7,background,1,8,animate_single_left,animate,single,left
616b567b3e605b7245a9aead,deviant,3,8,inanimate_pair_left,animate,pair,left
5a7659fd8fe2dc00010573be,background,2,14,animate_single_right,animate,single,right
5f64bdfa92434501c26dfca5,background,2,4,inanimate_pair_right,inanimate,pair,right
5f8ddea833ed2a158e8a6849,background,2,1,inanimate_pair_right,inanimate,pair,right
5f7f6ea18b9c4a117d887a3f,deviant,1,4,inanimate_single_left,animate,single,left
5f9b15774711462e44350360,background,4,14,animate_pair_left,animate,pair,left
5a7659fd8fe2dc00010573be,background,2,15,animate_pair_right,animate,pair,right
60fd290db87d1ce113c2fb2e,background,0,9,animate_single_right,animate,single,right
5f64bdfa92434501c26dfca5,background,3,5,animate_single_left,animate,single,left
5f5a1dbec9012406a20ea2d7,background,0,9,animate_single_right,animate,single,right
5e860198a846e30497df5189,background,0,10,inanimate_single_left,inanimate,single,left
616b567b3e605b7245a9aead,deviant,1,9,inanimate_pair_right,animate,pair,right
598c777552127f0001319646,deviant,0,3,inanimate_pair_left,animate,pair,left
61520b079436973e05f72d33,deviant,1,4,animate_pair_left,animate,pair,left
5a7659fd8fe2dc00010573be,background,1,16,inanimate_pair_left,inanimate,pair,left
659c47d4ba2012f16d0fc8cf,background,2,1,inanimate_single_left,inanimate,single,left
5f5a1dbec9012406a20ea2d7,background,2,10,inanimate_single_left,inanimate,single,left
5f64bdfa92434501c26dfca5,background,0,6,inanimate_single_left,inanimate,single,left
5f9b15774711462e44350360,deviant,1,15,inanimate_pair_left,inanimate,pair,left
60fd290db87d1ce113c2fb2e,background,0,10,inanimate_single_left,inanimate,single,left
5f64bdfa92434501c26dfca5,background,0,7,inanimate_single_left,inanimate,single,left
61520b079436973e05f72d33,deviant,0,5,inanimate_single_left,animate,single,left
5f5a1dbec9012406a20ea2d7,background,3,11,inanimate_pair_right,inanimate,pair,right
598c777552127f0001319646,background,3,4,animate_pair_right,animate,pair,right
616b567b3e605b7245a9aead,background,4,10,inanimate_single_left,inanimate,single,left
60fd290db87d1ce113c2fb2e,deviant,1,11,inanimate_pair_left,inanimate,pair,right
5f9b15774711462e44350360,deviant,2,16,animate_single_right,animate,single,left
5f7f6ea18b9c4a117d887a3f,background,1,5,animate_single_right,animate,single,right
5f64bdfa92434501c26dfca5,background,4,8,animate_pair_right,animate,pair,right
5e860198a846e30497df5189,background,1,11,animate_pair_left,animate,pair,left
5f5a1dbec9012406a20ea2d7,background,3,12,inanimate_single_left,inanimate,single,left
61520b079436973e05f72d33,background,0,6,inanimate_single_left,inanimate,single,left
616b567b3e605b7245a9aead,background,1,11,animate_pair_left,animate,pair,left
5e860198a846e30497df5189,deviant,1,12,inanimate_single_right,inanimate,single,left
598c777552127f0001319646,deviant,4,5,animate_single_left,animate,single,right
5f8ddea833ed2a158e8a6849,background,0,2,animate_single_left,animate,single,left
60fd290db87d1ce113c2fb2e,background,0,12,inanimate_pair_left,inanimate,pair,left
5f64bdfa92434501c26dfca5,deviant,4,9,animate_single_left,animate,single,left
61520b079436973e05f72d33,background,0,7,animate_single_left,animate,single,left
616b567b3e605b7245a9aead,background,0,12,inanimate_pair_left,inanimate,pair,left
5f5a1dbec9012406a20ea2d7,background,2,13,inanimate_pair_right,inanimate,pair,right
659c47d4ba2012f16d0fc8cf,background,4,2,animate_single_left,animate,single,left
5f64bdfa92434501c26dfca5,deviant,4,10,animate_pair_left,inanimate,pair,left
60fd290db87d1ce113c2fb2e,background,1,13,animate_pair_left,animate,pair,left
598c777552127f0001319646,deviant,4,6,inanimate_pair_right,animate,pair,right
5f7f6ea18b9c4a117d887a3f,deviant,2,6,inanimate_single_right,inanimate,single,left
5f64bdfa92434501c26dfca5,background,4,11,animate_pair_right,animate,pair,right
616b567b3e605b7245a9aead,deviant,1,13,animate_pair_right,animate,single,right
5f5a1dbec9012406a20ea2d7,deviant,2,14,inanimate_pair_left,inanimate,pair,left
60fd290db87d1ce113c2fb2e,deviant,2,14,inanimate_single_left,animate,single,left
61520b079436973e05f72d33,background,0,8,animate_pair_right,animate,pair,right
616b567b3e605b7245a9aead,background,1,14,animate_single_left,animate,single,left
598c777552127f0001319646,background,1,7,inanimate_pair_right,inanimate,pair,right
5e860198a846e30497df5189,background,0,13,animate_pair_right,animate,pair,right
5f5a1dbec9012406a20ea2d7,background,1,15,animate_pair_right,animate,pair,right
659c47d4ba2012f16d0fc8cf,background,3,3,animate_pair_right,animate,pair,right
5f64bdfa92434501c26dfca5,background,2,12,inanimate_single_right,inanimate,single,right
60fd290db87d1ce113c2fb2e,background,0,15,inanimate_pair_left,inanimate,pair,left
5f7f6ea18b9c4a117d887a3f,background,2,7,animate_single_left,animate,single,left
5f64bdfa92434501c26dfca5,background,3,13,animate_single_right,animate,single,right
5f5a1dbec9012406a20ea2d7,background,0,16,inanimate_single_right,inanimate,single,right
5f8ddea833ed2a158e8a6849,background,2,3,animate_pair_right,animate,pair,right
60fd290db87d1ce113c2fb2e,background,1,16,inanimate_single_left,inanimate,single,left
616b567b3e605b7245a9aead,background,1,15,animate_single_left,animate,single,left
5e860198a846e30497df5189,background,1,14,animate_single_right,animate,single,right
61520b079436973e05f72d33,background,0,9,inanimate_pair_left,inanimate,pair,left
5f64bdfa92434501c26dfca5,deviant,3,14,animate_single_left,animate,single,right
598c777552127f0001319646,deviant,4,8,animate_single_left,inanimate,single,left
659c47d4ba2012f16d0fc8cf,deviant,2,4,inanimate_single_right,inanimate,pair,right
616b567b3e605b7245a9aead,deviant,2,16,animate_pair_right,inanimate,pair,right
5f64bdfa92434501c26dfca5,background,1,15,inanimate_pair_left,inanimate,pair,left
5e860198a846e30497df5189,background,0,15,inanimate_single_right,inanimate,single,right
61520b079436973e05f72d33,background,0,10,inanimate_pair_right,inanimate,pair,right
5f7f6ea18b9c4a117d887a3f,background,1,8,inanimate_single_left,inanimate,single,left
5f64bdfa92434501c26dfca5,background,3,16,animate_pair_left,animate,pair,left
61520b079436973e05f72d33,background,0,11,animate_pair_left,animate,pair,left
598c777552127f0001319646,background,4,9,animate_single_left,animate,single,left
5f8ddea833ed2a158e8a6849,background,1,4,animate_single_left,animate,single,left
659c47d4ba2012f16d0fc8cf,background,3,5,animate_single_right,animate,single,right
5e860198a846e30497df5189,deviant,0,16,animate_pair_right,animate,single,right
60c6ad6dfe98acb8c92628e2,deviant,3,1,inanimate_pair_left,inanimate,single,left
5f7f6ea18b9c4a117d887a3f,deviant,3,9,animate_single_right,animate,pair,right
61520b079436973e05f72d33,deviant,0,12,inanimate_pair_right,inanimate,single,right
598c777552127f0001319646,background,3,10,inanimate_pair_left,inanimate,pair,left
5f8ddea833ed2a158e8a6849,background,1,5,animate_single_right,animate,single,right
659c47d4ba2012f16d0fc8cf,background,1,6,inanimate_pair_right,inanimate,pair,right
598c777552127f0001319646,deviant,0,11,inanimate_single_right,inanimate,single,right
5f7f6ea18b9c4a117d887a3f,deviant,3,10,animate_pair_right,animate,single,right
60c6ad6dfe98acb8c92628e2,background,2,2,animate_single_right,animate,single,right
598c777552127f0001319646,background,0,12,animate_single_left,animate,single,left
5f8ddea833ed2a158e8a6849,deviant,4,6,inanimate_pair_left,inanimate,pair,left
659c47d4ba2012f16d0fc8cf,background,0,7,animate_single_left,animate,single,left
61520b079436973e05f72d33,background,1,13,animate_single_right,animate,single,right
5f7f6ea18b9c4a117d887a3f,background,2,11,animate_pair_right,animate,pair,right
598c777552127f0001319646,background,4,13,animate_pair_left,animate,pair,left
60c6ad6dfe98acb8c92628e2,background,4,3,animate_pair_left,animate,pair,left
61520b079436973e05f72d33,deviant,0,14,animate_pair_left,inanimate,pair,left
5f8ddea833ed2a158e8a6849,background,0,7,animate_single_right,animate,single,right
5f7f6ea18b9c4a117d887a3f,background,1,12,inanimate_pair_right,inanimate,pair,right
659c47d4ba2012f16d0fc8cf,background,0,8,inanimate_single_right,inanimate,single,right
61520b079436973e05f72d33,background,0,15,inanimate_pair_right,inanimate,pair,right
60c6ad6dfe98acb8c92628e2,deviant,1,4,inanimate_pair_left,inanimate,pair,left
598c777552127f0001319646,background,2,14,inanimate_pair_left,inanimate,pair,left
659c47d4ba2012f16d0fc8cf,background,2,9,animate_pair_left,animate,pair,left
5f8ddea833ed2a158e8a6849,background,2,8,inanimate_pair_left,inanimate,pair,left
5f7f6ea18b9c4a117d887a3f,background,1,13,inanimate_pair_right,inanimate,pair,right
61520b079436973e05f72d33,background,0,16,inanimate_single_right,inanimate,single,right
598c777552127f0001319646,background,2,15,animate_single_right,animate,single,right
598c777552127f0001319646,background,0,16,inanimate_single_left,inanimate,single,left
659c47d4ba2012f16d0fc8cf,background,0,10,inanimate_pair_left,inanimate,pair,left
5f8ddea833ed2a158e8a6849,background,4,9,inanimate_single_left,inanimate,single,left
5f7f6ea18b9c4a117d887a3f,background,1,14,inanimate_pair_left,inanimate,pair,left
659c47d4ba2012f16d0fc8cf,background,1,11,inanimate_single_left,inanimate,single,left
60c6ad6dfe98acb8c92628e2,background,0,5,inanimate_single_left,inanimate,single,left
5f8ddea833ed2a158e8a6849,background,0,10,animate_pair_left,animate,pair,left
5f7f6ea18b9c4a117d887a3f,background,0,15,inanimate_single_right,inanimate,single,right
659c47d4ba2012f16d0fc8cf,deviant,1,12,animate_single_left,animate,pair,left
60c6ad6dfe98acb8c92628e2,background,4,6,animate_single_left,animate,single,left
5f7f6ea18b9c4a117d887a3f,deviant,2,16,animate_single_right,inanimate,single,right
5f8ddea833ed2a158e8a6849,deviant,4,11,inanimate_pair_right,animate,pair,right
60c6ad6dfe98acb8c92628e2,deviant,1,7,inanimate_pair_right,inanimate,pair,right
5f8ddea833ed2a158e8a6849,background,1,12,inanimate_single_right,inanimate,single,right
659c47d4ba2012f16d0fc8cf,deviant,2,13,inanimate_pair_right,animate,pair,right
60c6ad6dfe98acb8c92628e2,background,3,8,animate_single_left,animate,single,left
659c47d4ba2012f16d0fc8cf,deviant,0,14,inanimate_pair_right,inanimate,single,right
5f8ddea833ed2a158e8a6849,background,1,13,animate_pair_left,animate,pair,left
659c47d4ba2012f16d0fc8cf,background,0,15,animate_single_right,animate,single,right
659c47d4ba2012f16d0fc8cf,deviant,1,16,animate_pair_left,inanimate,pair,left
5f8ddea833ed2a158e8a6849,background,0,14,inanimate_pair_right,inanimate,pair,right
60c6ad6dfe98acb8c92628e2,background,3,9,animate_single_right,animate,single,right
60c6ad6dfe98acb8c92628e2,background,1,10,inanimate_pair_left,inanimate,pair,left
5f8ddea833ed2a158e8a6849,background,2,15,inanimate_single_right,inanimate,single,right
5f8ddea833ed2a158e8a6849,background,0,16,inanimate_single_left,inanimate,single,left
60c6ad6dfe98acb8c92628e2,background,4,11,animate_pair_right,animate,pair,right
60c6ad6dfe98acb8c92628e2,background,4,12,animate_pair_right,animate,pair,right
60c6ad6dfe98acb8c92628e2,background,2,13,inanimate_pair_right,inanimate,pair,right
60c6ad6dfe98acb8c92628e2,deviant,1,14,inanimate_single_left,inanimate,single,right
60c6ad6dfe98acb8c92628e2,background,2,15,animate_pair_left,animate,pair,left
60c6ad6dfe98acb8c92628e2,background,1,16,inanimate_single_right,inanimate,single,right
