subject,rating_type,complexity_rating_type,complexity_rating_stimulus,complexity_rating
SS1673386344869,complexity,background,media/padded_stims/animate_075_right.png,2
SS1673386344869,complexity,deviant,media/padded_stims/animate_072_right.png,4
SS1673386344869,complexity,background,media/padded_stims/animate_077_left.png,2
SS1673386344869,complexity,background,media/padded_stims/inanimate_078_left.png,5
SS1673386344869,complexity,deviant,media/padded_stims/inanimate_073_left.png,3
SS1673386344869,complexity,background,media/padded_stims/inanimate_073_right.png,3
SS1673386344869,complexity,background,media/padded_stims/animate_041_left.png,3
SS1673386344869,complexity,deviant,media/padded_stims/inanimate_038_left.png,4
SS1673386344869,complexity,background,media/padded_stims/inanimate_009_left.png,5
SS1673386344869,complexity,background,media/padded_stims/animate_008_right.png,3
SS1673386344869,complexity,deviant,media/padded_stims/inanimate_003_right.png,5
SS1673386344869,complexity,background,media/padded_stims/inanimate_033_right.png,5
SS1673386344869,complexity,deviant,media/padded_stims/animate_074_right.png,2
SS1673386344869,complexity,background,media/padded_stims/inanimate_019_left.png,5
SS1673386344869,complexity,background,media/padded_stims/inanimate_022_right.png,5
SS1673386344869,complexity,background,media/padded_stims/inanimate_079_right.png,5
SS1673386344869,complexity,deviant,media/padded_stims/inanimate_003_left.png,5
SS1673386344869,complexity,background,media/padded_stims/animate_031_left.png,1
SS1673386344869,complexity,background,media/padded_stims/inanimate_023_left.png,5
SS1673386344869,complexity,deviant,media/padded_stims/inanimate_055_left.png,4
SS1673386344869,complexity,background,media/padded_stims/animate_048_right.png,1
SS1673386351251,complexity,background,media/padded_stims/inanimate_068_right.png,4
SS1673386351251,complexity,deviant,media/padded_stims/inanimate_001_right.png,4
SS1673386351251,complexity,background,media/padded_stims/inanimate_012_left.png,5
SS1673386351251,complexity,deviant,media/padded_stims/inanimate_026_left.png,4
SS1673386351251,complexity,background,media/padded_stims/animate_049_right.png,2
SS1673386351251,complexity,background,media/padded_stims/inanimate_027_right.png,4
SS1673386351251,complexity,background,media/padded_stims/animate_073_left.png,3
SS1673386351251,complexity,deviant,media/padded_stims/animate_018_left.png,2
SS1673386351251,complexity,background,media/padded_stims/animate_065_left.png,1
SS1673386351251,complexity,deviant,media/padded_stims/animate_022_left.png,2
SS1673386351251,complexity,background,media/padded_stims/animate_075_right.png,2
SS1673386351251,complexity,deviant,media/padded_stims/animate_064_right.png,4
SS1673386351251,complexity,background,media/padded_stims/animate_078_left.png,3
SS1673386351251,complexity,background,media/padded_stims/inanimate_029_left.png,4
SS1673386351251,complexity,background,media/padded_stims/animate_041_right.png,4
SS1673386351251,complexity,background,media/padded_stims/animate_061_left.png,4
SS1673386351251,complexity,background,media/padded_stims/inanimate_055_right.png,4
SS1673386351251,complexity,background,media/padded_stims/inanimate_038_right.png,4
SS1673386351251,complexity,deviant,media/padded_stims/inanimate_050_right.png,5
SS1673386351251,complexity,background,media/padded_stims/inanimate_070_left.png,3
SS1673386351251,complexity,deviant,media/padded_stims/inanimate_079_left.png,3
SS1673386351251,complexity,background,media/padded_stims/inanimate_017_left.png,3
SS1673386351251,complexity,background,media/padded_stims/animate_003_right.png,4
SS1673386351251,complexity,deviant,media/padded_stims/animate_071_left.png,3
SS1673386355396,complexity,background,media/padded_stims/inanimate_033_right.png,2
SS1673386355396,complexity,background,media/padded_stims/inanimate_058_right.png,2
SS1673386355396,complexity,deviant,media/padded_stims/inanimate_025_right.png,2
SS1673386355396,complexity,background,media/padded_stims/inanimate_036_left.png,4
SS1673386355396,complexity,background,media/padded_stims/animate_076_right.png,4
SS1673386355396,complexity,background,media/padded_stims/animate_063_right.png,4
SS1673386355396,complexity,background,media/padded_stims/inanimate_050_left.png,4
SS1673386355396,complexity,background,media/padded_stims/inanimate_004_left.png,4
SS1673386355396,complexity,deviant,media/padded_stims/animate_058_left.png,2
SS1673386355396,complexity,background,media/padded_stims/animate_021_left.png,2
SS1673386355396,complexity,background,media/padded_stims/inanimate_046_right.png,4
SS1673386355396,complexity,deviant,media/padded_stims/animate_024_right.png,2
SS1673386355396,complexity,background,media/padded_stims/animate_019_left.png,2
SS1673386355396,complexity,deviant,media/padded_stims/animate_027_left.png,2
SS1673386355396,complexity,background,media/padded_stims/inanimate_060_left.png,4
SS1673386355396,complexity,deviant,media/padded_stims/inanimate_062_left.png,4
SS1673386355396,complexity,background,media/padded_stims/animate_037_right.png,2
SS1673386355396,complexity,deviant,media/padded_stims/animate_052_right.png,4
SS1673386355396,complexity,background,media/padded_stims/animate_013_left.png,4
SS1673386355396,complexity,deviant,media/padded_stims/animate_080_left.png,2
SS1673386355396,complexity,background,media/padded_stims/animate_049_right.png,2
SS1673386355396,complexity,deviant,media/padded_stims/inanimate_006_right.png,2
SS1673386355396,complexity,background,media/padded_stims/inanimate_013_right.png,4
SS1673386355396,complexity,background,media/padded_stims/animate_041_left.png,2
SS1673386355492,complexity,background,media/padded_stims/animate_028_right.png,1
SS1673386355492,complexity,background,media/padded_stims/inanimate_064_left.png,0
SS1673386355492,complexity,background,media/padded_stims/inanimate_015_left.png,0
SS1673386355492,complexity,deviant,media/padded_stims/inanimate_061_left.png,0
SS1673386355492,complexity,background,media/padded_stims/inanimate_022_left.png,2
SS1673386355492,complexity,deviant,media/padded_stims/inanimate_048_left.png,2
SS1673386355492,complexity,background,media/padded_stims/animate_008_left.png,1
SS1673386355492,complexity,deviant,media/padded_stims/animate_077_left.png,1
SS1673386355492,complexity,background,media/padded_stims/animate_070_left.png,1
SS1673386355492,complexity,deviant,media/padded_stims/animate_051_right.png,1
SS1673386355492,complexity,background,media/padded_stims/animate_026_left.png,2
SS1673386355492,complexity,background,media/padded_stims/inanimate_006_right.png,1
SS1673386355492,complexity,background,media/padded_stims/inanimate_056_right.png,1
SS1673386355492,complexity,background,media/padded_stims/inanimate_043_right.png,1
SS1673386355492,complexity,deviant,media/padded_stims/animate_027_right.png,2
SS1673386355492,complexity,background,media/padded_stims/animate_036_left.png,2
SS1673386355492,complexity,background,media/padded_stims/inanimate_048_right.png,0
SS1673386355492,complexity,deviant,media/padded_stims/animate_055_right.png,1
SS1673386355492,complexity,background,media/padded_stims/animate_010_right.png,2
SS1673386355492,complexity,deviant,media/padded_stims/animate_032_right.png,2
SS1673386355492,complexity,background,media/padded_stims/inanimate_045_left.png,1
SS1673386355492,complexity,background,media/padded_stims/animate_038_right.png,2
SS1673386355492,complexity,background,media/padded_stims/animate_056_right.png,2
SS1673386355492,complexity,deviant,media/padded_stims/animate_003_right.png,2
SS1673386358000,complexity,background,media/padded_stims/animate_015_left.png,2
SS1673386358000,complexity,deviant,media/padded_stims/inanimate_056_left.png,3
SS1673386358000,complexity,background,media/padded_stims/animate_072_right.png,4
SS1673386358000,complexity,background,media/padded_stims/animate_049_left.png,4
SS1673386358000,complexity,deviant,media/padded_stims/animate_076_right.png,4
SS1673386358000,complexity,background,media/padded_stims/inanimate_011_right.png,1
SS1673386358000,complexity,background,media/padded_stims/animate_039_right.png,4
SS1673386358000,complexity,deviant,media/padded_stims/animate_068_right.png,3
SS1673386358000,complexity,background,media/padded_stims/inanimate_028_right.png,2
SS1673386358000,complexity,background,media/padded_stims/inanimate_045_right.png,2
SS1673386358000,complexity,deviant,media/padded_stims/inanimate_017_right.png,2
SS1673386358000,complexity,background,media/padded_stims/animate_046_right.png,4
SS1673386358000,complexity,background,media/padded_stims/animate_024_right.png,5
SS1673386358000,complexity,deviant,media/padded_stims/animate_035_right.png,2
SS1673386358000,complexity,background,media/padded_stims/inanimate_016_left.png,1
SS1673386358000,complexity,deviant,media/padded_stims/inanimate_027_right.png,1
SS1673386358000,complexity,background,media/padded_stims/animate_039_left.png,4
SS1673386358000,complexity,background,media/padded_stims/inanimate_020_right.png,4
SS1673386358000,complexity,deviant,media/padded_stims/inanimate_036_left.png,2
SS1673386358000,complexity,background,media/padded_stims/inanimate_077_left.png,1
SS1673386358000,complexity,background,media/padded_stims/animate_040_left.png,4
SS1673386358000,complexity,background,media/padded_stims/inanimate_011_left.png,0
SS1673386358000,complexity,deviant,media/padded_stims/inanimate_048_left.png,0
SS1673386358000,complexity,background,media/padded_stims/inanimate_076_left.png,0
SS1673386362744,complexity,background,media/padded_stims/animate_059_left.png,2
SS1673386362744,complexity,deviant,media/padded_stims/animate_047_right.png,2
SS1673386362744,complexity,background,media/padded_stims/animate_044_left.png,4
SS1673386362744,complexity,background,media/padded_stims/animate_062_right.png,1
SS1673386362744,complexity,background,media/padded_stims/inanimate_017_left.png,4
SS1673386362744,complexity,deviant,media/padded_stims/inanimate_024_left.png,6
SS1673386362744,complexity,background,media/padded_stims/inanimate_013_left.png,4
SS1673386362744,complexity,background,media/padded_stims/animate_001_left.png,1
SS1673386362744,complexity,background,media/padded_stims/inanimate_001_right.png,3
SS1673386362744,complexity,deviant,media/padded_stims/inanimate_054_right.png,4
SS1673386362744,complexity,background,media/padded_stims/inanimate_020_right.png,2
SS1673386362744,complexity,background,media/padded_stims/animate_039_left.png,3
SS1673386362744,complexity,deviant,media/padded_stims/inanimate_070_left.png,4
SS1673386362744,complexity,background,media/padded_stims/inanimate_073_left.png,4
SS1673386362744,complexity,background,media/padded_stims/animate_067_right.png,2
SS1673386362744,complexity,deviant,media/padded_stims/animate_066_right.png,3
SS1673386362744,complexity,background,media/padded_stims/inanimate_043_right.png,4
SS1673386362744,complexity,background,media/padded_stims/animate_004_right.png,2
SS1673386362744,complexity,background,media/padded_stims/animate_030_right.png,2
SS1673386362744,complexity,deviant,media/padded_stims/animate_080_right.png,3
SS1673386362744,complexity,background,media/padded_stims/inanimate_031_left.png,5
SS1673386362744,complexity,deviant,media/padded_stims/inanimate_062_left.png,4
SS1673386362744,complexity,background,media/padded_stims/inanimate_061_right.png,4
SS1673386362744,complexity,deviant,media/padded_stims/inanimate_004_right.png,5
SS1673386365138,complexity,background,media/padded_stims/inanimate_015_right.png,2
SS1673386365138,complexity,background,media/padded_stims/inanimate_035_left.png,2
SS1673386365138,complexity,deviant,media/padded_stims/animate_070_left.png,1
SS1673386365138,complexity,background,media/padded_stims/animate_072_left.png,1
SS1673386365138,complexity,deviant,media/padded_stims/animate_002_left.png,1
SS1673386365138,complexity,background,media/padded_stims/animate_006_left.png,1
SS1673386365138,complexity,background,media/padded_stims/inanimate_022_right.png,1
SS1673386365138,complexity,deviant,media/padded_stims/inanimate_070_right.png,1
SS1673386365138,complexity,background,media/padded_stims/inanimate_031_left.png,2
SS1673386365138,complexity,background,media/padded_stims/inanimate_072_left.png,2
SS1673386365138,complexity,background,media/padded_stims/inanimate_045_right.png,2
SS1673386365138,complexity,background,media/padded_stims/animate_077_right.png,1
SS1673386365138,complexity,deviant,media/padded_stims/inanimate_024_right.png,2
SS1673386365138,complexity,background,media/padded_stims/animate_015_right.png,1
SS1673386365138,complexity,background,media/padded_stims/animate_049_right.png,1
SS1673386365138,complexity,deviant,media/padded_stims/animate_054_right.png,1
SS1673386365138,complexity,background,media/padded_stims/animate_056_left.png,1
SS1673386365138,complexity,deviant,media/padded_stims/animate_063_right.png,1
SS1673386365138,complexity,background,media/padded_stims/inanimate_038_left.png,2
SS1673386365138,complexity,deviant,media/padded_stims/inanimate_001_left.png,2
SS1673386365138,complexity,background,media/padded_stims/inanimate_013_right.png,2
SS1673386365138,complexity,deviant,media/padded_stims/inanimate_004_right.png,2
SS1673386365138,complexity,background,media/padded_stims/animate_077_left.png,1
SS1673386365138,complexity,background,media/padded_stims/animate_051_right.png,1
SS1673386371833,complexity,background,media/padded_stims/animate_045_right.png,3
SS1673386371833,complexity,deviant,media/padded_stims/animate_021_right.png,4
SS1673386371833,complexity,background,media/padded_stims/inanimate_070_right.png,2
SS1673386371833,complexity,deviant,media/padded_stims/animate_016_right.png,1
SS1673386371833,complexity,background,media/padded_stims/inanimate_047_right.png,4
SS1673386371833,complexity,background,media/padded_stims/animate_028_right.png,3
SS1673386371833,complexity,deviant,media/padded_stims/animate_059_right.png,2
SS1673386371833,complexity,background,media/padded_stims/animate_046_left.png,4
SS1673386371833,complexity,deviant,media/padded_stims/inanimate_009_left.png,3
SS1673386371833,complexity,background,media/padded_stims/animate_008_left.png,4
SS1673386371833,complexity,deviant,media/padded_stims/inanimate_015_left.png,3
SS1673386371833,complexity,background,media/padded_stims/animate_053_left.png,4
SS1673386371833,complexity,background,media/padded_stims/inanimate_078_left.png,4
SS1673386371833,complexity,background,media/padded_stims/inanimate_027_left.png,4
SS1673386371833,complexity,deviant,media/padded_stims/inanimate_011_left.png,5
SS1673386371833,complexity,background,media/padded_stims/inanimate_057_right.png,3
SS1673386371833,complexity,deviant,media/padded_stims/animate_004_right.png,2
SS1673386371833,complexity,background,media/padded_stims/inanimate_057_left.png,3
SS1673386371833,complexity,background,media/padded_stims/animate_010_right.png,1
SS1673386371833,complexity,background,media/padded_stims/inanimate_021_right.png,3
SS1673386371833,complexity,background,media/padded_stims/animate_035_left.png,0
SS1673386371833,complexity,background,media/padded_stims/animate_079_right.png,4
SS1673386371833,complexity,background,media/padded_stims/inanimate_046_left.png,5
SS1673386371833,complexity,deviant,media/padded_stims/inanimate_053_right.png,4
SS1673386391382,complexity,background,media/padded_stims/animate_077_left.png,2
SS1673386391382,complexity,background,media/padded_stims/inanimate_041_left.png,1
SS1673386391382,complexity,deviant,media/padded_stims/inanimate_048_right.png,0
SS1673386391382,complexity,background,media/padded_stims/inanimate_023_left.png,3
SS1673386391382,complexity,background,media/padded_stims/inanimate_014_right.png,4
SS1673386391382,complexity,background,media/padded_stims/inanimate_070_right.png,2
SS1673386391382,complexity,deviant,media/padded_stims/inanimate_010_right.png,4
SS1673386391382,complexity,background,media/padded_stims/animate_026_left.png,2
SS1673386391382,complexity,deviant,media/padded_stims/animate_066_right.png,5
SS1673386391382,complexity,background,media/padded_stims/animate_020_right.png,3
SS1673386391382,complexity,background,media/padded_stims/inanimate_001_left.png,1
SS1673386391382,complexity,deviant,media/padded_stims/animate_057_left.png,1
SS1673386391382,complexity,background,media/padded_stims/animate_063_right.png,3
SS1673386391382,complexity,deviant,media/padded_stims/inanimate_004_right.png,3
SS1673386391382,complexity,background,media/padded_stims/animate_027_left.png,3
SS1673386391382,complexity,background,media/padded_stims/inanimate_061_right.png,4
SS1673386391382,complexity,background,media/padded_stims/animate_010_left.png,3
SS1673386391382,complexity,deviant,media/padded_stims/animate_059_right.png,4
SS1673386391382,complexity,background,media/padded_stims/animate_004_right.png,2
SS1673386391382,complexity,deviant,media/padded_stims/animate_028_left.png,4
SS1673386391382,complexity,background,media/padded_stims/inanimate_005_left.png,2
SS1673386391382,complexity,background,media/padded_stims/inanimate_020_right.png,3
SS1673386391382,complexity,deviant,media/padded_stims/inanimate_052_right.png,4
SS1673386391382,complexity,background,media/padded_stims/animate_014_right.png,2
SS1673386418065,complexity,background,media/padded_stims/inanimate_017_left.png,4
SS1673386418065,complexity,deviant,media/padded_stims/inanimate_061_left.png,4
SS1673386418065,complexity,background,media/padded_stims/inanimate_020_right.png,3
SS1673386418065,complexity,deviant,media/padded_stims/inanimate_059_right.png,5
SS1673386418065,complexity,background,media/padded_stims/inanimate_042_right.png,6
SS1673386418065,complexity,background,media/padded_stims/animate_014_right.png,2
SS1673386418065,complexity,deviant,media/padded_stims/inanimate_045_right.png,6
SS1673386418065,complexity,background,media/padded_stims/inanimate_049_left.png,5
SS1673386418065,complexity,deviant,media/padded_stims/inanimate_048_right.png,4
SS1673386418065,complexity,background,media/padded_stims/animate_060_left.png,2
SS1673386418065,complexity,deviant,media/padded_stims/animate_040_left.png,1
SS1673386418065,complexity,background,media/padded_stims/animate_035_right.png,0
SS1673386418065,complexity,deviant,media/padded_stims/animate_021_right.png,1
SS1673386418065,complexity,background,media/padded_stims/animate_044_left.png,3
SS1673386418065,complexity,deviant,media/padded_stims/animate_061_left.png,2
SS1673386418065,complexity,background,media/padded_stims/animate_064_right.png,4
SS1673386418065,complexity,background,media/padded_stims/inanimate_046_right.png,6
SS1673386418065,complexity,deviant,media/padded_stims/inanimate_021_right.png,4
SS1673386418065,complexity,background,media/padded_stims/inanimate_018_left.png,5
SS1673386418065,complexity,background,media/padded_stims/inanimate_057_right.png,3
SS1673386418065,complexity,background,media/padded_stims/animate_006_left.png,4
SS1673386418065,complexity,background,media/padded_stims/inanimate_064_left.png,2
SS1673386418065,complexity,background,media/padded_stims/animate_076_left.png,1
SS1673386418065,complexity,background,media/padded_stims/animate_020_right.png,2
SS1673386448940,complexity,background,media/padded_stims/animate_025_right.png,1
SS1673386448940,complexity,deviant,media/padded_stims/animate_049_right.png,1
SS1673386448940,complexity,background,media/padded_stims/inanimate_078_right.png,2
SS1673386448940,complexity,background,media/padded_stims/animate_024_left.png,2
SS1673386448940,complexity,deviant,media/padded_stims/inanimate_052_left.png,2
SS1673386448940,complexity,background,media/padded_stims/inanimate_002_left.png,3
SS1673386448940,complexity,background,media/padded_stims/inanimate_029_left.png,3
SS1673386448940,complexity,deviant,media/padded_stims/inanimate_060_right.png,4
SS1673386448940,complexity,background,media/padded_stims/inanimate_050_right.png,4
SS1673386448940,complexity,deviant,media/padded_stims/inanimate_067_right.png,4
SS1673386448940,complexity,background,media/padded_stims/animate_039_right.png,4
SS1673386448940,complexity,deviant,media/padded_stims/animate_027_right.png,3
SS1673386448940,complexity,background,media/padded_stims/animate_077_left.png,3
SS1673386448940,complexity,background,media/padded_stims/animate_018_right.png,3
SS1673386448940,complexity,background,media/padded_stims/animate_023_left.png,3
SS1673386448940,complexity,deviant,media/padded_stims/animate_048_right.png,2
SS1673386448940,complexity,background,media/padded_stims/animate_069_right.png,2
SS1673386448940,complexity,background,media/padded_stims/inanimate_007_right.png,2
SS1673386448940,complexity,deviant,media/padded_stims/inanimate_064_right.png,4
SS1673386448940,complexity,background,media/padded_stims/animate_015_left.png,1
SS1673386448940,complexity,background,media/padded_stims/inanimate_080_right.png,3
SS1673386448940,complexity,background,media/padded_stims/inanimate_022_left.png,3
SS1673386448940,complexity,deviant,media/padded_stims/inanimate_031_left.png,5
SS1673386448940,complexity,background,media/padded_stims/inanimate_054_left.png,3
SS1673386548733,complexity,background,media/padded_stims/inanimate_051_right.png,2
SS1673386548733,complexity,background,media/padded_stims/inanimate_008_right.png,2
SS1673386548733,complexity,background,media/padded_stims/inanimate_025_right.png,3
SS1673386548733,complexity,deviant,media/padded_stims/inanimate_076_left.png,2
SS1673386548733,complexity,background,media/padded_stims/animate_013_left.png,1
SS1673386548733,complexity,background,media/padded_stims/animate_049_left.png,1
SS1673386548733,complexity,deviant,media/padded_stims/animate_002_left.png,1
SS1673386548733,complexity,background,media/padded_stims/inanimate_037_left.png,4
SS1673386548733,complexity,background,media/padded_stims/inanimate_061_right.png,4
SS1673386548733,complexity,deviant,media/padded_stims/animate_068_right.png,4
SS1673386548733,complexity,background,media/padded_stims/animate_025_right.png,2
SS1673386548733,complexity,deviant,media/padded_stims/inanimate_003_right.png,3
SS1673386548733,complexity,background,media/padded_stims/inanimate_065_left.png,4
SS1673386548733,complexity,deviant,media/padded_stims/animate_006_left.png,1
SS1673386548733,complexity,background,media/padded_stims/animate_033_right.png,1
SS1673386548733,complexity,deviant,media/padded_stims/animate_046_left.png,1
SS1673386548733,complexity,background,media/padded_stims/inanimate_040_left.png,2
SS1673386548733,complexity,deviant,media/padded_stims/inanimate_033_right.png,3
SS1673386548733,complexity,background,media/padded_stims/inanimate_001_left.png,4
SS1673386548733,complexity,background,media/padded_stims/animate_073_right.png,2
SS1673386548733,complexity,background,media/padded_stims/animate_008_right.png,2
SS1673386548733,complexity,background,media/padded_stims/animate_003_left.png,1
SS1673386548733,complexity,background,media/padded_stims/animate_032_left.png,4
SS1673386548733,complexity,deviant,media/padded_stims/inanimate_026_left.png,4
SS1673386593117,complexity,background,media/padded_stims/inanimate_024_right.png,6
SS1673386593117,complexity,deviant,media/padded_stims/animate_011_right.png,2
SS1673386593117,complexity,background,media/padded_stims/inanimate_014_right.png,5
SS1673386593117,complexity,background,media/padded_stims/animate_074_right.png,1
SS1673386593117,complexity,background,media/padded_stims/animate_024_right.png,1
SS1673386593117,complexity,deviant,media/padded_stims/animate_054_right.png,2
SS1673386593117,complexity,background,media/padded_stims/inanimate_010_right.png,4
SS1673386593117,complexity,background,media/padded_stims/animate_026_right.png,0
SS1673386593117,complexity,deviant,media/padded_stims/animate_005_right.png,1
SS1673386593117,complexity,background,media/padded_stims/animate_052_left.png,3
SS1673386593117,complexity,deviant,media/padded_stims/animate_035_right.png,0
SS1673386593117,complexity,background,media/padded_stims/animate_042_left.png,3
SS1673386593117,complexity,deviant,media/padded_stims/inanimate_020_left.png,5
SS1673386593117,complexity,background,media/padded_stims/animate_005_left.png,1
SS1673386593117,complexity,background,media/padded_stims/animate_080_right.png,3
SS1673386593117,complexity,background,media/padded_stims/inanimate_029_left.png,4
SS1673386593117,complexity,deviant,media/padded_stims/animate_037_left.png,2
SS1673386593117,complexity,background,media/padded_stims/inanimate_033_left.png,4
SS1673386593117,complexity,background,media/padded_stims/animate_030_left.png,1
SS1673386593117,complexity,background,media/padded_stims/inanimate_048_left.png,4
SS1673386593117,complexity,deviant,media/padded_stims/inanimate_049_right.png,4
SS1673386593117,complexity,background,media/padded_stims/inanimate_004_left.png,6
SS1673386593117,complexity,background,media/padded_stims/inanimate_041_right.png,5
SS1673386593117,complexity,deviant,media/padded_stims/inanimate_047_right.png,4
SS1673386607428,complexity,background,media/padded_stims/animate_027_right.png,2
SS1673386607428,complexity,deviant,media/padded_stims/animate_014_right.png,1
SS1673386607428,complexity,background,media/padded_stims/animate_073_right.png,1
SS1673386607428,complexity,deviant,media/padded_stims/inanimate_038_right.png,5
SS1673386607428,complexity,background,media/padded_stims/inanimate_051_left.png,4
SS1673386607428,complexity,deviant,media/padded_stims/inanimate_045_left.png,6
SS1673386607428,complexity,background,media/padded_stims/animate_012_right.png,1
SS1673386607428,complexity,background,media/padded_stims/animate_054_left.png,3
SS1673386607428,complexity,background,media/padded_stims/inanimate_015_right.png,5
SS1673386607428,complexity,background,media/padded_stims/inanimate_056_left.png,4
SS1673386607428,complexity,background,media/padded_stims/animate_066_right.png,1
SS1673386607428,complexity,background,media/padded_stims/inanimate_068_left.png,6
SS1673386607428,complexity,background,media/padded_stims/animate_006_left.png,1
SS1673386607428,complexity,deviant,media/padded_stims/animate_017_right.png,0
SS1673386607428,complexity,background,media/padded_stims/animate_068_left.png,1
SS1673386607428,complexity,deviant,media/padded_stims/animate_058_left.png,2
SS1673386607428,complexity,background,media/padded_stims/inanimate_044_left.png,6
SS1673386607428,complexity,deviant,media/padded_stims/animate_038_left.png,0
SS1673386607428,complexity,background,media/padded_stims/inanimate_072_right.png,5
SS1673386607428,complexity,deviant,media/padded_stims/inanimate_022_left.png,6
SS1673386607428,complexity,background,media/padded_stims/inanimate_046_right.png,6
SS1673386607428,complexity,deviant,media/padded_stims/animate_074_right.png,0
SS1673386607428,complexity,background,media/padded_stims/animate_066_left.png,1
SS1673386607428,complexity,background,media/padded_stims/inanimate_017_right.png,6
SS1673386624729,complexity,background,media/padded_stims/inanimate_053_right.png,2
SS1673386624729,complexity,deviant,media/padded_stims/animate_072_right.png,4
SS1673386624729,complexity,background,media/padded_stims/animate_048_left.png,3
SS1673386624729,complexity,deviant,media/padded_stims/animate_041_left.png,2
SS1673386624729,complexity,background,media/padded_stims/animate_036_left.png,4
SS1673386624729,complexity,deviant,media/padded_stims/animate_046_left.png,3
SS1673386624729,complexity,background,media/padded_stims/inanimate_019_right.png,4
SS1673386624729,complexity,background,media/padded_stims/inanimate_062_right.png,4
SS1673386624729,complexity,deviant,media/padded_stims/inanimate_009_right.png,2
SS1673386624729,complexity,background,media/padded_stims/inanimate_027_left.png,4
SS1673386624729,complexity,deviant,media/padded_stims/inanimate_079_right.png,5
SS1673386624729,complexity,background,media/padded_stims/animate_073_left.png,3
SS1673386624729,complexity,background,media/padded_stims/animate_061_right.png,1
SS1673386624729,complexity,deviant,media/padded_stims/inanimate_059_right.png,4
SS1673386624729,complexity,background,media/padded_stims/inanimate_047_right.png,4
SS1673386624729,complexity,background,media/padded_stims/inanimate_071_left.png,2
SS1673386624729,complexity,deviant,media/padded_stims/inanimate_042_right.png,4
SS1673386624729,complexity,background,media/padded_stims/inanimate_032_left.png,4
SS1673386624729,complexity,background,media/padded_stims/inanimate_045_left.png,4
SS1673386624729,complexity,background,media/padded_stims/animate_033_right.png,3
SS1673386624729,complexity,deviant,media/padded_stims/animate_068_right.png,4
SS1673386624729,complexity,background,media/padded_stims/animate_012_right.png,2
SS1673386624729,complexity,background,media/padded_stims/animate_024_left.png,3
SS1673386624729,complexity,background,media/padded_stims/animate_074_right.png,4
SS1673386647398,complexity,background,media/padded_stims/animate_009_right.png,2
SS1673386647398,complexity,deviant,media/padded_stims/animate_056_right.png,4
SS1673386647398,complexity,background,media/padded_stims/inanimate_039_left.png,4
SS1673386647398,complexity,deviant,media/padded_stims/animate_068_left.png,3
SS1673386647398,complexity,background,media/padded_stims/inanimate_076_right.png,4
SS1673386647398,complexity,deviant,media/padded_stims/inanimate_056_right.png,5
SS1673386647398,complexity,background,media/padded_stims/animate_051_left.png,2
SS1673386647398,complexity,background,media/padded_stims/animate_014_right.png,3
SS1673386647398,complexity,deviant,media/padded_stims/animate_052_left.png,4
SS1673386647398,complexity,background,media/padded_stims/animate_040_left.png,2
SS1673386647398,complexity,deviant,media/padded_stims/animate_050_right.png,4
SS1673386647398,complexity,background,media/padded_stims/inanimate_037_right.png,5
SS1673386647398,complexity,background,media/padded_stims/inanimate_043_left.png,5
SS1673386647398,complexity,deviant,media/padded_stims/inanimate_042_left.png,4
SS1673386647398,complexity,background,media/padded_stims/inanimate_059_left.png,5
SS1673386647398,complexity,background,media/padded_stims/inanimate_074_right.png,4
SS1673386647398,complexity,deviant,media/padded_stims/inanimate_049_right.png,5
SS1673386647398,complexity,background,media/padded_stims/animate_035_left.png,2
SS1673386647398,complexity,background,media/padded_stims/inanimate_027_right.png,6
SS1673386647398,complexity,background,media/padded_stims/animate_025_left.png,1
SS1673386647398,complexity,deviant,media/padded_stims/animate_049_left.png,1
SS1673386647398,complexity,background,media/padded_stims/animate_036_right.png,3
SS1673386647398,complexity,background,media/padded_stims/inanimate_019_left.png,4
SS1673386647398,complexity,background,media/padded_stims/animate_052_right.png,3
SS1673386725993,complexity,background,media/padded_stims/animate_021_left.png,2
SS1673386725993,complexity,background,media/padded_stims/animate_066_right.png,1
SS1673386725993,complexity,deviant,media/padded_stims/inanimate_003_right.png,5
SS1673386725993,complexity,background,media/padded_stims/inanimate_037_left.png,5
SS1673386725993,complexity,background,media/padded_stims/animate_070_left.png,1
SS1673386725993,complexity,deviant,media/padded_stims/animate_023_left.png,0
SS1673386725993,complexity,background,media/padded_stims/animate_079_right.png,2
SS1673386725993,complexity,background,media/padded_stims/inanimate_030_right.png,5
SS1673386725993,complexity,deviant,media/padded_stims/inanimate_026_right.png,5
SS1673386725993,complexity,background,media/padded_stims/animate_038_right.png,2
SS1673386725993,complexity,deviant,media/padded_stims/animate_013_right.png,2
SS1673386725993,complexity,background,media/padded_stims/animate_001_left.png,0
SS1673386725993,complexity,background,media/padded_stims/inanimate_026_left.png,6
SS1673386725993,complexity,deviant,media/padded_stims/inanimate_072_right.png,4
SS1673386725993,complexity,background,media/padded_stims/inanimate_017_right.png,5
SS1673386725993,complexity,deviant,media/padded_stims/inanimate_032_right.png,6
SS1673386725993,complexity,background,media/padded_stims/inanimate_013_right.png,6
SS1673386725993,complexity,background,media/padded_stims/inanimate_013_left.png,6
SS1673386725993,complexity,deviant,media/padded_stims/animate_018_left.png,2
SS1673386725993,complexity,background,media/padded_stims/animate_077_right.png,1
SS1673386725993,complexity,background,media/padded_stims/animate_051_left.png,2
