subject,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,trial_number
SS1673386333497,1212,background_block,media/padded_stims/animate_024_left.png,null,animate_pair_left,null,null,4
SS1673386333497,1488,background_block,media/padded_stims/animate_024_left.png,null,animate_pair_left,null,null,4
SS1673386333497,2941,deviant_block,media/padded_stims/animate_041_left.png,media/padded_stims/animate_058_left.png,animate_single_left,animate_pair_left,number,6
SS1673386333497,1638,deviant_block,media/padded_stims/animate_041_left.png,media/padded_stims/animate_058_left.png,animate_single_left,animate_pair_left,number,6
SS1673386333497,1508,deviant_block,media/padded_stims/animate_041_left.png,media/padded_stims/animate_058_left.png,animate_single_left,animate_pair_left,number,6
SS1673386333497,1317,deviant_block,media/padded_stims/animate_041_left.png,media/padded_stims/animate_058_left.png,animate_single_left,animate_pair_left,number,6
SS1673386333497,1182,deviant_block,media/padded_stims/animate_041_left.png,media/padded_stims/animate_058_left.png,animate_single_left,animate_pair_left,number,6
SS1673386333497,1787,deviant_block,media/padded_stims/animate_041_left.png,media/padded_stims/animate_058_left.png,animate_single_left,animate_pair_left,number,6
SS1673386333497,1448,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/animate_046_right.png,inanimate_single_right,animate_single_right,animacy,6
SS1673386333497,1019,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/animate_046_right.png,inanimate_single_right,animate_single_right,animacy,6
SS1673386333497,1305,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/animate_046_right.png,inanimate_single_right,animate_single_right,animacy,6
SS1673386333497,1450,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/animate_046_right.png,inanimate_single_right,animate_single_right,animacy,6
SS1673386333497,1435,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/animate_046_right.png,inanimate_single_right,animate_single_right,animacy,6
SS1673386333497,2978,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/animate_046_right.png,inanimate_single_right,animate_single_right,animacy,6
SS1673386333725,4293,background_block,media/padded_stims/animate_004_right.png,null,animate_pair_right,null,null,4
SS1673386333725,3854,background_block,media/padded_stims/animate_004_right.png,null,animate_pair_right,null,null,4
SS1673386333725,3438,background_block,media/padded_stims/animate_004_right.png,null,animate_pair_right,null,null,4
SS1673386333725,2607,background_block,media/padded_stims/animate_004_right.png,null,animate_pair_right,null,null,4
SS1673386333725,3817,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/animate_011_left.png,animate_pair_left,animate_pair_left,identity,2
SS1673386333725,3896,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/animate_011_left.png,animate_pair_left,animate_pair_left,identity,2
SS1673386333725,1633,deviant_block,media/padded_stims/animate_079_right.png,media/padded_stims/inanimate_003_right.png,animate_single_right,inanimate_single_right,animacy,2
SS1673386333725,2594,deviant_block,media/padded_stims/animate_079_right.png,media/padded_stims/inanimate_003_right.png,animate_single_right,inanimate_single_right,animacy,2
SS1673386333725,1652,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6
SS1673386333725,2074,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6
SS1673386333725,2571,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6
SS1673386333725,2201,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6
SS1673386333725,2755,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6
SS1673386333725,2649,background_block,media/padded_stims/animate_002_left.png,null,animate_single_left,null,null,6
SS1673386333725,7373,background_block,media/padded_stims/inanimate_045_left.png,null,inanimate_single_left,null,null,4
SS1673386333725,3390,background_block,media/padded_stims/inanimate_045_left.png,null,inanimate_single_left,null,null,4
SS1673386333725,1888,background_block,media/padded_stims/inanimate_045_left.png,null,inanimate_single_left,null,null,4
SS1673386333725,2302,background_block,media/padded_stims/inanimate_045_left.png,null,inanimate_single_left,null,null,4
SS1673386333725,4235,deviant_block,media/padded_stims/inanimate_012_right.png,media/padded_stims/inanimate_017_right.png,inanimate_single_right,inanimate_single_right,identity,4
SS1673386333725,2496,deviant_block,media/padded_stims/inanimate_012_right.png,media/padded_stims/inanimate_017_right.png,inanimate_single_right,inanimate_single_right,identity,4
SS1673386333725,3000,deviant_block,media/padded_stims/inanimate_012_right.png,media/padded_stims/inanimate_017_right.png,inanimate_single_right,inanimate_single_right,identity,4
SS1673386333725,1930,deviant_block,media/padded_stims/inanimate_012_right.png,media/padded_stims/inanimate_017_right.png,inanimate_single_right,inanimate_single_right,identity,4
SS1673386333725,3233,background_block,media/padded_stims/inanimate_028_right.png,null,inanimate_pair_right,null,null,4
SS1673386333725,2585,background_block,media/padded_stims/inanimate_028_right.png,null,inanimate_pair_right,null,null,4
SS1673386333725,2682,background_block,media/padded_stims/inanimate_028_right.png,null,inanimate_pair_right,null,null,4
SS1673386333725,2579,background_block,media/padded_stims/inanimate_028_right.png,null,inanimate_pair_right,null,null,4
SS1673386333725,3788,deviant_block,media/padded_stims/inanimate_004_left.png,media/padded_stims/inanimate_013_left.png,inanimate_single_left,inanimate_single_left,identity,2
SS1673386333725,3084,deviant_block,media/padded_stims/inanimate_004_left.png,media/padded_stims/inanimate_013_left.png,inanimate_single_left,inanimate_single_left,identity,2
SS1673386333725,4902,deviant_block,media/padded_stims/inanimate_018_right.png,media/padded_stims/inanimate_005_left.png,inanimate_pair_right,inanimate_pair_left,pose,2
SS1673386333725,2726,deviant_block,media/padded_stims/inanimate_018_right.png,media/padded_stims/inanimate_005_left.png,inanimate_pair_right,inanimate_pair_left,pose,2
SS1673386333725,3666,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_068_right.png,animate_pair_right,animate_single_right,number,6
SS1673386333725,3051,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_068_right.png,animate_pair_right,animate_single_right,number,6
SS1673386333725,2977,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_068_right.png,animate_pair_right,animate_single_right,number,6
SS1673386333725,2384,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_068_right.png,animate_pair_right,animate_single_right,number,6
SS1673386333725,2167,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_068_right.png,animate_pair_right,animate_single_right,number,6
SS1673386333725,2712,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_068_right.png,animate_pair_right,animate_single_right,number,6
SS1673386333725,3033,deviant_block,media/padded_stims/animate_028_left.png,media/padded_stims/inanimate_080_left.png,animate_single_left,inanimate_single_left,animacy,2
SS1673386333725,2297,deviant_block,media/padded_stims/animate_028_left.png,media/padded_stims/inanimate_080_left.png,animate_single_left,inanimate_single_left,animacy,2
SS1673386333725,1539,deviant_block,media/padded_stims/inanimate_059_left.png,media/padded_stims/inanimate_057_right.png,inanimate_pair_left,inanimate_pair_right,pose,6
SS1673386333725,1700,deviant_block,media/padded_stims/inanimate_059_left.png,media/padded_stims/inanimate_057_right.png,inanimate_pair_left,inanimate_pair_right,pose,6
SS1673386333725,1483,deviant_block,media/padded_stims/inanimate_059_left.png,media/padded_stims/inanimate_057_right.png,inanimate_pair_left,inanimate_pair_right,pose,6
SS1673386333725,1542,deviant_block,media/padded_stims/inanimate_059_left.png,media/padded_stims/inanimate_057_right.png,inanimate_pair_left,inanimate_pair_right,pose,6
SS1673386333725,1803,deviant_block,media/padded_stims/inanimate_059_left.png,media/padded_stims/inanimate_057_right.png,inanimate_pair_left,inanimate_pair_right,pose,6
SS1673386333725,2148,deviant_block,media/padded_stims/inanimate_059_left.png,media/padded_stims/inanimate_057_right.png,inanimate_pair_left,inanimate_pair_right,pose,6
SS1673386333725,3679,background_block,media/padded_stims/animate_018_right.png,null,animate_single_right,null,null,4
SS1673386333725,2373,background_block,media/padded_stims/animate_018_right.png,null,animate_single_right,null,null,4
SS1673386333725,2398,background_block,media/padded_stims/animate_018_right.png,null,animate_single_right,null,null,4
SS1673386333725,1781,background_block,media/padded_stims/animate_018_right.png,null,animate_single_right,null,null,4
SS1673386333725,3094,background_block,media/padded_stims/animate_070_left.png,null,animate_pair_left,null,null,2
SS1673386333725,2550,background_block,media/padded_stims/animate_070_left.png,null,animate_pair_left,null,null,2
SS1673386333725,3408,background_block,media/padded_stims/inanimate_020_right.png,null,inanimate_single_right,null,null,2
SS1673386333725,1735,background_block,media/padded_stims/inanimate_020_right.png,null,inanimate_single_right,null,null,2
SS1673386333725,3530,background_block,media/padded_stims/inanimate_073_left.png,null,inanimate_pair_left,null,null,6
SS1673386333725,2257,background_block,media/padded_stims/inanimate_073_left.png,null,inanimate_pair_left,null,null,6
SS1673386333725,2769,background_block,media/padded_stims/inanimate_073_left.png,null,inanimate_pair_left,null,null,6
SS1673386333725,2711,background_block,media/padded_stims/inanimate_073_left.png,null,inanimate_pair_left,null,null,6
SS1673386333725,3195,background_block,media/padded_stims/inanimate_073_left.png,null,inanimate_pair_left,null,null,6
SS1673386333725,2007,background_block,media/padded_stims/inanimate_073_left.png,null,inanimate_pair_left,null,null,6
SS1673386334001,3527,deviant_block,media/padded_stims/animate_015_right.png,media/padded_stims/animate_018_left.png,animate_pair_right,animate_pair_left,pose,2
SS1673386334001,4216,deviant_block,media/padded_stims/animate_015_right.png,media/padded_stims/animate_018_left.png,animate_pair_right,animate_pair_left,pose,2
SS1673386334001,10212,background_block,media/padded_stims/inanimate_070_left.png,null,inanimate_single_left,null,null,2
SS1673386334001,6094,background_block,media/padded_stims/inanimate_070_left.png,null,inanimate_single_left,null,null,2
SS1673386334001,6023,background_block,media/padded_stims/animate_033_right.png,null,animate_single_right,null,null,6
SS1673386334001,4130,background_block,media/padded_stims/animate_033_right.png,null,animate_single_right,null,null,6
SS1673386334001,4262,background_block,media/padded_stims/animate_033_right.png,null,animate_single_right,null,null,6
SS1673386334001,7998,background_block,media/padded_stims/animate_033_right.png,null,animate_single_right,null,null,6
SS1673386334001,5465,background_block,media/padded_stims/animate_033_right.png,null,animate_single_right,null,null,6
SS1673386334001,1670,background_block,media/padded_stims/animate_033_right.png,null,animate_single_right,null,null,6
SS1673386334001,14976,deviant_block,media/padded_stims/animate_044_left.png,media/padded_stims/animate_075_right.png,animate_single_left,animate_single_right,pose,2
SS1673386334001,2745,deviant_block,media/padded_stims/animate_044_left.png,media/padded_stims/animate_075_right.png,animate_single_left,animate_single_right,pose,2
SS1673386334001,1534,background_block,media/padded_stims/animate_077_right.png,null,animate_pair_right,null,null,6
SS1673386334001,1429,background_block,media/padded_stims/animate_077_right.png,null,animate_pair_right,null,null,6
SS1673386334001,2245,background_block,media/padded_stims/animate_077_right.png,null,animate_pair_right,null,null,6
SS1673386334001,2669,background_block,media/padded_stims/animate_077_right.png,null,animate_pair_right,null,null,6
SS1673386334001,1900,background_block,media/padded_stims/animate_077_right.png,null,animate_pair_right,null,null,6
SS1673386334001,1633,background_block,media/padded_stims/animate_077_right.png,null,animate_pair_right,null,null,6
SS1673386334001,5936,deviant_block,media/padded_stims/inanimate_016_right.png,media/padded_stims/inanimate_070_right.png,inanimate_single_right,inanimate_pair_right,number,6
SS1673386334001,1252,deviant_block,media/padded_stims/inanimate_016_right.png,media/padded_stims/inanimate_070_right.png,inanimate_single_right,inanimate_pair_right,number,6
SS1673386334001,1853,deviant_block,media/padded_stims/inanimate_016_right.png,media/padded_stims/inanimate_070_right.png,inanimate_single_right,inanimate_pair_right,number,6
SS1673386334001,3928,deviant_block,media/padded_stims/inanimate_016_right.png,media/padded_stims/inanimate_070_right.png,inanimate_single_right,inanimate_pair_right,number,6
SS1673386334001,2517,deviant_block,media/padded_stims/inanimate_016_right.png,media/padded_stims/inanimate_070_right.png,inanimate_single_right,inanimate_pair_right,number,6
SS1673386334001,2257,deviant_block,media/padded_stims/inanimate_016_right.png,media/padded_stims/inanimate_070_right.png,inanimate_single_right,inanimate_pair_right,number,6
SS1673386334001,5251,deviant_block,media/padded_stims/animate_032_left.png,media/padded_stims/animate_058_left.png,animate_pair_left,animate_pair_left,identity,6
SS1673386334001,1334,deviant_block,media/padded_stims/animate_032_left.png,media/padded_stims/animate_058_left.png,animate_pair_left,animate_pair_left,identity,6
SS1673386334001,2074,deviant_block,media/padded_stims/animate_032_left.png,media/padded_stims/animate_058_left.png,animate_pair_left,animate_pair_left,identity,6
SS1673386334001,2567,deviant_block,media/padded_stims/animate_032_left.png,media/padded_stims/animate_058_left.png,animate_pair_left,animate_pair_left,identity,6
SS1673386334001,9928,deviant_block,media/padded_stims/animate_032_left.png,media/padded_stims/animate_058_left.png,animate_pair_left,animate_pair_left,identity,6
SS1673386334001,2300,deviant_block,media/padded_stims/animate_032_left.png,media/padded_stims/animate_058_left.png,animate_pair_left,animate_pair_left,identity,6
SS1673386334001,1476,background_block,media/padded_stims/animate_060_left.png,null,animate_pair_left,null,null,4
SS1673386334001,4036,background_block,media/padded_stims/animate_060_left.png,null,animate_pair_left,null,null,4
SS1673386334001,2494,background_block,media/padded_stims/animate_060_left.png,null,animate_pair_left,null,null,4
SS1673386334001,3806,background_block,media/padded_stims/animate_060_left.png,null,animate_pair_left,null,null,4
SS1673386334001,3156,deviant_block,media/padded_stims/inanimate_074_left.png,media/padded_stims/inanimate_048_left.png,inanimate_pair_left,inanimate_pair_left,identity,6
SS1673386334001,4262,deviant_block,media/padded_stims/inanimate_074_left.png,media/padded_stims/inanimate_048_left.png,inanimate_pair_left,inanimate_pair_left,identity,6
SS1673386334001,2048,deviant_block,media/padded_stims/inanimate_074_left.png,media/padded_stims/inanimate_048_left.png,inanimate_pair_left,inanimate_pair_left,identity,6
SS1673386334001,2764,deviant_block,media/padded_stims/inanimate_074_left.png,media/padded_stims/inanimate_048_left.png,inanimate_pair_left,inanimate_pair_left,identity,6
SS1673386334001,2183,deviant_block,media/padded_stims/inanimate_074_left.png,media/padded_stims/inanimate_048_left.png,inanimate_pair_left,inanimate_pair_left,identity,6
SS1673386334001,3458,deviant_block,media/padded_stims/inanimate_074_left.png,media/padded_stims/inanimate_048_left.png,inanimate_pair_left,inanimate_pair_left,identity,6
SS1673386334001,3796,deviant_block,media/padded_stims/inanimate_075_left.png,media/padded_stims/inanimate_009_left.png,inanimate_single_left,inanimate_pair_left,number,6
SS1673386334001,5479,deviant_block,media/padded_stims/inanimate_075_left.png,media/padded_stims/inanimate_009_left.png,inanimate_single_left,inanimate_pair_left,number,6
SS1673386334001,4069,deviant_block,media/padded_stims/inanimate_075_left.png,media/padded_stims/inanimate_009_left.png,inanimate_single_left,inanimate_pair_left,number,6
SS1673386334001,3636,deviant_block,media/padded_stims/inanimate_075_left.png,media/padded_stims/inanimate_009_left.png,inanimate_single_left,inanimate_pair_left,number,6
SS1673386334001,2031,deviant_block,media/padded_stims/inanimate_075_left.png,media/padded_stims/inanimate_009_left.png,inanimate_single_left,inanimate_pair_left,number,6
SS1673386334001,1304,deviant_block,media/padded_stims/inanimate_075_left.png,media/padded_stims/inanimate_009_left.png,inanimate_single_left,inanimate_pair_left,number,6
SS1673386334001,1222,background_block,media/padded_stims/inanimate_077_right.png,null,inanimate_single_right,null,null,4
SS1673386334001,2534,background_block,media/padded_stims/inanimate_077_right.png,null,inanimate_single_right,null,null,4
SS1673386334001,1934,background_block,media/padded_stims/inanimate_077_right.png,null,inanimate_single_right,null,null,4
SS1673386334001,1798,background_block,media/padded_stims/inanimate_077_right.png,null,inanimate_single_right,null,null,4
SS1673386334001,4934,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,4
SS1673386334001,3286,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,4
SS1673386334001,3286,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,4
SS1673386334001,4032,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,4
SS1673386334001,1469,deviant_block,media/padded_stims/animate_067_right.png,media/padded_stims/animate_015_left.png,animate_single_right,animate_single_left,pose,6
SS1673386334001,1370,deviant_block,media/padded_stims/animate_067_right.png,media/padded_stims/animate_015_left.png,animate_single_right,animate_single_left,pose,6
SS1673386334001,1455,deviant_block,media/padded_stims/animate_067_right.png,media/padded_stims/animate_015_left.png,animate_single_right,animate_single_left,pose,6
SS1673386334001,1385,deviant_block,media/padded_stims/animate_067_right.png,media/padded_stims/animate_015_left.png,animate_single_right,animate_single_left,pose,6
SS1673386334001,1849,deviant_block,media/padded_stims/animate_067_right.png,media/padded_stims/animate_015_left.png,animate_single_right,animate_single_left,pose,6
SS1673386334001,3270,deviant_block,media/padded_stims/animate_067_right.png,media/padded_stims/animate_015_left.png,animate_single_right,animate_single_left,pose,6
SS1673386334001,9453,background_block,media/padded_stims/inanimate_042_right.png,null,inanimate_pair_right,null,null,2
SS1673386334001,2382,background_block,media/padded_stims/inanimate_042_right.png,null,inanimate_pair_right,null,null,2
SS1673386334001,2328,deviant_block,media/padded_stims/inanimate_037_right.png,media/padded_stims/inanimate_013_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334001,2147,deviant_block,media/padded_stims/inanimate_037_right.png,media/padded_stims/inanimate_013_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334001,1486,deviant_block,media/padded_stims/inanimate_037_right.png,media/padded_stims/inanimate_013_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334001,1225,deviant_block,media/padded_stims/inanimate_037_right.png,media/padded_stims/inanimate_013_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334001,6326,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_pair_left,null,null,6
SS1673386334001,4100,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_pair_left,null,null,6
SS1673386334001,5315,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_pair_left,null,null,6
SS1673386334001,5728,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_pair_left,null,null,6
SS1673386334001,4217,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_pair_left,null,null,6
SS1673386334001,2312,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_pair_left,null,null,6
SS1673386334160,11678,deviant_block,media/padded_stims/inanimate_046_left.png,media/padded_stims/inanimate_038_left.png,inanimate_pair_left,inanimate_single_left,number,6
SS1673386334160,8031,deviant_block,media/padded_stims/inanimate_046_left.png,media/padded_stims/inanimate_038_left.png,inanimate_pair_left,inanimate_single_left,number,6
SS1673386334160,9830,deviant_block,media/padded_stims/inanimate_046_left.png,media/padded_stims/inanimate_038_left.png,inanimate_pair_left,inanimate_single_left,number,6
SS1673386334160,7195,deviant_block,media/padded_stims/inanimate_046_left.png,media/padded_stims/inanimate_038_left.png,inanimate_pair_left,inanimate_single_left,number,6
SS1673386334160,8917,deviant_block,media/padded_stims/inanimate_046_left.png,media/padded_stims/inanimate_038_left.png,inanimate_pair_left,inanimate_single_left,number,6
SS1673386334160,5202,deviant_block,media/padded_stims/inanimate_046_left.png,media/padded_stims/inanimate_038_left.png,inanimate_pair_left,inanimate_single_left,number,6
SS1673386334160,5637,background_block,media/padded_stims/animate_047_left.png,null,animate_single_left,null,null,2
SS1673386334160,3538,background_block,media/padded_stims/animate_047_left.png,null,animate_single_left,null,null,2
SS1673386334160,8323,deviant_block,media/padded_stims/inanimate_059_right.png,media/padded_stims/inanimate_028_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334160,3573,deviant_block,media/padded_stims/inanimate_059_right.png,media/padded_stims/inanimate_028_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334160,4359,deviant_block,media/padded_stims/inanimate_059_right.png,media/padded_stims/inanimate_028_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334160,4193,deviant_block,media/padded_stims/inanimate_059_right.png,media/padded_stims/inanimate_028_right.png,inanimate_pair_right,inanimate_pair_right,identity,4
SS1673386334160,5448,deviant_block,media/padded_stims/animate_055_left.png,media/padded_stims/animate_054_right.png,animate_pair_left,animate_pair_right,pose,2
SS1673386334160,3978,deviant_block,media/padded_stims/animate_055_left.png,media/padded_stims/animate_054_right.png,animate_pair_left,animate_pair_right,pose,2
SS1673386334160,4961,background_block,media/padded_stims/animate_045_right.png,null,animate_single_right,null,null,4
SS1673386334160,1791,background_block,media/padded_stims/animate_045_right.png,null,animate_single_right,null,null,4
SS1673386334160,2255,background_block,media/padded_stims/animate_045_right.png,null,animate_single_right,null,null,4
SS1673386334160,1577,background_block,media/padded_stims/animate_045_right.png,null,animate_single_right,null,null,4
SS1673386334160,6190,deviant_block,media/padded_stims/inanimate_039_right.png,media/padded_stims/inanimate_029_left.png,inanimate_single_right,inanimate_single_left,pose,6
SS1673386334160,1487,deviant_block,media/padded_stims/inanimate_039_right.png,media/padded_stims/inanimate_029_left.png,inanimate_single_right,inanimate_single_left,pose,6
SS1673386334160,1490,deviant_block,media/padded_stims/inanimate_039_right.png,media/padded_stims/inanimate_029_left.png,inanimate_single_right,inanimate_single_left,pose,6
SS1673386334160,1466,deviant_block,media/padded_stims/inanimate_039_right.png,media/padded_stims/inanimate_029_left.png,inanimate_single_right,inanimate_single_left,pose,6
SS1673386334160,1510,deviant_block,media/padded_stims/inanimate_039_right.png,media/padded_stims/inanimate_029_left.png,inanimate_single_right,inanimate_single_left,pose,6
SS1673386334160,1940,deviant_block,media/padded_stims/inanimate_039_right.png,media/padded_stims/inanimate_029_left.png,inanimate_single_right,inanimate_single_left,pose,6
SS1673386334160,4716,deviant_block,media/padded_stims/animate_061_left.png,media/padded_stims/animate_057_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334160,9624,deviant_block,media/padded_stims/animate_061_left.png,media/padded_stims/animate_057_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334160,4954,deviant_block,media/padded_stims/animate_061_left.png,media/padded_stims/animate_057_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334160,2599,deviant_block,media/padded_stims/animate_061_left.png,media/padded_stims/animate_057_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334160,3977,background_block,media/padded_stims/inanimate_011_left.png,null,inanimate_single_left,null,null,2
SS1673386334160,4371,background_block,media/padded_stims/inanimate_011_left.png,null,inanimate_single_left,null,null,2
SS1673386334160,13762,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_051_right.png,animate_pair_right,animate_single_right,number,2
SS1673386334160,1230,deviant_block,media/padded_stims/animate_025_right.png,media/padded_stims/animate_051_right.png,animate_pair_right,animate_single_right,number,2
SS1673386334160,6832,background_block,media/padded_stims/animate_072_left.png,null,animate_pair_left,null,null,6
SS1673386334160,6079,background_block,media/padded_stims/animate_072_left.png,null,animate_pair_left,null,null,6
SS1673386334160,2694,background_block,media/padded_stims/animate_072_left.png,null,animate_pair_left,null,null,6
SS1673386334160,7787,background_block,media/padded_stims/animate_072_left.png,null,animate_pair_left,null,null,6
SS1673386334160,12401,background_block,media/padded_stims/animate_072_left.png,null,animate_pair_left,null,null,6
SS1673386334160,1995,background_block,media/padded_stims/animate_072_left.png,null,animate_pair_left,null,null,6
SS1673386334160,3279,deviant_block,media/padded_stims/animate_035_right.png,media/padded_stims/inanimate_042_right.png,animate_single_right,inanimate_single_right,animacy,2
SS1673386334160,1096,deviant_block,media/padded_stims/animate_035_right.png,media/padded_stims/inanimate_042_right.png,animate_single_right,inanimate_single_right,animacy,2
SS1673386334160,2716,background_block,media/padded_stims/animate_043_right.png,null,animate_pair_right,null,null,4
SS1673386334160,1718,background_block,media/padded_stims/animate_043_right.png,null,animate_pair_right,null,null,4
SS1673386334160,4667,background_block,media/padded_stims/animate_043_right.png,null,animate_pair_right,null,null,4
SS1673386334160,1088,background_block,media/padded_stims/animate_043_right.png,null,animate_pair_right,null,null,4
SS1673386334160,4915,background_block,media/padded_stims/inanimate_078_right.png,null,inanimate_single_right,null,null,4
SS1673386334160,3379,background_block,media/padded_stims/inanimate_078_right.png,null,inanimate_single_right,null,null,4
SS1673386334160,2196,background_block,media/padded_stims/inanimate_078_right.png,null,inanimate_single_right,null,null,4
SS1673386334160,2785,background_block,media/padded_stims/inanimate_078_right.png,null,inanimate_single_right,null,null,4
SS1673386334160,2132,background_block,media/padded_stims/inanimate_074_right.png,null,inanimate_pair_right,null,null,6
SS1673386334160,1387,background_block,media/padded_stims/inanimate_074_right.png,null,inanimate_pair_right,null,null,6
SS1673386334160,1304,background_block,media/padded_stims/inanimate_074_right.png,null,inanimate_pair_right,null,null,6
SS1673386334160,1250,background_block,media/padded_stims/inanimate_074_right.png,null,inanimate_pair_right,null,null,6
SS1673386334160,1263,background_block,media/padded_stims/inanimate_074_right.png,null,inanimate_pair_right,null,null,6
SS1673386334160,1651,background_block,media/padded_stims/inanimate_074_right.png,null,inanimate_pair_right,null,null,6
SS1673386334160,2878,deviant_block,media/padded_stims/inanimate_070_left.png,media/padded_stims/animate_008_left.png,inanimate_single_left,animate_single_left,animacy,2
SS1673386334160,3111,deviant_block,media/padded_stims/inanimate_070_left.png,media/padded_stims/animate_008_left.png,inanimate_single_left,animate_single_left,animacy,2
SS1673386334160,5396,background_block,media/padded_stims/inanimate_032_left.png,null,inanimate_pair_left,null,null,4
SS1673386334160,3829,background_block,media/padded_stims/inanimate_032_left.png,null,inanimate_pair_left,null,null,4
SS1673386334160,4354,background_block,media/padded_stims/inanimate_032_left.png,null,inanimate_pair_left,null,null,4
SS1673386334160,1626,background_block,media/padded_stims/inanimate_032_left.png,null,inanimate_pair_left,null,null,4
SS1673386334346,6711,background_block,media/padded_stims/animate_038_right.png,null,animate_pair_right,null,null,6
SS1673386334346,6700,background_block,media/padded_stims/animate_038_right.png,null,animate_pair_right,null,null,6
SS1673386334346,4451,background_block,media/padded_stims/animate_038_right.png,null,animate_pair_right,null,null,6
SS1673386334346,7116,background_block,media/padded_stims/animate_038_right.png,null,animate_pair_right,null,null,6
SS1673386334346,6153,background_block,media/padded_stims/animate_038_right.png,null,animate_pair_right,null,null,6
SS1673386334346,4992,background_block,media/padded_stims/animate_038_right.png,null,animate_pair_right,null,null,6
SS1673386334346,7654,deviant_block,media/padded_stims/animate_022_left.png,media/padded_stims/animate_011_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334346,5670,deviant_block,media/padded_stims/animate_022_left.png,media/padded_stims/animate_011_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334346,3684,deviant_block,media/padded_stims/animate_022_left.png,media/padded_stims/animate_011_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334346,4615,deviant_block,media/padded_stims/animate_022_left.png,media/padded_stims/animate_011_left.png,animate_single_left,animate_single_left,identity,4
SS1673386334346,5338,background_block,media/padded_stims/inanimate_015_right.png,null,inanimate_pair_right,null,null,6
SS1673386334346,4469,background_block,media/padded_stims/inanimate_015_right.png,null,inanimate_pair_right,null,null,6
SS1673386334346,1990,background_block,media/padded_stims/inanimate_015_right.png,null,inanimate_pair_right,null,null,6
SS1673386334346,2513,background_block,media/padded_stims/inanimate_015_right.png,null,inanimate_pair_right,null,null,6
SS1673386334346,3229,background_block,media/padded_stims/inanimate_015_right.png,null,inanimate_pair_right,null,null,6
SS1673386334346,2973,background_block,media/padded_stims/inanimate_015_right.png,null,inanimate_pair_right,null,null,6
SS1673386334346,3667,deviant_block,media/padded_stims/animate_040_right.png,media/padded_stims/animate_037_right.png,animate_pair_right,animate_single_right,number,2
SS1673386334346,3504,deviant_block,media/padded_stims/animate_040_right.png,media/padded_stims/animate_037_right.png,animate_pair_right,animate_single_right,number,2
SS1673386334346,3100,deviant_block,media/padded_stims/inanimate_080_right.png,media/padded_stims/inanimate_034_right.png,inanimate_single_right,inanimate_single_right,identity,6
SS1673386334346,2114,deviant_block,media/padded_stims/inanimate_080_right.png,media/padded_stims/inanimate_034_right.png,inanimate_single_right,inanimate_single_right,identity,6
