success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,exposure_type,forced_exposure_time,view_history,stimulus,button_pressed,stimulus_type,correct_answer,version,block_number,block_type,stimulus_displayed,memory_block_index,testing_id,bing_id
NA,stimuli-presentation,15,98805,0.0-9.0-1.0,SS1650488250179,5012.099999904633,NA,NA,32,500,5512.099999904633,images/stimuli/complex_06_A_b.gif,images/stimuli/complex_17_A_a.gif,self_paced,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,16,99854,0.0-9.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,17,101931,0.0-9.0-1.1,SS1650488250179,1165,NA,NA,32,500,1665,images/stimuli/complex_06_A_b.gif,images/stimuli/complex_17_A_a.gif,self_paced,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,18,102830,0.0-9.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,19,104206,0.0-9.0-1.2,SS1650488250179,461.7999999523163,NA,NA,32,500,961.7999999523164,images/stimuli/complex_06_A_b.gif,images/stimuli/complex_17_A_a.gif,self_paced,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-button-response,20,108187,0.0-10.0,SS1650488250179,3975.7999999523163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_practice,right,NA,NA,NA,NA,NA,24,bb534
NA,instructions,21,131050,0.0-11.0,SS1650488250179,22861.700000047684,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":22860.5}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,22,135336,0.0-12.0,SS1650488250179,3362.199999809265,NA,NA,32,500,3862.199999809265,null,null,self_paced,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,23,136451,0.0-13.0-0.0,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,24,148083,0.0-13.0-1.0,SS1650488250179,10712.100000143051,NA,NA,32,500,11212.100000143051,images/stimuli/complex_07_A_b.gif,images/stimuli/complex_02_A_a.gif,self_paced,310,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,24,bb534
NA,html-keyboard-response,25,149165,0.0-13.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,26,159323,0.0-13.0-1.1,SS1650488250179,9237.899999856949,NA,NA,32,500,9737.899999856949,images/stimuli/complex_07_A_b.gif,images/stimuli/complex_02_A_a.gif,self_paced,310,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,24,bb534
NA,html-keyboard-response,27,160373,0.0-13.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,28,175019,0.0-13.0-1.2,SS1650488250179,13720.300000190735,NA,NA,32,500,14220.300000190737,images/stimuli/complex_07_A_b.gif,images/stimuli/complex_02_A_a.gif,self_paced,310,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,24,bb534
NA,html-keyboard-response,29,176258,0.0-13.0-0.3,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,30,185896,0.0-13.0-1.3,SS1650488250179,8700.600000143051,NA,NA,32,500,9200.600000143051,images/stimuli/complex_07_A_b.gif,images/stimuli/complex_02_A_a.gif,self_paced,310,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,24,bb534
NA,html-keyboard-response,31,186733,0.0-13.0-0.4,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,32,189501,0.0-13.0-1.4,SS1650488250179,1840.2999999523163,NA,NA,32,500,2340.2999999523163,images/stimuli/complex_07_A_b.gif,images/stimuli/complex_02_A_a.gif,self_paced,310,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,24,bb534
NA,html-keyboard-response,33,190634,0.0-13.0-0.5,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,34,193407,0.0-13.0-1.5,SS1650488250179,1846.0999999046326,NA,NA,32,500,2346.099999904633,images/stimuli/complex_07_A_b.gif,images/stimuli/complex_02_A_a.gif,self_paced,310,NA,NA,NA,trial,NA,complex,0,complex_dissimilar,images/stimuli/complex_02_A_a.gif,NA,24,bb534
NA,html-button-response,35,198142,0.0-14.0,SS1650488250179,4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,0,24,bb534
NA,instructions,36,200445,0.0-15.0,SS1650488250179,2300.4000000953674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":2299.9000000953674}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,instructions,37,212539,0.0-16.0,SS1650488250179,12092.600000143051,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":12092.100000143051}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,38,213625,0.0-17.0-0.0,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,39,217111,0.0-17.0-1.0,SS1650488250179,2568.800000190735,NA,NA,32,500,3068.800000190735,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_12_A_b.gif,self_paced,470,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_12_A_b.gif,NA,24,bb534
NA,html-keyboard-response,40,218302,0.0-17.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,41,219554,0.0-17.0-1.1,SS1650488250179,343.5,NA,NA,32,500,843.5,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_12_A_b.gif,self_paced,470,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_12_A_b.gif,NA,24,bb534
NA,html-keyboard-response,42,220663,0.0-17.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,43,221634,0.0-17.0-1.2,SS1650488250179,41.80000019073486,NA,NA,32,500,541.8000001907349,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_12_A_b.gif,self_paced,470,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_12_A_b.gif,NA,24,bb534
NA,html-keyboard-response,44,222837,0.0-17.0-0.3,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,45,223800,0.0-17.0-1.3,SS1650488250179,43.200000047683716,NA,NA,32,500,543.2000000476837,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_12_A_b.gif,self_paced,470,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_03_A_a.gif,NA,24,bb534
NA,html-keyboard-response,46,224798,0.0-17.0-0.4,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,47,226004,0.0-17.0-1.4,SS1650488250179,291.5,NA,NA,32,500,791.5,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_12_A_b.gif,self_paced,470,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_12_A_b.gif,NA,24,bb534
NA,html-keyboard-response,48,227076,0.0-17.0-0.5,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,49,228175,0.0-17.0-1.5,SS1650488250179,182.69999980926514,NA,NA,32,500,682.6999998092651,images/stimuli/complex_03_A_a.gif,images/stimuli/complex_12_A_b.gif,self_paced,470,NA,NA,NA,trial,NA,complex,1,complex_dissimilar,images/stimuli/complex_12_A_b.gif,NA,24,bb534
NA,html-button-response,50,231608,0.0-18.0,SS1650488250179,3419.4000000953674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,1,24,bb534
NA,instructions,51,253209,0.0-19.0,SS1650488250179,21600.10000014305,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":21599.700000047684}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,instructions,52,265719,0.0-20.0,SS1650488250179,12507.200000047684,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":12506.600000143051}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,53,266919,0.0-21.0-0.0,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,54,268924,0.0-21.0-1.0,SS1650488250179,1092.0999999046326,NA,NA,32,500,1592.0999999046326,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_11_A_b.gif,self_paced,700,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_11_A_b.gif,NA,24,bb534
NA,html-keyboard-response,55,270115,0.0-21.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,56,271788,0.0-21.0-1.1,SS1650488250179,762.3999998569489,NA,NA,32,500,1262.3999998569489,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_11_A_b.gif,self_paced,700,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_18_A_b.gif,NA,24,bb534
NA,html-keyboard-response,57,272950,0.0-21.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,58,274047,0.0-21.0-1.2,SS1650488250179,184.5,NA,NA,32,500,684.5,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_11_A_b.gif,self_paced,700,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_11_A_b.gif,NA,24,bb534
NA,html-keyboard-response,59,274899,0.0-21.0-0.3,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,60,276120,0.0-21.0-1.3,SS1650488250179,310.5,NA,NA,32,500,810.5,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_11_A_b.gif,self_paced,700,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_11_A_b.gif,NA,24,bb534
NA,html-keyboard-response,61,277293,0.0-21.0-0.4,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,62,278500,0.0-21.0-1.4,SS1650488250179,301.2999999523163,NA,NA,32,500,801.2999999523163,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_11_A_b.gif,self_paced,700,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_11_A_b.gif,NA,24,bb534
NA,html-keyboard-response,63,279763,0.0-21.0-0.5,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,64,280916,0.0-21.0-1.5,SS1650488250179,230.09999990463257,NA,NA,32,500,730.0999999046326,images/stimuli/complex_18_A_b.gif,images/stimuli/complex_11_A_b.gif,self_paced,700,NA,NA,NA,trial,NA,complex,2,complex_dissimilar,images/stimuli/complex_11_A_b.gif,NA,24,bb534
NA,html-button-response,65,285627,0.0-22.0,SS1650488250179,4707.700000047684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,2,24,bb534
NA,instructions,66,288372,0.0-23.0,SS1650488250179,2742.2999999523163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":2741.5999999046326}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,instructions,67,299147,0.0-24.0,SS1650488250179,10772.299999952316,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":10771.599999904633}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,68,300011,0.0-25.0-0.0,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,69,301792,0.0-25.0-1.0,SS1650488250179,861.4000000953674,NA,NA,32,500,1361.4000000953674,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_19_A_a.gif,self_paced,820,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_19_A_a.gif,NA,24,bb534
NA,html-keyboard-response,70,302852,0.0-25.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,71,303928,0.0-25.0-1.1,SS1650488250179,164.79999995231628,NA,NA,32,500,664.7999999523163,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_19_A_a.gif,self_paced,820,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_10_A_b.gif,NA,24,bb534
NA,html-keyboard-response,72,304936,0.0-25.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,73,305995,0.0-25.0-1.2,SS1650488250179,151.19999980926514,NA,NA,32,500,651.1999998092651,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_19_A_a.gif,self_paced,820,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_19_A_a.gif,NA,24,bb534
NA,html-keyboard-response,74,306877,0.0-25.0-0.3,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,75,308416,0.0-25.0-1.3,SS1650488250179,612.5999999046326,NA,NA,32,500,1112.5999999046326,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_19_A_a.gif,self_paced,820,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_19_A_a.gif,NA,24,bb534
NA,html-keyboard-response,76,309557,0.0-25.0-0.4,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,77,310695,0.0-25.0-1.4,SS1650488250179,219.60000014305115,NA,NA,32,500,719.6000001430511,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_19_A_a.gif,self_paced,820,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_19_A_a.gif,NA,24,bb534
NA,html-keyboard-response,78,311613,0.0-25.0-0.5,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,79,312621,0.0-25.0-1.5,SS1650488250179,99.70000004768372,NA,NA,32,500,599.7000000476837,images/stimuli/complex_10_A_b.gif,images/stimuli/complex_19_A_a.gif,self_paced,820,NA,NA,NA,trial,NA,complex,3,complex_dissimilar,images/stimuli/complex_19_A_a.gif,NA,24,bb534
NA,html-button-response,80,315656,0.0-26.0,SS1650488250179,3032.2999999523163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,memory_test,right,NA,NA,NA,NA,3,24,bb534
NA,instructions,81,318455,0.0-27.0,SS1650488250179,2797.600000143051,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":2797.2999999523163}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,instructions,82,327816,0.0-28.0,SS1650488250179,9358.300000190735,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":9357.800000190735}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,83,328836,0.0-29.0-0.0,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,84,330553,0.0-29.0-1.0,SS1650488250179,801.6000001430511,NA,NA,32,500,1301.6000001430511,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_13_A_b.gif,self_paced,240,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_13_A_b.gif,NA,24,bb534
NA,html-keyboard-response,85,331700,0.0-29.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,86,333281,0.0-29.0-1.1,SS1650488250179,669.4000000953674,NA,NA,32,500,1169.4000000953674,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_13_A_b.gif,self_paced,240,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_13_A_b.gif,NA,24,bb534
NA,html-keyboard-response,87,334296,0.0-29.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,88,335348,0.0-29.0-1.2,SS1650488250179,128.40000009536743,NA,NA,32,500,628.4000000953674,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_13_A_b.gif,self_paced,240,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_13_A_b.gif,NA,24,bb534
NA,html-keyboard-response,89,336543,0.0-29.0-0.3,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,90,337506,0.0-29.0-1.3,SS1650488250179,49.60000014305115,NA,NA,32,500,549.6000001430511,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_13_A_b.gif,self_paced,240,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_23_A_b.gif,NA,24,bb534
NA,html-keyboard-response,91,338549,0.0-29.0-0.4,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,92,339564,0.0-29.0-1.4,SS1650488250179,98.39999985694885,NA,NA,32,500,598.3999998569489,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_13_A_b.gif,self_paced,240,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_13_A_b.gif,NA,24,bb534
NA,html-keyboard-response,93,340450,0.0-29.0-0.5,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,94,341602,0.0-29.0-1.5,SS1650488250179,236.70000004768372,NA,NA,32,500,736.7000000476837,images/stimuli/complex_23_A_b.gif,images/stimuli/complex_13_A_b.gif,self_paced,240,NA,NA,NA,trial,NA,complex,4,complex_dissimilar,images/stimuli/complex_13_A_b.gif,NA,24,bb534
NA,html-button-response,95,344459,0.0-30.0,SS1650488250179,2853.0999999046326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,memory_test,left,NA,NA,NA,NA,4,24,bb534
NA,instructions,96,346266,0.0-31.0,SS1650488250179,1804.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":1804}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,instructions,97,356253,0.0-32.0,SS1650488250179,9983.600000143051,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[{""page_index"":0,""viewing_time"":9983.100000143051}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,html-keyboard-response,98,357263,0.0-33.0-0.0,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,99,359217,0.0-33.0-1.0,SS1650488250179,1036.9000000953674,NA,NA,32,500,1536.9000000953674,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_16_A_b.gif,self_paced,640,NA,NA,NA,trial,NA,complex,5,complex_dissimilar,images/stimuli/complex_16_A_b.gif,NA,24,bb534
NA,html-keyboard-response,100,360172,0.0-33.0-0.1,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,101,361383,0.0-33.0-1.1,SS1650488250179,304.2999999523163,NA,NA,32,500,804.2999999523163,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_16_A_b.gif,self_paced,640,NA,NA,NA,trial,NA,complex,5,complex_dissimilar,images/stimuli/complex_16_A_b.gif,NA,24,bb534
NA,html-keyboard-response,102,362630,0.0-33.0-0.2,SS1650488250179,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA,NA,NA,NA,NA,NA,NA,24,bb534
NA,stimuli-presentation,103,363811,0.0-33.0-1.2,SS1650488250179,260.7999999523163,NA,NA,32,500,760.7999999523163,images/stimuli/complex_14_A_a.gif,images/stimuli/complex_16_A_b.gif,self_paced,640,NA,NA,NA,trial,NA,complex,5,complex_dissimilar,images/stimuli/complex_16_A_b.gif,NA,24,bb534
