success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,view_history,stimulus_type,trial_stimulus,key_press,minimum_viewing_duration,trial_looking_time,block_deviant,block_background,exposure_type,forced_exposure_time,stimulus,stimulus_displayed,question_order
NA,html-keyboard-response,8,104115,0.0-108.0-6.0-0.0,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,9,107553,0.0-108.0-6.0-1.0,SS1651727420929,2919.5999999999767,NA,NA,trial,NA,40,500,3419.5999999999767,null,null,self_paced,0,NA,images/stimuli/simple_15_A_a.gif,NA
NA,html-keyboard-response,10,108823,0.0-108.0-6.0-0.1,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,11,113035,0.0-108.0-6.0-1.1,SS1651727420929,3702.5,NA,NA,trial,NA,40,500,4202.5,null,null,self_paced,0,NA,images/stimuli/complex_03_A_a.gif,NA
NA,html-keyboard-response,12,114011,0.0-108.0-6.0-0.2,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,13,117407,0.0-108.0-6.0-1.2,SS1651727420929,2882.2000000000116,NA,NA,trial,NA,40,500,3382.2000000000116,null,null,self_paced,0,NA,images/stimuli/complex_17_A_a.gif,NA
NA,html-keyboard-response,14,118408,0.0-108.0-6.0-0.3,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,15,122100,0.0-108.0-6.0-1.3,SS1651727420929,3185.100000000035,NA,NA,trial,NA,40,500,3685.100000000035,null,null,self_paced,0,NA,images/stimuli/complex_13_A_a.gif,NA
NA,html-keyboard-response,16,122921,0.0-108.0-6.0-0.4,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,17,124437,0.0-108.0-6.0-1.4,SS1651727420929,1007.4000000000233,NA,NA,trial,NA,40,500,1507.4000000000233,null,null,self_paced,0,NA,images/stimuli/simple_17_A_a.gif,NA
NA,html-keyboard-response,18,125594,0.0-108.0-6.0-0.5,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,19,128367,0.0-108.0-6.0-1.5,SS1651727420929,2252.2999999999884,NA,NA,trial,NA,40,500,2752.2999999999884,null,null,self_paced,0,NA,images/stimuli/complex_02_A_a.gif,NA
NA,html-keyboard-response,20,129392,0.0-108.0-6.0-0.6,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,21,131021,0.0-108.0-6.0-1.6,SS1651727420929,1109.5999999999767,NA,NA,trial,NA,40,500,1609.5999999999767,null,null,self_paced,0,NA,images/stimuli/simple_03_A_a.gif,NA
NA,html-keyboard-response,22,132085,0.0-108.0-6.0-0.7,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,23,133779,0.0-108.0-6.0-1.7,SS1651727420929,1186.5,NA,NA,trial,NA,40,500,1686.5,null,null,self_paced,0,NA,images/stimuli/simple_07_A_a.gif,NA
NA,html-keyboard-response,24,134694,0.0-108.0-6.0-0.8,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,25,136948,0.0-108.0-6.0-1.8,SS1651727420929,1734,NA,NA,trial,NA,40,500,2234,null,null,self_paced,0,NA,images/stimuli/simple_09_A_a.gif,NA
NA,html-keyboard-response,26,137794,0.0-108.0-6.0-0.9,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,27,140385,0.0-108.0-6.0-1.9,SS1651727420929,2075,NA,NA,trial,NA,40,500,2575,null,null,self_paced,0,NA,images/stimuli/simple_04_A_a.gif,NA
NA,html-keyboard-response,28,141386,0.0-108.0-6.0-0.10,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,29,145199,0.0-108.0-6.0-1.10,SS1651727420929,3304.7999999999884,NA,NA,trial,NA,40,500,3804.799999999989,null,null,self_paced,0,NA,images/stimuli/complex_09_A_a.gif,NA
NA,html-keyboard-response,30,146085,0.0-108.0-6.0-0.11,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,31,149147,0.0-108.0-6.0-1.11,SS1651727420929,2554.4000000000233,NA,NA,trial,NA,40,500,3054.4000000000233,null,null,self_paced,0,NA,images/stimuli/simple_11_A_a.gif,NA
NA,html-keyboard-response,32,150231,0.0-108.0-6.0-0.12,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,33,153932,0.0-108.0-6.0-1.12,SS1651727420929,3193,NA,NA,trial,NA,40,500,3693,null,null,self_paced,0,NA,images/stimuli/complex_16_A_a.gif,NA
NA,html-keyboard-response,34,154894,0.0-108.0-6.0-0.13,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,35,157666,0.0-108.0-6.0-1.13,SS1651727420929,2260,NA,NA,trial,NA,40,500,2760,null,null,self_paced,0,NA,images/stimuli/simple_12_A_a.gif,NA
NA,html-keyboard-response,36,158577,0.0-108.0-6.0-0.14,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,37,167315,0.0-108.0-6.0-1.14,SS1651727420929,8230,NA,NA,trial,NA,40,500,8730,null,null,self_paced,0,NA,images/stimuli/simple_01_A_a.gif,NA
NA,html-keyboard-response,38,168329,0.0-108.0-6.0-0.15,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,39,175316,0.0-108.0-6.0-1.15,SS1651727420929,6478.699999999953,NA,NA,trial,NA,40,500,6978.699999999953,null,null,self_paced,0,NA,images/stimuli/simple_08_A_a.gif,NA
NA,html-keyboard-response,40,176572,0.0-108.0-6.0-0.16,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,41,179550,0.0-108.0-6.0-1.16,SS1651727420929,2462.7000000000116,NA,NA,trial,NA,40,500,2962.7000000000116,null,null,self_paced,0,NA,images/stimuli/complex_08_A_a.gif,NA
NA,html-keyboard-response,42,180423,0.0-108.0-6.0-0.17,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,43,185918,0.0-108.0-6.0-1.17,SS1651727420929,4987.099999999977,NA,NA,trial,NA,40,500,5487.099999999977,null,null,self_paced,0,NA,images/stimuli/complex_19_A_a.gif,NA
NA,html-keyboard-response,44,187227,0.0-108.0-6.0-0.18,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,45,191358,0.0-108.0-6.0-1.18,SS1651727420929,3623.2000000000116,NA,NA,trial,NA,40,500,4123.200000000012,null,null,self_paced,0,NA,images/stimuli/complex_06_A_a.gif,NA
NA,html-keyboard-response,46,192223,0.0-108.0-6.0-0.19,SS1651727420929,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,47,194470,0.0-108.0-6.0-1.19,SS1651727420929,1737.0999999999767,NA,NA,trial,NA,40,500,2237.0999999999767,null,null,self_paced,0,NA,images/stimuli/complex_10_A_a.gif,NA
NA,instructions,48,197944,0.0-108.0-7.0,SS1651727420929,3468.70000000007,NA,"[{""page_index"":0,""viewing_time"":3468.0999999999767}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,survey-likert,49,211176,0.0-108.0-8.0-0.0,SS1651727420929,13223.5,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_17_A_a.gif,NA,[0]
NA,survey-likert,50,213928,0.0-108.0-8.0-0.1,SS1651727420929,2743,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_07_A_a.gif,NA,[0]
NA,survey-likert,51,216281,0.0-108.0-8.0-0.2,SS1651727420929,2345.5999999999767,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_04_A_a.gif,NA,[0]
NA,survey-likert,52,219384,0.0-108.0-8.0-0.3,SS1651727420929,3096.5999999999767,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_08_A_a.gif,NA,[0]
NA,survey-likert,53,226056,0.0-108.0-8.0-0.4,SS1651727420929,6665.29999999993,"{""Q0"":5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_15_A_a.gif,NA,[0]
NA,survey-likert,54,229272,0.0-108.0-8.0-0.5,SS1651727420929,3209.9000000000233,"{""Q0"":5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_08_A_a.gif,NA,[0]
NA,survey-likert,55,233994,0.0-108.0-8.0-0.6,SS1651727420929,4713.100000000093,"{""Q0"":5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_12_A_a.gif,NA,[0]
NA,survey-likert,56,236785,0.0-108.0-8.0-0.7,SS1651727420929,2783,"{""Q0"":2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_11_A_a.gif,NA,[0]
NA,survey-likert,57,240489,0.0-108.0-8.0-0.8,SS1651727420929,3696.5,"{""Q0"":5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_03_A_a.gif,NA,[0]
NA,survey-likert,58,243385,0.0-108.0-8.0-0.9,SS1651727420929,2887.29999999993,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_09_A_a.gif,NA,[0]
NA,survey-likert,59,245993,0.0-108.0-8.0-0.10,SS1651727420929,2598.9000000000233,"{""Q0"":5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_03_A_a.gif,NA,[0]
NA,survey-likert,60,251042,0.0-108.0-8.0-0.11,SS1651727420929,5040.900000000023,"{""Q0"":5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_16_A_a.gif,NA,[0]
NA,survey-likert,61,255627,0.0-108.0-8.0-0.12,SS1651727420929,4438.20000000007,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_13_A_a.gif,NA,[0]
NA,survey-likert,62,259698,0.0-108.0-8.0-0.13,SS1651727420929,4063.0999999999767,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_06_A_a.gif,NA,[0]
NA,survey-likert,63,263218,0.0-108.0-8.0-0.14,SS1651727420929,3513.5,"{""Q0"":2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_19_A_a.gif,NA,[0]
NA,survey-likert,64,266834,0.0-108.0-8.0-0.15,SS1651727420929,3609.600000000093,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_09_A_a.gif,NA,[0]
NA,survey-likert,65,272803,0.0-108.0-8.0-0.16,SS1651727420929,5962.099999999977,"{""Q0"":2}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_02_A_a.gif,NA,[0]
NA,survey-likert,66,275786,0.0-108.0-8.0-0.17,SS1651727420929,2975.0999999999767,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_10_A_a.gif,NA,[0]
NA,survey-likert,67,278034,0.0-108.0-8.0-0.18,SS1651727420929,2241,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/simple_01_A_a.gif,NA,[0]
NA,survey-likert,68,280602,0.0-108.0-8.0-0.19,SS1651727420929,2561.4000000000233,"{""Q0"":4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,images/stimuli/complex_17_A_a.gif,NA,[0]
NA,survey-text,69,292427,0.0-108.0-9.0,SS1651727420929,11815.29999999993,"{""Q0"":""No issues, the experiment was great""}",NA,feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,fullscreen,70,293448,0.0-108.0-10.0,SS1651727420929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,instructions,71,298714,0.0-108.0-11.0,SS1651727420929,5258.099999999977,NA,"[{""page_index"":0,""viewing_time"":5257.599999999977}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,fullscreen,0,12924,0.0-0.0,SS1651727980203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,survey-text,1,18656,0.0-1.0,SS1651727980203,5715,"{""p_id"":""612dee62b4ac6d399a520347""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,instructions,2,46395,0.0-179.0-0.0,SS1651727980203,27724.099999999977,NA,"[{""page_index"":0,""viewing_time"":27721.599999999977}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,instructions,3,85598,0.0-179.0-1.0,SS1651727980203,37281.29999999993,NA,"[{""page_index"":0,""viewing_time"":24799},{""page_index"":1,""viewing_time"":12481.399999999907}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stimuli-presentation,4,94727,0.0-179.0-2.0,SS1651727980203,8611.099999999977,NA,NA,NA,NA,40,500,9111.099999999977,null,null,self_paced,0,NA,NA,NA
NA,stimuli-presentation,5,102293,0.0-179.0-3.0,SS1651727980203,7040.599999999977,NA,NA,NA,NA,40,500,7540.599999999977,null,null,self_paced,0,NA,NA,NA
NA,instructions,6,106004,0.0-179.0-4.0,SS1651727980203,3703.899999999907,NA,"[{""page_index"":0,""viewing_time"":3703.1999999999534}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,instructions,7,145558,0.0-179.0-5.0,SS1651727980203,39616.69999999995,NA,"[{""page_index"":0,""viewing_time"":20991.900000000023},{""page_index"":1,""viewing_time"":15376.400000000023},{""page_index"":2,""viewing_time"":1551.5},{""page_index"":3,""viewing_time"":1696}]",instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,html-keyboard-response,8,146407,0.0-179.0-6.0-0.0,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,9,151987,0.0-179.0-6.0-1.0,SS1651727980203,5054.400000000023,NA,NA,trial,NA,40,500,5554.400000000023,null,null,self_paced,0,NA,images/stimuli/complex_17_A_a.gif,NA
NA,html-keyboard-response,10,152997,0.0-179.0-6.0-0.1,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,11,157279,0.0-179.0-6.0-1.1,SS1651727980203,3768.3000000000466,NA,NA,trial,NA,40,500,4268.300000000047,null,null,self_paced,0,NA,images/stimuli/simple_17_A_a.gif,NA
NA,html-keyboard-response,12,158548,0.0-179.0-6.0-0.2,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,13,164942,0.0-179.0-6.0-1.2,SS1651727980203,5874.399999999907,NA,NA,trial,NA,40,500,6374.399999999907,null,null,self_paced,0,NA,images/stimuli/simple_04_A_a.gif,NA
NA,html-keyboard-response,14,166122,0.0-179.0-6.0-0.3,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,15,170898,0.0-179.0-6.0-1.3,SS1651727980203,4256.5,NA,NA,trial,NA,40,500,4756.5,null,null,self_paced,0,NA,images/stimuli/complex_13_A_a.gif,NA
NA,html-keyboard-response,16,171821,0.0-179.0-6.0-0.4,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,17,178289,0.0-179.0-6.0-1.4,SS1651727980203,5952.5,NA,NA,trial,NA,40,500,6452.5,null,null,self_paced,0,NA,images/stimuli/complex_03_A_a.gif,NA
NA,html-keyboard-response,18,179436,0.0-179.0-6.0-0.5,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,19,186654,0.0-179.0-6.0-1.5,SS1651727980203,6643.300000000047,NA,NA,trial,NA,40,500,7143.300000000047,null,null,self_paced,0,NA,images/stimuli/complex_10_A_a.gif,NA
NA,html-keyboard-response,20,187739,0.0-179.0-6.0-0.6,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,21,192936,0.0-179.0-6.0-1.6,SS1651727980203,4683.800000000047,NA,NA,trial,NA,40,500,5183.800000000047,null,null,self_paced,0,NA,images/stimuli/complex_19_A_a.gif,NA
NA,html-keyboard-response,22,194133,0.0-179.0-6.0-0.7,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,23,205236,0.0-179.0-6.0-1.7,SS1651727980203,10577.70000000007,NA,NA,trial,NA,40,500,11077.70000000007,null,null,self_paced,0,NA,images/stimuli/simple_11_A_a.gif,NA
NA,html-keyboard-response,24,206259,0.0-179.0-6.0-0.8,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,25,212098,0.0-179.0-6.0-1.8,SS1651727980203,5325.5,NA,NA,trial,NA,40,500,5825.5,null,null,self_paced,0,NA,images/stimuli/simple_12_A_a.gif,NA
NA,html-keyboard-response,26,213165,0.0-179.0-6.0-0.9,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,27,230194,0.0-179.0-6.0-1.9,SS1651727980203,16516.899999999907,NA,NA,trial,NA,40,500,17016.899999999907,null,null,self_paced,0,NA,images/stimuli/simple_09_A_a.gif,NA
NA,html-keyboard-response,28,231230,0.0-179.0-6.0-0.10,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,29,237389,0.0-179.0-6.0-1.10,SS1651727980203,5626.100000000093,NA,NA,trial,NA,40,500,6126.100000000093,null,null,self_paced,0,NA,images/stimuli/complex_23_A_a.gif,NA
NA,html-keyboard-response,30,238340,0.0-179.0-6.0-0.11,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,31,242840,0.0-179.0-6.0-1.11,SS1651727980203,3983.6999999999534,NA,NA,trial,NA,40,500,4483.699999999953,null,null,self_paced,0,NA,images/stimuli/simple_01_A_a.gif,NA
NA,html-keyboard-response,32,244008,0.0-179.0-6.0-0.12,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,33,253480,0.0-179.0-6.0-1.12,SS1651727980203,8954.599999999977,NA,NA,trial,NA,40,500,9454.599999999977,null,null,self_paced,0,NA,images/stimuli/simple_13_A_a.gif,NA
NA,html-keyboard-response,34,254618,0.0-179.0-6.0-0.13,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,35,260512,0.0-179.0-6.0-1.13,SS1651727980203,5378.099999999977,NA,NA,trial,NA,40,500,5878.099999999977,null,null,self_paced,0,NA,images/stimuli/simple_08_A_a.gif,NA
NA,html-keyboard-response,36,261413,0.0-179.0-6.0-0.14,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,37,267384,0.0-179.0-6.0-1.14,SS1651727980203,5468.900000000023,NA,NA,trial,NA,40,500,5968.900000000023,null,null,self_paced,0,NA,images/stimuli/complex_09_A_a.gif,NA
NA,html-keyboard-response,38,268452,0.0-179.0-6.0-0.15,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,39,272901,0.0-179.0-6.0-1.15,SS1651727980203,3931.70000000007,NA,NA,trial,NA,40,500,4431.70000000007,null,null,self_paced,0,NA,images/stimuli/complex_08_A_a.gif,NA
NA,html-keyboard-response,40,273745,0.0-179.0-6.0-0.16,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,41,278195,0.0-179.0-6.0-1.16,SS1651727980203,3938.20000000007,NA,NA,trial,NA,40,500,4438.20000000007,null,null,self_paced,0,NA,images/stimuli/simple_07_A_a.gif,NA
NA,html-keyboard-response,42,279151,0.0-179.0-6.0-0.17,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,43,282674,0.0-179.0-6.0-1.17,SS1651727980203,3007.4000000000233,NA,NA,trial,NA,40,500,3507.4000000000233,null,null,self_paced,0,NA,images/stimuli/complex_06_A_a.gif,NA
NA,html-keyboard-response,44,283880,0.0-179.0-6.0-0.18,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,45,288836,0.0-179.0-6.0-1.18,SS1651727980203,4431.5,NA,NA,trial,NA,40,500,4931.5,null,null,self_paced,0,NA,images/stimuli/complex_12_A_a.gif,NA
NA,html-keyboard-response,46,289874,0.0-179.0-6.0-0.19,SS1651727980203,null,NA,NA,NA,NA,null,NA,NA,NA,NA,NA,NA,"<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">",NA,NA
NA,stimuli-presentation,47,293948,0.0-179.0-6.0-1.19,SS1651727980203,3550.100000000093,NA,NA,trial,NA,40,500,4050.100000000093,null,null,self_paced,0,NA,images/stimuli/simple_03_A_a.gif,NA
