"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","1787","0.0-0.0","SS1626361202023","","","","","","","","","","","","","",""
"","survey-text","1","5118","0.0-1.0","SS1626361202023","3328.2000000476837","{""Age"":""224"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","13604","0.0-2.0","SS1626361202023","8485","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","17496","0.0-3.0","SS1626361202023","3890.800000190735","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","65128","0.0-4.0","SS1626361202023","47631.5","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","92691","0.0-5.0","SS1626361202023","27562.400000095367","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","104966","0.0-6.0","SS1626361202023","12274.700000047684","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","116876","0.0-7.0","SS1626361202023","11909.299999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","127947","0.0-8.0","SS1626361202023","11070.300000190735","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","148087","0.0-9.0","SS1626361202023","20139.200000047684","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","html-keyboard-response","10","148892","0.0-10.0","SS1626361202023","804.2000000476837","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","39","","","","","","","","","",""
"","instructions","11","187478","0.0-11.0","SS1626361202023","38585.200000047684","","","","[{""page_index"":0,""viewing_time"":38584.799999952316}]","","","","","","","","",""
"","video-keyboard-response","12","192158","0.0-12.0","SS1626361202023","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","194324","0.0-13.0-0.0","SS1626361202023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","200330","0.0-13.0-1.0","SS1626361202023","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","15","201160","0.0-13.0-0.1","SS1626361202023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","207163","0.0-13.0-1.1","SS1626361202023","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","17","209594","0.0-13.0-0.2","SS1626361202023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","18","215599","0.0-13.0-1.2","SS1626361202023","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","19","216416","0.0-13.0-0.3","SS1626361202023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","20","222419","0.0-13.0-1.3","SS1626361202023","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","21","223936","0.0-13.0-0.4","SS1626361202023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","22","229940","0.0-13.0-1.4","SS1626361202023","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_04_A.gif","left"
"","html-keyboard-response","23","231258","0.0-13.0-0.5","SS1626361202023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
