"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","10308","0.0-0.0","SS1619881560784","","","","","","","","","","","","","",""
"","survey-text","1","15719","0.0-1.0","SS1619881560784","5409.464999996999","{""Age"":""256"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","16820","0.0-2.0","SS1619881560784","1099.2049999986193","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","17248","0.0-3.0","SS1619881560784","427.7799999981653","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","19182","0.0-4.0","SS1619881560784","1932.8999999997905","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","83735","0.0-5.0","SS1619881560784","64551.33999999816","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","92914","0.0-6.0","SS1619881560784","9178.185000004305","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","133166","0.0-7.0","SS1619881560784","40251.09999999404","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","134224","0.0-8.0","SS1619881560784","1056.8050000001676","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","134853","0.0-9.0","SS1619881560784","628.3550000007381","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","136070","0.0-10.0","SS1619881560784","1215.9600000013597","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","194773","0.0-11.0","SS1619881560784","58701.45000000048","","","","[{""page_index"":0,""viewing_time"":58701.209999999264}]","","","","","","","","",""
"","video-keyboard-response","12","199417","0.0-12.0","SS1619881560784","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","200550","0.0-13.0-0.0","SS1619881560784","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","206556","0.0-13.0-1.0","SS1619881560784","null","","","null","","trial","","1000","1000","2","0","Dev","stimuli/images/spore_stims/simple_01_A.gif","right"
