"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":197810.21500000497}]","197811.314999999","instructions","0","197813","0.0-0.0","SS1619114410485","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1930.1749999867752},{""page_index"":1,""viewing_time"":2262.5699999625795}]","4193.239999993239","instructions","1","204018","0.0-1.0","SS1619114410485","instructions","","","","","","","","","","","","","",""
"","5446.430000010878","sequential-stimulus-presentation-old","2","209969","0.0-2.0","SS1619114410485","","","40","500","5946.430000010878","null","null","self_paced","","","","","","",""
"","359.4349999912083","sequential-stimulus-presentation-old","3","210832","0.0-3.0","SS1619114410485","","","40","500","859.4349999912083","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":1158.2950000301935}]","1158.7000000290573","instructions","4","211993","0.0-4.0","SS1619114410485","instructions","","","","","","","","","","","","","",""
"","103422.8600000497","sequential-stimulus-presentation-old","5","325421","0.0-5.0","SS1619114410485","","","40","500","103922.8600000497","null","null","forced_long","","","","","","",""
"","460.30499995686114","sequential-stimulus-presentation-old","6","325987","0.0-6.0","SS1619114410485","","","40","500","960.3049999568611","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":539.214999997057}]","539.7050000028685","instructions","7","326531","0.0-7.0","SS1619114410485","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4454.105000011623},{""page_index"":1,""viewing_time"":3859.935000014957},{""page_index"":2,""viewing_time"":676.1249999981374},{""page_index"":3,""viewing_time"":223.8299999735318},{""page_index"":4,""viewing_time"":559.3850000295788}]","9773.794999986421","instructions","8","336306","0.0-8.0","SS1619114410485","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","337452","0.0-9.0-0.0","SS1619114410485","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","5371.594999975059","sequential-stimulus-presentation-old","10","342931","0.0-9.0-1.0","SS1619114410485","trial","","40","500","5871.594999975059","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","",""
"","null","html-keyboard-response","11","344069","0.0-9.0-0.1","SS1619114410485","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","426.32999998750165","sequential-stimulus-presentation-old","12","345003","0.0-9.0-1.1","SS1619114410485","trial","","40","500","926.3299999875017","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","",""
"","null","html-keyboard-response","13","346077","0.0-9.0-0.2","SS1619114410485","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","13232.40999999689","sequential-stimulus-presentation-old","14","359818","0.0-9.0-1.2","SS1619114410485","trial","","40","500","13732.40999999689","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_a.gif","","",""
"","null","html-keyboard-response","15","360706","0.0-9.0-0.3","SS1619114410485","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","6147.989999968559","sequential-stimulus-presentation-old","16","367363","0.0-9.0-1.3","SS1619114410485","trial","","40","500","6647.989999968559","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","",""
"","null","html-keyboard-response","17","368217","0.0-9.0-0.4","SS1619114410485","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
