"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":3891.4199999999255}]","3892.3050000012154","instructions","0","3897","0.0-0.0","SS1619115522221"
