"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":2195.269999996526}]","2195.5700000107754","instructions","0","2196","0.0-0.0","SS1619113877693","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10665.62499999418},{""page_index"":1,""viewing_time"":7031.42499999376}]","17697.24499998847","instructions","1","21895","0.0-1.0","SS1619113877693","instructions","","","","","","","","","","","","","",""
"","7775.445000006584","sequential-stimulus-presentation-old","2","30174","0.0-2.0","SS1619113877693","","","40","500","8275.445000006584","null","null","self_paced","","","","","","",""
"","2769.7099999932107","sequential-stimulus-presentation-old","3","33446","0.0-3.0","SS1619113877693","","","40","500","3269.7099999932107","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":25495.089999982156}]","25495.33499998506","instructions","4","58942","0.0-4.0","SS1619113877693","instructions","","","","","","","","","","","","","",""
"","411.36999998707324","sequential-stimulus-presentation-old","5","69357","0.0-5.0","SS1619113877693","","","40","500","911.3699999870732","null","null","forced_long","","","","","","",""
"","715.3049999906216","sequential-stimulus-presentation-old","6","70178","0.0-6.0","SS1619113877693","","","40","500","1215.3049999906216","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":3230.6099999987055}]","3230.8649999904446","instructions","7","73410","0.0-7.0","SS1619113877693","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14725.589999987278},{""page_index"":1,""viewing_time"":6131.4150000107475},{""page_index"":2,""viewing_time"":4432.720000011614},{""page_index"":3,""viewing_time"":1586.074999999255},{""page_index"":4,""viewing_time"":1192.5049999845214}]","28068.525000009686","instructions","8","101479","0.0-8.0","SS1619113877693","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","102578","0.0-9.0-0.0","SS1619113877693","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","427.914999978384","sequential-stimulus-presentation-old","10","113008","0.0-9.0-1.0","SS1619113877693","trial","","40","500","927.914999978384","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_15_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_b.gif","","",""
"","null","html-keyboard-response","11","114121","0.0-9.0-0.1","SS1619113877693","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","583758.2300000067","sequential-stimulus-presentation-old","12","698380","0.0-9.0-1.1","SS1619113877693","trial","","40","500","584258.2300000067","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_15_A_b.gif","forced_long","","0","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_b.gif","","",""
