"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"","3171.4549999451265","sequential-stimulus-presentation-old","23","185012","0.0-11.0-1.1","SS1619114005726","trial","","40","500","3671.4549999451265","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_15_A_b.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_b.gif","","",""
"","null","html-keyboard-response","24","185990","0.0-11.0-0.2","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","3159.470000071451","sequential-stimulus-presentation-old","25","189652","0.0-11.0-1.2","SS1619114005726","trial","","40","500","3659.470000071451","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_15_A_b.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","","",""
"","null","html-keyboard-response","26","190694","0.0-11.0-0.3","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1852.8650000225753","sequential-stimulus-presentation-old","27","193049","0.0-11.0-1.3","SS1619114005726","trial","","40","500","2352.8650000225753","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_15_A_b.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_b.gif","","",""
"","null","html-keyboard-response","28","194125","0.0-11.0-0.4","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","2358.2349999342114","sequential-stimulus-presentation-old","29","196985","0.0-11.0-1.4","SS1619114005726","trial","","40","500","2858.2349999342114","images/stimuli/spore_stims/complex_18_A_a.gif","images/stimuli/spore_stims/complex_15_A_b.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_b.gif","","",""
"","4739.300000015646","survey-multi-choice","30","201726","0.0-12.0","SS1619114005726","math_question","","","","","","","","","","","","{""Q0"":""10""}","[0]","10"
"","null","html-keyboard-response","31","202671","0.0-13.0-0.0","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1362.1000000275671","sequential-stimulus-presentation-old","32","204136","0.0-13.0-1.0","SS1619114005726","trial","","40","500","1862.1000000275671","images/stimuli/spore_stims/complex_09_A_b.gif","images/stimuli/spore_stims/complex_16_A_a.gif","forced_short","","2","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_a.gif","","",""
"","null","html-keyboard-response","33","205198","0.0-13.0-0.1","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","4265.834999969229","sequential-stimulus-presentation-old","34","209966","0.0-13.0-1.1","SS1619114005726","trial","","40","500","4765.834999969229","images/stimuli/spore_stims/complex_09_A_b.gif","images/stimuli/spore_stims/complex_16_A_a.gif","forced_short","","2","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_a.gif","","",""
"","null","html-keyboard-response","35","211010","0.0-13.0-0.2","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","2004.4450000859797","sequential-stimulus-presentation-old","36","213516","0.0-13.0-1.2","SS1619114005726","trial","","40","500","2504.4450000859797","images/stimuli/spore_stims/complex_09_A_b.gif","images/stimuli/spore_stims/complex_16_A_a.gif","forced_short","","2","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_a.gif","","",""
"","null","html-keyboard-response","37","214792","0.0-13.0-0.3","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","978.9599999785423","sequential-stimulus-presentation-old","38","216274","0.0-13.0-1.3","SS1619114005726","trial","","40","500","1478.9599999785423","images/stimuli/spore_stims/complex_09_A_b.gif","images/stimuli/spore_stims/complex_16_A_a.gif","forced_short","","2","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_a.gif","","",""
"","null","html-keyboard-response","39","217546","0.0-13.0-0.4","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","3179.6849999809638","sequential-stimulus-presentation-old","40","221227","0.0-13.0-1.4","SS1619114005726","trial","","40","500","3679.6849999809638","images/stimuli/spore_stims/complex_09_A_b.gif","images/stimuli/spore_stims/complex_16_A_a.gif","forced_short","","2","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_b.gif","","",""
"","3452.185000060126","survey-multi-choice","41","224681","0.0-14.0","SS1619114005726","math_question","","","","","","","","","","","","{""Q0"":""2""}","[0]","2"
"","null","html-keyboard-response","42","225746","0.0-15.0-0.0","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1503.5099999513477","sequential-stimulus-presentation-old","43","237252","0.0-15.0-1.0","SS1619114005726","trial","","40","500","2003.5099999513477","images/stimuli/spore_stims/simple_15_A_a.gif","images/stimuli/spore_stims/simple_03_A_b.gif","forced_long","","3","simple_dissimilar","images/stimuli/spore_stims/simple_03_A_b.gif","","",""
"","null","html-keyboard-response","44","238212","0.0-15.0-0.1","SS1619114005726","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
