"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":8434.730000095442}]","8435.89000008069","instructions","0","8439","0.0-0.0","SS1619115210837","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8490.185000002384},{""page_index"":1,""viewing_time"":5728.499999968335}]","14219.285000115633","instructions","1","24675","0.0-1.0","SS1619115210837","instructions","","","","","","","","","","","","","","","",""
"","3822.8050000034273","sequential-stimulus-presentation-old","2","29006","0.0-2.0","SS1619115210837","","","40","500","4322.805000003427","null","null","self_paced","","","","","","","","",""
"","1789.759999839589","sequential-stimulus-presentation-old","3","31300","0.0-3.0","SS1619115210837","","","40","500","2289.759999839589","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2442.8950001019984}]","2445.0250000227243","instructions","4","33754","0.0-4.0","SS1619115210837","instructions","","","","","","","","","","","","","","","",""
"","942.6750000566244","sequential-stimulus-presentation-old","5","44766","0.0-5.0","SS1619115210837","","","40","500","1442.6750000566244","null","null","forced_long","","","","","","","","",""
"","3802.9350000433624","sequential-stimulus-presentation-old","6","48679","0.0-6.0","SS1619115210837","","","40","500","4302.935000043362","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1660.4649999644607}]","1661.0749999526888","instructions","7","50342","0.0-7.0","SS1619115210837","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":993.9100001938641},{""page_index"":1,""viewing_time"":1354.7799999359995},{""page_index"":2,""viewing_time"":2230.1149999257177},{""page_index"":3,""viewing_time"":1328.450000146404},{""page_index"":4,""viewing_time"":1072.5349998101592}]","6982.160000130534","instructions","8","57328","0.0-8.0","SS1619115210837","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","58277","0.0-9.0-0.0","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","914.9749998468906","sequential-stimulus-presentation-old","10","59301","0.0-9.0-1.0","SS1619115210837","trial","","40","500","1414.9749998468906","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","11","60258","0.0-9.0-0.1","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","159.62000004947186","sequential-stimulus-presentation-old","12","60923","0.0-9.0-1.1","SS1619115210837","trial","","40","500","659.6200000494719","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","13","61920","0.0-9.0-0.2","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","234.66500011272728","sequential-stimulus-presentation-old","14","62664","0.0-9.0-1.2","SS1619115210837","trial","","40","500","734.6650001127273","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","15","63650","0.0-9.0-0.3","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1487.4350000172853","sequential-stimulus-presentation-old","16","65647","0.0-9.0-1.3","SS1619115210837","trial","","40","500","1987.4350000172853","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","17","66807","0.0-9.0-0.4","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1650.679999962449","sequential-stimulus-presentation-old","18","68974","0.0-9.0-1.4","SS1619115210837","trial","","40","500","2150.679999962449","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","7105.680000036955","survey-multi-choice","19","76107","0.0-10.0","SS1619115210837","math_question","","","","","","","","","","","","{""Q0"":""10""}","[0]","10","",""
"","null","html-keyboard-response","20","77098","0.0-11.0-0.0","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","617.0300000812858","sequential-stimulus-presentation-old","21","87725","0.0-11.0-1.0","SS1619115210837","trial","","40","500","1117.0300000812858","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","22","88598","0.0-11.0-0.1","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","63.88499983586371","sequential-stimulus-presentation-old","23","89181","0.0-11.0-1.1","SS1619115210837","trial","","40","500","563.8849998358637","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","24","90175","0.0-11.0-0.2","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","73.4699999447912","sequential-stimulus-presentation-old","25","90760","0.0-11.0-1.2","SS1619115210837","trial","","40","500","573.4699999447912","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","26","91614","0.0-11.0-0.3","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","5.049999803304672","sequential-stimulus-presentation-old","27","92124","0.0-11.0-1.3","SS1619115210837","trial","","40","500","505.0499998033047","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","28","93408","0.0-11.0-0.4","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","264.7000001743436","sequential-stimulus-presentation-old","29","94223","0.0-11.0-1.4","SS1619115210837","trial","","40","500","764.7000001743436","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_a.gif","","","","",""
"","null","html-keyboard-response","30","95103","0.0-11.0-0.5","SS1619115210837","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","159.07500009052455","sequential-stimulus-presentation-old","31","95770","0.0-11.0-1.5","SS1619115210837","trial","","40","500","659.0750000905246","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_10_A_a.gif","forced_long","","1","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
