"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type"
"[{""page_index"":0,""viewing_time"":1911.2150000291876}]","1911.4800000097603","instructions","0","1915","0.0-0.0","SS1619114535057","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1147.449999989476},{""page_index"":1,""viewing_time"":2495.634999999311}]","3643.32499995362","instructions","1","7565","0.0-1.0","SS1619114535057","instructions","","","","","","",""
"","3204.92499996908","sequential-stimulus-presentation-old","2","11281","0.0-2.0","SS1619114535057","","","40","500","3704.92499996908","null","null","self_paced"
"","674.2249999660999","sequential-stimulus-presentation-old","3","12465","0.0-3.0","SS1619114535057","","","40","500","1174.2249999660999","null","null","self_paced"
"[{""page_index"":0,""viewing_time"":5421.374999976251}]","5421.6250000172295","instructions","4","17887","0.0-4.0","SS1619114535057","instructions","","","","","","",""
"","919.2550000152551","sequential-stimulus-presentation-old","5","28810","0.0-5.0","SS1619114535057","","","40","500","1419.255000015255","null","null","forced_long"
"","1440.1100000250153","sequential-stimulus-presentation-old","6","30353","0.0-6.0","SS1619114535057","","","40","500","1940.1100000250153","null","null","forced_long"
"[{""page_index"":0,""viewing_time"":960.9649999765679}]","961.234999995213","instructions","7","31315","0.0-7.0","SS1619114535057","instructions","","","","","","",""
