"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","2174","0.0-0.0","SS1620507706701","","","","","","","","","","","","","",""
"","survey-text","1","7023","0.0-1.0","SS1620507706701","4845.4299999866635","{""Age"":""325"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","23346","0.0-2.0","SS1620507706701","16322.295000019949","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","40083","0.0-3.0","SS1620507706701","16736.38999997638","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","166687","0.0-4.0","SS1620507706701","126610.56499998085","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","222803","0.0-5.0","SS1620507706701","56110.74999999255","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","235285","0.0-6.0","SS1620507706701","12476.694999961182","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","251941","0.0-7.0","SS1620507706701","16653.240000014193","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","253402","0.0-8.0","SS1620507706701","1459.9549999693409","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","269334","0.0-9.0","SS1620507706701","15931.655000022147","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","270075","0.0-10.0","SS1620507706701","740.4700000188313","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","336224","0.0-11.0","SS1620507706701","66150.94500000123","","","","[{""page_index"":0,""viewing_time"":66150.73499997379}]","","","","","","","","",""
"","video-keyboard-response","12","340889","0.0-12.0","SS1620507706701","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
