"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","2093","0.0-0.0","SS1620154836932","","","","","","","","","","","","","",""
"","survey-text","1","10002","0.0-1.0","SS1620154836932","7905.495000013616","{""Age"":""231"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","18146","0.0-2.0","SS1620154836932","8141.989999974612","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","19853","0.0-3.0","SS1620154836932","1706.7800000077114","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","86904","0.0-4.0","SS1620154836932","67050.34499999601","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","183920","0.0-5.0","SS1620154836932","97016.41000001109","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","194518","0.0-6.0","SS1620154836932","10597.580000001471","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","206577","0.0-7.0","SS1620154836932","12058.329999999842","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","274391","0.0-8.0","SS1620154836932","67813.90000000829","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","288522","0.0-9.0","SS1620154836932","14129.784999997355","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","289175","0.0-10.0","SS1620154836932","652.6650000014342","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","321972","0.0-11.0","SS1620154836932","32796.750000008615","","","","[{""page_index"":0,""viewing_time"":32796.52000000351}]","","","","","","","","",""
"","video-keyboard-response","12","326632","0.0-12.0","SS1620154836932","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","327485","0.0-13.0-0.0","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","333492","0.0-13.0-1.0","SS1620154836932","null","","","null","","trial","","1000","1000","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","left"
"","html-keyboard-response","15","334456","0.0-13.0-0.1","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","340458","0.0-13.0-1.1","SS1620154836932","null","","","null","","trial","","1000","1000","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","left"
"","html-keyboard-response","17","342187","0.0-13.0-0.2","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","18","348195","0.0-13.0-1.2","SS1620154836932","null","","","null","","trial","","1000","1000","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","left"
"","html-keyboard-response","19","350663","0.0-13.0-0.3","SS1620154836932","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","20","373794","0.0-13.0-1.3","SS1620154836932","45305.72999999276","","","40","","trial","","1000","46305.72999999276","6","0","Std","stimuli/images/spore_stims/simple_01_A.gif","left"
"","html-keyboard-response","21","375441","0.0-14.0","SS1620154836932","1644.9650000140537","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""640"" height = ""490"" ></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","22","380077","0.0-15.0","SS1620154836932","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","23","381271","0.0-16.0-0.0","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","24","387278","0.0-16.0-1.0","SS1620154836932","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_05_A.gif","right"
"","html-keyboard-response","25","387912","0.0-16.0-0.1","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","26","393919","0.0-16.0-1.1","SS1620154836932","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_05_A.gif","right"
"","html-keyboard-response","27","395830","0.0-16.0-0.2","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","28","401836","0.0-16.0-1.2","SS1620154836932","null","","","null","","trial","","1000","1000","6","1","Dev","stimuli/images/spore_stims/simple_05_A.gif","right"
"","html-keyboard-response","29","402348","0.0-16.0-0.3","SS1620154836932","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
