"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","1837","0.0-0.0","SS1639242797361","","","","","","","","","","","","","","","",""
"","survey-text","1","4545","0.0-1.0","SS1639242797361","2705.0999999046326","{""Age"":""217"",""Gender"":""M"",""Session"":""1""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","24341","0.0-2.0","SS1639242797361","19795.39999985695","","stimuli/audio/music_intro.wav","39","","","","","","","","","","","",""
"","html-keyboard-response","3","27198","0.0-3.0","SS1639242797361","2856.2000000476837","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","4","79273","0.0-4.0","SS1639242797361","52074.799999952316","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","5","114271","0.0-5.0","SS1639242797361","34998","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","132250","0.0-6.0","SS1639242797361","17978.5","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","7","141247","0.0-7.0","SS1639242797361","8997.200000047684","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","8","142485","0.0-8.0","SS1639242797361","1236.7999999523163","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","html-keyboard-response","9","176887","0.0-9.0","SS1639242797361","34402","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","","","",""
"","instructions","10","224097","0.0-10.0","SS1639242797361","47209.799999952316","","","","[{""page_index"":0,""viewing_time"":47209.200000047684}]","","","","","","","","","","",""
"","video-keyboard-response","11","228781","0.0-11.0","SS1639242797361","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","230165","0.0-12.0-0.0","SS1639242797361","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","236172","0.0-12.0-1.0","SS1639242797361","null","","","null","","trial","","1000","1000","4","0","Std","stimuli/images/spore_stims/complex_05_A.gif","7","",""
"","html-keyboard-response","14","237870","0.0-12.0-0.1","SS1639242797361","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","15","243875","0.0-12.0-1.1","SS1639242797361","null","","","null","","trial","","1000","1000","4","0","Std","stimuli/images/spore_stims/complex_05_A.gif","7","",""
"","html-keyboard-response","16","244523","0.0-12.0-0.2","SS1639242797361","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","17","250528","0.0-12.0-1.2","SS1639242797361","null","","","null","","trial","","1000","1000","4","0","Std","stimuli/images/spore_stims/complex_05_A.gif","7","",""
