"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","subject_num","block_number","block_type","stimulus_displayed","fam_duration","response","question_order"
"true","fullscreen","0","10041","0.0-0.0","SS1631907071023","","","","","","","","","","","","","","","",""
"","survey-text","1","30345","0.0-1.0","SS1631907071023","20302.299999952316","{""Age"":""278"",""Gender"":""M"",""Session"":""2""}","","","","","","","","","","","","","",""
"","audio-keyboard-response","2","51086","0.0-2.0","SS1631907071023","20739.399999976158","","stimuli/audio/music_intro.wav","40","","","","","","","","","","","",""
"","html-keyboard-response","3","54934","0.0-3.0","SS1631907071023","3846.5","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","4","100359","0.0-4.0","SS1631907071023","45424.800000071526","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","5","127559","0.0-5.0","SS1631907071023","27199.800000071526","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","6","135705","0.0-6.0","SS1631907071023","8145.399999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","7","143633","0.0-7.0","SS1631907071023","7927.100000023842","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","8","144119","0.0-8.0","SS1631907071023","485.60000002384186","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","html-keyboard-response","9","148463","0.0-9.0","SS1631907071023","4343.300000071526","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","","","",""
"","instructions","10","204580","0.0-10.0","SS1631907071023","56117.10000002384","","","","[{""page_index"":0,""viewing_time"":56116.39999997616}]","","","","","","","","","","",""
"","video-keyboard-response","11","209289","0.0-11.0","SS1631907071023","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","","","",""
"","html-keyboard-response","12","211277","0.0-12.0-0.0","SS1631907071023","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""1100"" height = ""1100"" style=""border:5px solid black""></p>","null","","","","","","","","","","","",""
"","sequential-stimulus-presentation","13","217284","0.0-12.0-1.0","SS1631907071023","null","","","null","","trial","","1000","1000","15","0","Dev","stimuli/images/spore_stims/simple_07_A.gif","5","",""
