"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","1576","0.0-0.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","30009","0.0-1.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","[{""page_index"":0,""viewing_time"":28432}]","28432","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","61208","0.0-2.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","[{""page_index"":0,""viewing_time"":29191}]","29192","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","66840","0.0-3.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","[{""page_index"":0,""viewing_time"":5631}]","5631","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","82905","0.0-4.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","","16064","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","92122","0.0-5.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","","9215","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","96375","0.0-6.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","[{""page_index"":0,""viewing_time"":4250}]","4250","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","119092","0.0-7.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","171401","0.0-8.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","","52304","","j","","","<img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_004_left.png","animate","left","pair","media/stimuli/animate_004_right.png","animate","right","pair","media/stimuli/animate_008_left.png","animate","left","pair","pose_identity","","","",""
"","","","","","html-keyboard-response","9","174240","0.0-9.0","SS1678233293023","5ac16e870527ba0001c1f27e","6406d7f26dd5b7fc1e3377bd","6407ce70462e009c5d1e6d5e","944","460","","2837","","f","","","<img src=""media/stimuli/animate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_002_right.png","animate","right","pair","media/stimuli/animate_003_right.png","animate","right","pair","media/stimuli/animate_002_left.png","animate","left","pair","identity_pose","","","",""
