"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","6491","0.0-0.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","10661","0.0-1.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","[{""page_index"":0,""viewing_time"":4167}]","4168","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","22543","0.0-2.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","[{""page_index"":0,""viewing_time"":9873}]","9873","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","24696","0.0-3.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","[{""page_index"":0,""viewing_time"":2151}]","2151","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","33089","0.0-4.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","8390","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","36620","0.0-5.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","3529","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","37679","0.0-6.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","[{""page_index"":0,""viewing_time"":1056}]","1057","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","40291","0.0-7.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","46717","0.0-8.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","6423","","f","","","<img src=""media/stimuli/inanimate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_008_left.png","inanimate","left","single","media/stimuli/inanimate_008_left.png","inanimate","left","pair","media/stimuli/inanimate_005_left.png","inanimate","left","single","number_identity","","","",""
"","","","","","html-keyboard-response","9","48580","0.0-9.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","1862","","f","","","<img src=""media/stimuli/animate_006_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_006_right.png","animate","right","single","media/stimuli/animate_002_right.png","animate","right","single","media/stimuli/inanimate_004_right.png","inanimate","right","single","identity_animacy","","","",""
"","","","","","html-keyboard-response","10","50020","0.0-10.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","1438","","f","","","<img src=""media/stimuli/animate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_005_right.png","animate","right","single","media/stimuli/animate_005_right.png","animate","right","pair","media/stimuli/inanimate_002_left.png","inanimate","left","pair","pose_animacy","","","",""
"","","","","","html-keyboard-response","11","50997","0.0-11.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","975","","j","","","<img src=""media/stimuli/inanimate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_007_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_007_right.png","inanimate","right","single","media/stimuli/inanimate_002_right.png","inanimate","right","single","media/stimuli/inanimate_007_left.png","inanimate","left","single","identity_pose","","","",""
"","","","","","html-keyboard-response","12","51924","0.0-12.0","SS1678233221642","63e2e62c8158920782631eef","6406d7f26dd5b7fc1e3377bd","6407ce7fd06d496f0e792b57","1280","909","","926","","f","","","<img src=""media/stimuli/inanimate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_011_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_008_right.png","inanimate","right","single","media/stimuli/inanimate_008_right.png","inanimate","right","pair","media/stimuli/animate_011_right.png","animate","right","single","number_animacy","","","",""
