"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","6216","0.0-0.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","53407","0.0-1.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","[{""page_index"":0,""viewing_time"":47163}]","47164","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","113203","0.0-2.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","[{""page_index"":0,""viewing_time"":57792}]","57793","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","115213","0.0-3.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","[{""page_index"":0,""viewing_time"":2008}]","2008","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","129477","0.0-4.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","","14260","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","135271","0.0-5.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","","5785","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","136263","0.0-6.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","[{""page_index"":0,""viewing_time"":985}]","985","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","139247","0.0-7.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","155836","0.0-8.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","","16585","","j","","","<img src=""media/stimuli/animate_010_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_010_right.png","animate","right","single","media/stimuli/animate_010_left.png","animate","left","single","media/stimuli/animate_007_right.png","animate","right","single","pose_identity","","","",""
"","","","","","html-keyboard-response","9","160068","0.0-9.0","SS1678233231075","583b397f54686200010f1d20","6406d7f26dd5b7fc1e3377bd","6407ce6adf414105e4b44d71","1600","795","","4228","","j","","","<img src=""media/stimuli/animate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_012_left.png","animate","left","single","media/stimuli/inanimate_002_left.png","inanimate","left","single","media/stimuli/animate_004_left.png","animate","left","single","animacy_identity","","","",""
