"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","3055","0.0-0.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","28487","0.0-1.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","[{""page_index"":0,""viewing_time"":25432}]","25432","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","66598","0.0-2.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","[{""page_index"":0,""viewing_time"":36094}]","36094","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","79027","0.0-3.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","[{""page_index"":0,""viewing_time"":12429}]","12429","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","97691","0.0-4.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","","18663","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","112191","0.0-5.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","","14498","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","115766","0.0-6.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","[{""page_index"":0,""viewing_time"":3573}]","3573","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","122000","0.0-7.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","167889","0.0-8.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","","45888","","f","","","<img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_003_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_003_right.png","animate","right","single","media/stimuli/animate_003_left.png","animate","left","single","media/stimuli/animate_003_right.png","animate","right","pair","pose_number","","","",""
"","","","","","html-keyboard-response","9","181338","0.0-9.0","SS1678233216751","63d82b2de40f94ceb14816cc","6406d7f26dd5b7fc1e3377bd","6407ce6c26c6e8b15a792b83","1202","537","","13448","","j","","","<img src=""media/stimuli/inanimate_011_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_011_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_009_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_009_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_011_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_011_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_011_left.png","inanimate","left","pair","media/stimuli/inanimate_009_left.png","inanimate","left","pair","media/stimuli/inanimate_011_right.png","inanimate","right","pair","identity_pose","","","",""
