"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","3269","0.0-0.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","20227","0.0-1.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","[{""page_index"":0,""viewing_time"":16954}]","16955","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","35038","0.0-2.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","[{""page_index"":0,""viewing_time"":12794}]","12795","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","38185","0.0-3.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","[{""page_index"":0,""viewing_time"":3142}]","3143","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","48516","0.0-4.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","10322","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","54941","0.0-5.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","6399","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","56321","0.0-6.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","[{""page_index"":0,""viewing_time"":1365}]","1365","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","58747","0.0-7.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","64397","0.0-8.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","5641","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_002_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","68202","0.0-9.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","3783","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_009_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","74032","0.0-10.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","5809","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_005_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","79318","0.0-11.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","5262","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_002_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","82951","0.0-12.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","3615","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_002_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","86913","0.0-13.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","3944","","{""Q0"":6}","[0]","complexity","media/stimuli/animate_002_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","90547","0.0-14.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","3622","","{""Q0"":6}","[0]","complexity","media/stimuli/animate_007_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","93765","0.0-15.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","3197","","{""Q0"":6}","[0]","complexity","media/stimuli/animate_002_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","99231","0.0-16.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","5444","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_006_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","104871","0.0-17.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","5620","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_010_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","18","109273","0.0-18.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","4380","","{""Q0"":6}","[0]","complexity","media/stimuli/inanimate_011_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","19","113637","0.0-19.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","4345","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_007_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","115326","0.0-20.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","1671",""," ","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","123193","0.0-21.0","SS1678233202708","5d7e1ca541f88e0018d5b8bb","6406d7f26dd5b7fc1e3377bd","6407ce6dab01f08318e80a6f","1436","660","","7859","","j","","","","","","","<img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_005_left.png","inanimate","left","pair","media/stimuli/inanimate_005_left.png","inanimate","left","single","media/stimuli/inanimate_005_right.png","inanimate","right","pair","number_pose"
