"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","239","0.0-0.0","SS1678238234606","636163eb7b737cd22cb33f0f","6406d7f26dd5b7fc1e3377bd","6407ce7efec2b6bdbb07aded","1234","610"
