"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","4644","0.0-0.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","6310","0.0-1.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","[{""page_index"":0,""viewing_time"":1665}]","1665","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","11877","0.0-2.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","[{""page_index"":0,""viewing_time"":3561}]","3561","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","13143","0.0-3.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","[{""page_index"":0,""viewing_time"":1265}]","1266","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","18944","0.0-4.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","5799","","{""Q0"":6}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","23543","0.0-5.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","4596","","{""Q0"":0}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","24427","0.0-6.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","[{""page_index"":0,""viewing_time"":881}]","881","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","26116","0.0-7.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","29544","0.0-8.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","3426","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_008_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","34577","0.0-9.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","5028","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_001_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","38294","0.0-10.0","SS1678233203995","5a6b4cd2d5d4cb0001d64740","6406d7f26dd5b7fc1e3377bd","6407ce6cf4c0c80d9bf19b5c","1440","796","","3712","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_011_left.png","animate","pair","left","","","","","","","","","","","","","",""
