"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","3298","0.0-0.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","86833","0.0-1.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","[{""page_index"":0,""viewing_time"":83532}]","83532","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","198977","0.0-2.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","[{""page_index"":0,""viewing_time"":110142}]","110142","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","201646","0.0-3.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","[{""page_index"":0,""viewing_time"":2669}]","2669","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","216034","0.0-4.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","","14386","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","220915","0.0-5.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","","4880","","{""Q0"":0}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","223705","0.0-6.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","[{""page_index"":0,""viewing_time"":2788}]","2788","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","231221","0.0-7.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","243935","0.0-8.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","","12710","","f","","","<img src=""media/stimuli/animate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_006_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_006_left.png","animate","left","single","media/stimuli/animate_006_left.png","animate","left","pair","media/stimuli/animate_006_right.png","animate","right","single","number_pose","","","",""
"","","","","","html-keyboard-response","9","252426","0.0-9.0","SS1678170142592","631b4849c2daec6a4966605c","6406d7f26dd5b7fc1e3377bd","6406d81a03902f20011f86dc","1765","850","","8490","","f","","","<img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_004_left.png","animate","left","pair","media/stimuli/animate_004_left.png","animate","left","single","media/stimuli/animate_004_right.png","animate","right","pair","number_pose","","","",""
