"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","64181","0.0-0.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","68679","0.0-1.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","[{""page_index"":0,""viewing_time"":4495}]","4496","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","76456","0.0-2.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","[{""page_index"":0,""viewing_time"":5761}]","5761","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","79913","0.0-3.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","[{""page_index"":0,""viewing_time"":3455}]","3455","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","89868","0.0-4.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","9953","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","97102","0.0-5.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7229","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","98715","0.0-6.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","[{""page_index"":0,""viewing_time"":1610}]","1610","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","102720","0.0-7.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","110498","0.0-8.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7774","","{""Q0"":3}","[0]","complexity","media/stimuli/inanimate_005_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","116939","0.0-9.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","6426","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_010_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","123304","0.0-10.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","6359","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_009_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","128186","0.0-11.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","4877","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_005_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","135748","0.0-12.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7556","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_007_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","145922","0.0-13.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","10167","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_012_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","153269","0.0-14.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7339","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_009_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","160597","0.0-15.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7320","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_010_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","168504","0.0-16.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7900","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_012_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","174089","0.0-17.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","5579","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_006_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","18","181412","0.0-18.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","7316","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_007_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","19","187167","0.0-19.0","SS1678233271115","628dfaf2fdd97303f3087572","6406d7f26dd5b7fc1e3377bd","6407ce821fca9f44fcd21496","1721","977","","5747","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_008_left.png","animate","single","left","","","","","","","","","","","","","",""
