"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","2694","0.0-0.0","SS1678234290840","591d369e88bbb500013a8517","6406d7f26dd5b7fc1e3377bd","6407d0e43afdee7d2ba1158f","980","1535"
