"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","4854","0.0-0.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","9912","0.0-1.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","[{""page_index"":0,""viewing_time"":5053}]","5054","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","22480","0.0-2.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","[{""page_index"":0,""viewing_time"":10564}]","10564","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","24802","0.0-3.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","[{""page_index"":0,""viewing_time"":2320}]","2320","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","35325","0.0-4.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","","10518","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","45544","0.0-5.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","","10215","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","48649","0.0-6.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","[{""page_index"":0,""viewing_time"":3102}]","3102","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","51673","0.0-7.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","58879","0.0-8.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","","7203","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_001_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","64936","0.0-9.0","SS1678233197587","63c3068bd61c16717eeea2e5","6406d7f26dd5b7fc1e3377bd","6407ce62575dfa94d7c4c72e","1440","772","","6052","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_008_right.png","animate","pair","right","","","","","","","","","","","","","",""
