"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","2995","0.0-0.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","9492","0.0-1.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","[{""page_index"":0,""viewing_time"":6495}]","6495","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","19251","0.0-2.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","[{""page_index"":0,""viewing_time"":7750}]","7751","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","22028","0.0-3.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","[{""page_index"":0,""viewing_time"":2776}]","2776","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","32901","0.0-4.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","10871","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","40548","0.0-5.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","7647","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","41843","0.0-6.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","[{""page_index"":0,""viewing_time"":1293}]","1293","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","44906","0.0-7.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","52659","0.0-8.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","7752","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_010_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","57239","0.0-9.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","4578","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_004_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","61592","0.0-10.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","4353","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_011_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","66822","0.0-11.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","5228","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_010_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","71384","0.0-12.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","4561","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_009_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","74772","0.0-13.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","3386","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_012_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","78825","0.0-14.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","4051","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_001_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","81838","0.0-15.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","3009","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_002_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","84511","0.0-16.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","2671","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_005_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","86983","0.0-17.0","SS1678233230106","62ce35b697d7d717edaeee58","6406d7f26dd5b7fc1e3377bd","6407ce632590e0080207ae21","1920","966","","2471","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_004_left.png","inanimate","single","left","","","","","","","","","","","","","",""
