"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","8577","0.0-0.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","11515","0.0-1.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","[{""page_index"":0,""viewing_time"":2933}]","2934","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","22702","0.0-2.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","[{""page_index"":0,""viewing_time"":9175}]","9176","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","27621","0.0-3.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","[{""page_index"":0,""viewing_time"":4914}]","4915","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","37954","0.0-4.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","","10316","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","44808","0.0-5.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","","6833","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","46041","0.0-6.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","[{""page_index"":0,""viewing_time"":1220}]","1220","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","53516","0.0-7.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","56394","0.0-8.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","","2859","","f","","","<img src=""media/stimuli/inanimate_009_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_009_left.png","inanimate","left","single","media/stimuli/animate_001_left.png","animate","left","single","media/stimuli/inanimate_010_left.png","inanimate","left","single","animacy_identity","","","",""
"","","","","","html-keyboard-response","9","57916","0.0-9.0","SS1678233229917","6365b5599c1775edb6d46be4","6406d7f26dd5b7fc1e3377bd","6407ce7f69b34a6df2792b48","1188","549","","1505","","j","","","<img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_010_left.png","inanimate","left","single","media/stimuli/inanimate_010_left.png","inanimate","left","pair","media/stimuli/animate_002_left.png","animate","left","single","number_animacy","","","",""
