"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","24","0.0-0.0","SS1678233953617","60fd592929e8016e53a167a6","6406d7f26dd5b7fc1e3377bd","6407ce5e37a6cd1ccfa115e3","1366","667"
