"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","5195","0.0-0.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","11112","0.0-1.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","[{""page_index"":0,""viewing_time"":5915}]","5916","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","38585","0.0-2.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","[{""page_index"":0,""viewing_time"":25461}]","25461","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","50416","0.0-3.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","[{""page_index"":0,""viewing_time"":11829}]","11829","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","57923","0.0-4.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","7505","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","66742","0.0-5.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","8814","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","68531","0.0-6.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","[{""page_index"":0,""viewing_time"":1786}]","1786","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","70601","0.0-7.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","80112","0.0-8.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","9509","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_009_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","83090","0.0-9.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","2973","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_006_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","86051","0.0-10.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","2957","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_005_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","94316","0.0-11.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","8260","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_008_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","97200","0.0-12.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","2879","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_002_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","100014","0.0-13.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","2809","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_008_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","103258","0.0-14.0","SS1678233172743","5b16e1a5457ace0001b40d46","6406d7f26dd5b7fc1e3377bd","6407ce4fcc8ff20af4192914","1536","753","","3240","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_011_right.png","inanimate","single","right","","","","","","","","","","","","","",""
