"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","4818","0.0-0.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","24109","0.0-1.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","[{""page_index"":0,""viewing_time"":19288}]","19288","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","46433","0.0-2.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","[{""page_index"":0,""viewing_time"":20314}]","20314","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","52138","0.0-3.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","[{""page_index"":0,""viewing_time"":5704}]","5704","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","64995","0.0-4.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","","12853","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","70084","0.0-5.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","","5086","","{""Q0"":0}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","72991","0.0-6.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","[{""page_index"":0,""viewing_time"":2904}]","2904","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","76615","0.0-7.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","82092","0.0-8.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","","5473","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_002_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","86571","0.0-9.0","SS1678233308185","5d615f7632cfbd001b1b6dcb","6406d7f26dd5b7fc1e3377bd","6407ce5b917d5ae8b1f07e07","1639","831","","4475","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_011_right.png","animate","pair","right","","","","","","","","","","","","","",""
