"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","5195","0.0-0.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","28358","0.0-1.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","[{""page_index"":0,""viewing_time"":23160}]","23160","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","51990","0.0-2.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","[{""page_index"":0,""viewing_time"":21626}]","21627","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","59240","0.0-3.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","[{""page_index"":0,""viewing_time"":7249}]","7249","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","85696","0.0-4.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","26452","","{""Q0"":3}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","103840","0.0-5.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","18138","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","105623","0.0-6.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","[{""page_index"":0,""viewing_time"":1779}]","1779","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","108411","0.0-7.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","116958","0.0-8.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","8543","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_012_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","124098","0.0-9.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","7135","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_005_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","135326","0.0-10.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","11222","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_010_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","142141","0.0-11.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","6808","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_005_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","147996","0.0-12.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","5848","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_012_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","157197","0.0-13.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","9196","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_011_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","163844","0.0-14.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","6642","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_011_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","168877","0.0-15.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","5027","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_002_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","173456","0.0-16.0","SS1678233362812","6312503220c83c0fac50a090","6406d7f26dd5b7fc1e3377bd","6407ce6628cec9acde61e635","1280","569","","4575","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_007_left.png","animate","pair","left","","","","","","","","","","","","","",""
