"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","3768","0.0-0.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","31561","0.0-1.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","[{""page_index"":0,""viewing_time"":27786}]","27788","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","81468","0.0-2.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","[{""page_index"":0,""viewing_time"":47889}]","47890","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","84707","0.0-3.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","[{""page_index"":0,""viewing_time"":3217}]","3217","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","93787","0.0-4.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","9063","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","100358","0.0-5.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","6546","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","101905","0.0-6.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","[{""page_index"":0,""viewing_time"":1536}]","1536","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","104411","0.0-7.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","110238","0.0-8.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","5814","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_012_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","114973","0.0-9.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","4719","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_006_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","118482","0.0-10.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","3492","","{""Q0"":3}","[0]","complexity","media/stimuli/inanimate_005_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","121014","0.0-11.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","2523","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_003_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","124536","0.0-12.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","3512","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_004_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","126792","0.0-13.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","2245","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_008_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","129862","0.0-14.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","3057","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_007_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","132693","0.0-15.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","2822","","{""Q0"":5}","[0]","complexity","media/stimuli/inanimate_007_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","138117","0.0-16.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","5393","","{""Q0"":5}","[0]","complexity","media/stimuli/inanimate_008_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","141358","0.0-17.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","3227","","{""Q0"":5}","[0]","complexity","media/stimuli/inanimate_007_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","18","146046","0.0-18.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","4675","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_002_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","19","150786","0.0-19.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","4720","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_012_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","154501","0.0-20.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","3707","","alt","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","160425","0.0-21.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","5916","","f","","","","","","","<img src=""media/stimuli/inanimate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_008_left.png","inanimate","left","single","media/stimuli/inanimate_008_left.png","inanimate","left","pair","media/stimuli/animate_004_left.png","animate","left","single","number_animacy"
"","","","","","html-keyboard-response","22","162370","0.0-22.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1932","","j","","","","","","","<img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_010_left.png","inanimate","left","pair","media/stimuli/animate_001_left.png","animate","left","pair","media/stimuli/inanimate_010_left.png","inanimate","left","single","animacy_number"
"","","","","","html-keyboard-response","23","163939","0.0-23.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1563","","j","","","","","","","<img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_006_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_002_right.png","inanimate","right","single","media/stimuli/inanimate_006_right.png","inanimate","right","single","media/stimuli/inanimate_002_left.png","inanimate","left","single","identity_pose"
"","","","","","html-keyboard-response","24","165127","0.0-24.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1182","","f","","","","","","","<img src=""media/stimuli/inanimate_006_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_006_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_006_right.png","inanimate","right","pair","media/stimuli/inanimate_006_left.png","inanimate","left","pair","media/stimuli/inanimate_002_right.png","inanimate","right","pair","pose_identity"
"","","","","","html-keyboard-response","25","166371","0.0-25.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1237","","j","","","","","","","<img src=""media/stimuli/animate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_001_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_001_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_001_left.png","animate","left","pair","media/stimuli/animate_005_left.png","animate","left","pair","media/stimuli/animate_001_right.png","animate","right","pair","identity_pose"
"","","","","","html-keyboard-response","26","168872","0.0-26.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","2494","","f","","","","","","","<img src=""media/stimuli/animate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_011_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_009_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_002_left.png","animate","left","single","media/stimuli/animate_011_left.png","animate","left","single","media/stimuli/inanimate_009_left.png","inanimate","left","single","identity_animacy"
"","","","","","html-keyboard-response","27","169958","0.0-27.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1080","","f","","","","","","","<img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_010_left.png","inanimate","left","pair","media/stimuli/inanimate_010_left.png","inanimate","left","single","media/stimuli/animate_004_left.png","animate","left","pair","number_animacy"
"","","","","","html-keyboard-response","28","171757","0.0-28.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1791","","j","","","","","","","<img src=""media/stimuli/animate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_010_left.png","animate","left","pair","media/stimuli/animate_012_left.png","animate","left","pair","media/stimuli/animate_010_left.png","animate","left","single","identity_number"
"","","","","","html-keyboard-response","29","172699","0.0-29.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","936","","j","","","","","","","<img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_003_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_010_left.png","inanimate","left","single","media/stimuli/inanimate_003_left.png","inanimate","left","single","media/stimuli/inanimate_010_left.png","inanimate","left","pair","identity_number"
"","","","","","html-keyboard-response","30","174043","0.0-30.0","SS1678170143496","5d0d16d991270800010b7dd7","6406d7f26dd5b7fc1e3377bd","6406d81abe355dc828b1cddd","1280","647","","1333","","j","","","","","","","<img src=""media/stimuli/inanimate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_004_right.png","inanimate","right","pair","media/stimuli/animate_008_left.png","animate","left","pair","media/stimuli/inanimate_004_right.png","inanimate","right","pair","animacy_pose"
