"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","52","0.0-0.0","SS1678234542532","5ca3d57fa29412001687031e","6406d7f26dd5b7fc1e3377bd","6407ce6df4c0c80d9bf19b5e","1920","972"
