"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type"
"true","false","[]","[]","[]","preload","0","1118","0.0-0.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","","","","","",""
"","","","","","instructions","1","31402","0.0-1.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","[{""page_index"":0,""viewing_time"":30279}]","30280","","","",""
"","","","","","instructions","2","51865","0.0-2.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","[{""page_index"":0,""viewing_time"":18457}]","18458","instructions","","",""
"","","","","","instructions","3","56914","0.0-3.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","[{""page_index"":0,""viewing_time"":5046}]","5046","instructions","","",""
"","","","","","survey-likert","4","68121","0.0-4.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","","11201","","{""Q0"":5}","[0]","anchoring"
"","","","","","survey-likert","5","72851","0.0-5.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","","4727","","{""Q0"":1}","[0]","anchoring"
"","","","","","instructions","6","74980","0.0-6.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","[{""page_index"":0,""viewing_time"":2124}]","2124","instructions","","",""
"true","","","","","fullscreen","7","79364","0.0-7.0","SS1678233477121","61539b3fa541b182c0fadde1","6406d7f26dd5b7fc1e3377bd","6407ce73917d5ae8b1f07e08","1180","713","","","","","",""
