"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","25387","0.0-0.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","75604","0.0-1.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","[{""page_index"":0,""viewing_time"":50215}]","50216","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","90381","0.0-2.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","[{""page_index"":0,""viewing_time"":12775}]","12775","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","172134","0.0-3.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","[{""page_index"":0,""viewing_time"":81751}]","81751","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","186734","0.0-4.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","14597","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","194966","0.0-5.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","8228","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","197356","0.0-6.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","[{""page_index"":0,""viewing_time"":2386}]","2386","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","200740","0.0-7.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","206554","0.0-8.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","5811","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_004_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","212434","0.0-9.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","5875","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_009_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","216630","0.0-10.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","4190","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_007_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","223012","0.0-11.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","6377","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_008_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","228427","0.0-12.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","5410","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_007_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","238925","0.0-13.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","10494","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_006_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","246714","0.0-14.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","7785","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_011_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","251456","0.0-15.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","4736","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_012_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","256198","0.0-16.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","4738","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_012_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","261082","0.0-17.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","4878","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_006_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","18","265808","0.0-18.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","4722","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_004_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","19","272696","0.0-19.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","6881","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_001_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","276229","0.0-20.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","3527","","r","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","291095","0.0-21.0","SS1678233255084","5e6bdd2a3ea572199bb7f6b6","6406d7f26dd5b7fc1e3377bd","6407ce76b33cc00d42b44d93","1536","722","","14864","","j","","","","","","","<img src=""media/stimuli/animate_007_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_007_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_009_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_009_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_007_left.png","animate","left","pair","media/stimuli/inanimate_009_left.png","inanimate","left","pair","media/stimuli/animate_008_left.png","animate","left","pair","animacy_identity"
