"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","5706","0.0-0.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","13268","0.0-1.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","[{""page_index"":0,""viewing_time"":7560}]","7560","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","42276","0.0-2.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","[{""page_index"":0,""viewing_time"":27004}]","27005","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","48996","0.0-3.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","[{""page_index"":0,""viewing_time"":6718}]","6718","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","77756","0.0-4.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","28757","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","81916","0.0-5.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","4155","","{""Q0"":0}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","84771","0.0-6.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","[{""page_index"":0,""viewing_time"":2853}]","2853","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","89822","0.0-7.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","104372","0.0-8.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","14544","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_009_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","107395","0.0-9.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","3020","","{""Q0"":1}","[0]","complexity","media/stimuli/animate_007_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","110124","0.0-10.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","2723","","{""Q0"":0}","[0]","complexity","media/stimuli/inanimate_009_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","117042","0.0-11.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","6915","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_006_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","122258","0.0-12.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","5211","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_007_right.png","inanimate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","125978","0.0-13.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","3717","","{""Q0"":0}","[0]","complexity","media/stimuli/inanimate_005_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","131034","0.0-14.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","5052","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_008_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","137794","0.0-15.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","6757","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_005_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","141090","0.0-16.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","3293","","{""Q0"":0}","[0]","complexity","media/stimuli/inanimate_003_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","147163","0.0-17.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","6070","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_005_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","18","150947","0.0-18.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","3781","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_006_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","19","154994","0.0-19.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","4043","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_011_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","159685","0.0-20.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","4688",""," ","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","21","164346","0.0-21.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","4655","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_004_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","22","169810","0.0-22.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","5461","","{""Q0"":2}","[0]","complexity","media/stimuli/inanimate_006_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","23","172804","0.0-23.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","2990","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_007_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","24","175556","0.0-24.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","2748","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_009_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","25","178882","0.0-25.0","SS1678233233185","5ddc07391e42a9000b2622be","6406d7f26dd5b7fc1e3377bd","6407ce5cc431a66bd993111f","1548","802","","3323","","{""Q0"":0}","[0]","complexity","media/stimuli/inanimate_012_left.png","inanimate","single","left","","","","","","","","","","","","","",""
