"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","8999","0.0-0.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","75865","0.0-1.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","[{""page_index"":0,""viewing_time"":66861}]","66861","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","83693","0.0-2.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","[{""page_index"":0,""viewing_time"":5825}]","5825","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","87555","0.0-3.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","[{""page_index"":0,""viewing_time"":3861}]","3861","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","97910","0.0-4.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","10353","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","102757","0.0-5.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","4843","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","103804","0.0-6.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","[{""page_index"":0,""viewing_time"":1044}]","1044","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","106616","0.0-7.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","113507","0.0-8.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","6889","","j","","","<img src=""media/stimuli/animate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_006_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_007_right.png","animate","right","single","media/stimuli/animate_006_right.png","animate","right","single","media/stimuli/animate_007_right.png","animate","right","pair","identity_number","","","",""
"","","","","","html-keyboard-response","9","114665","0.0-9.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","1156","","f","","","<img src=""media/stimuli/animate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_008_right.png","animate","right","single","media/stimuli/animate_008_right.png","animate","right","single","media/stimuli/inanimate_004_left.png","inanimate","left","single","pose_animacy","","","",""
"","","","","","html-keyboard-response","10","117493","0.0-10.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","2826","","f","","","<img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_005_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_005_left.png","inanimate","left","pair","media/stimuli/inanimate_005_left.png","inanimate","left","single","media/stimuli/inanimate_012_left.png","inanimate","left","pair","number_identity","","","",""
"","","","","","html-keyboard-response","11","119018","0.0-11.0","SS1678170145346","6168b61ad8c0d63b37a92109","6406d7f26dd5b7fc1e3377bd","6406d81dbafe7c26ab718612","1536","754","","1522","","f","","","<img src=""media/stimuli/animate_011_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_011_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/animate_011_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_011_right.png","animate","right","single","media/stimuli/animate_011_right.png","animate","right","pair","media/stimuli/inanimate_002_right.png","inanimate","right","single","number_animacy","","","",""
