"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","2378","0.0-0.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","4137","0.0-1.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","[{""page_index"":0,""viewing_time"":1758}]","1758","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","16842","0.0-2.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","[{""page_index"":0,""viewing_time"":10695}]","10697","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","18831","0.0-3.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","[{""page_index"":0,""viewing_time"":1985}]","1985","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","25390","0.0-4.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","6549","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","29507","0.0-5.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","4113","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","30519","0.0-6.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","[{""page_index"":0,""viewing_time"":1010}]","1010","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","32786","0.0-7.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","41542","0.0-8.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","8750","","j","","","<img src=""media/stimuli/inanimate_010_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_001_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_010_right.png","inanimate","right","single","media/stimuli/animate_004_right.png","animate","right","single","media/stimuli/inanimate_001_right.png","inanimate","right","single","animacy_identity","","","",""
"","","","","","html-keyboard-response","9","43692","0.0-9.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","2145","","j","","","<img src=""media/stimuli/inanimate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_003_right.png","inanimate","right","pair","media/stimuli/inanimate_002_right.png","inanimate","right","pair","media/stimuli/inanimate_003_right.png","inanimate","right","single","identity_number","","","",""
"","","","","","html-keyboard-response","10","45553","0.0-10.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","1859","","j","","","<img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_012_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_004_right.png","animate","right","single","media/stimuli/inanimate_012_right.png","inanimate","right","single","media/stimuli/animate_004_right.png","animate","right","pair","animacy_number","","","",""
"","","","","","html-keyboard-response","11","46478","0.0-11.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","922","","f","","","<img src=""media/stimuli/inanimate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_006_left.png","inanimate","left","pair","media/stimuli/inanimate_006_left.png","inanimate","left","single","media/stimuli/animate_002_right.png","animate","right","single","pose_animacy","","","",""
"","","","","","html-keyboard-response","12","48040","0.0-12.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","1560","","j","","","<img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_004_left.png","inanimate","left","single","media/stimuli/animate_004_left.png","animate","left","single","media/stimuli/inanimate_004_left.png","inanimate","left","pair","animacy_number","","","",""
"","","","","","html-keyboard-response","13","49374","0.0-13.0","SS1678233181670","5e065c9fe78021031a4b1d59","6406d7f26dd5b7fc1e3377bd","6407ce584e966c7a81d499bb","1438","730","","1333","","j","","","<img src=""media/stimuli/inanimate_010_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_004_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_010_right.png","inanimate","right","single","media/stimuli/animate_004_right.png","animate","right","single","media/stimuli/inanimate_008_right.png","inanimate","right","single","animacy_identity","","","",""
