"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","6088","0.0-0.0","SS1678235650442","63edb585b71a1ea9dbe999e6","6406d7f26dd5b7fc1e3377bd","6407cf66ede9de9b12a9a771","2560","1329"
