"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","2384","0.0-0.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","6790","0.0-1.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","[{""page_index"":0,""viewing_time"":4405}]","4405","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","19794","0.0-2.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","[{""page_index"":0,""viewing_time"":11002}]","11002","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","22230","0.0-3.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","[{""page_index"":0,""viewing_time"":2435}]","2435","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","31019","0.0-4.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","8788","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","37373","0.0-5.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","6352","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","39131","0.0-6.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","[{""page_index"":0,""viewing_time"":1756}]","1757","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","41216","0.0-7.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","50198","0.0-8.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","8980","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_006_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","54331","0.0-9.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","4131","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_001_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","59090","0.0-10.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","4757","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_005_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","63295","0.0-11.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","4204","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_007_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","70964","0.0-12.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","7667","","{""Q0"":0}","[0]","complexity","media/stimuli/inanimate_012_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","13","73832","0.0-13.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","2866","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_009_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","14","76947","0.0-14.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","3113","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_010_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","15","80409","0.0-15.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","3460","","{""Q0"":6}","[0]","complexity","media/stimuli/inanimate_006_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","16","86110","0.0-16.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","5699","","{""Q0"":0}","[0]","complexity","media/stimuli/inanimate_002_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","17","88094","0.0-17.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","1982","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_009_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","18","90496","0.0-18.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","2400","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_005_left.png","animate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","19","94490","0.0-19.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","3992","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_007_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","96237","0.0-20.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","1746","","g","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","21","100674","0.0-21.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","4435","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_006_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","22","102338","0.0-22.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","1661","","{""Q0"":4}","[0]","complexity","media/stimuli/inanimate_007_left.png","inanimate","pair","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","23","103851","0.0-23.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","1507","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_010_left.png","animate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","24","105503","0.0-24.0","SS1678233164687","58935d5d4d77be0001689f14","6406d7f26dd5b7fc1e3377bd","6407ce48bd65d2cc95931139","1139","1163","","1650","","{""Q0"":5}","[0]","complexity","media/stimuli/animate_008_right.png","animate","pair","right","","","","","","","","","","","","","",""
