"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","8215","0.0-0.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","360272","0.0-1.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","[{""page_index"":0,""viewing_time"":352051}]","352051","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","372967","0.0-2.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","[{""page_index"":0,""viewing_time"":10690}]","10690","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","378677","0.0-3.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","[{""page_index"":0,""viewing_time"":5709}]","5709","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","384294","0.0-4.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","5614","","{""Q0"":4}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","388259","0.0-5.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","3961","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","389883","0.0-6.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","[{""page_index"":0,""viewing_time"":1620}]","1620","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","396468","0.0-7.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","400668","0.0-8.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","4193","","f","","","<img src=""media/stimuli/animate_008_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_010_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_008_left.png","animate","left","single","media/stimuli/animate_008_right.png","animate","right","single","media/stimuli/inanimate_010_left.png","inanimate","left","single","pose_animacy","","","",""
"","","","","","html-keyboard-response","9","402631","0.0-9.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","1959","","f","","","<img src=""media/stimuli/inanimate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/inanimate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/animate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_003_right.png","inanimate","right","single","media/stimuli/inanimate_005_right.png","inanimate","right","single","media/stimuli/animate_008_right.png","animate","right","single","identity_animacy","","","",""
"","","","","","html-keyboard-response","10","404764","0.0-10.0","SS1678233180180","62865960812a0a8c397f9b28","6406d7f26dd5b7fc1e3377bd","6407ce585f2f75931edf5db2","952","888","","2126","","j","","","<img src=""media/stimuli/inanimate_012_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_012_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_012_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_012_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_012_right.png","inanimate","right","pair","media/stimuli/inanimate_012_right.png","inanimate","right","single","media/stimuli/inanimate_012_left.png","inanimate","left","pair","number_pose","","","",""
