"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","33","0.0-0.0","SS1678234002607","638b6287a17643211bf19e79","6406d7f26dd5b7fc1e3377bd","6407ceae9f5845b338db5baf","1455","754"
