"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","83","0.0-0.0","SS1678170075298","5e964cccaa99300cfa264755","UNSAVED-STUDY","01kwrcvenc7z","1920","969"
