"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type"
"true","false","[]","[]","[]","preload","0","6985","0.0-0.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","","","","","",""
"","","","","","instructions","1","36058","0.0-1.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","[{""page_index"":0,""viewing_time"":29062}]","29064","","","",""
"","","","","","instructions","2","58776","0.0-2.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","[{""page_index"":0,""viewing_time"":20713}]","20713","instructions","","",""
"","","","","","instructions","3","61791","0.0-3.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","[{""page_index"":0,""viewing_time"":3011}]","3011","instructions","","",""
"","","","","","survey-likert","4","74152","0.0-4.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","","12351","","{""Q0"":5}","[0]","anchoring"
"","","","","","survey-likert","5","86442","0.0-5.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","","12273","","{""Q0"":2}","[0]","anchoring"
"","","","","","instructions","6","88540","0.0-6.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","[{""page_index"":0,""viewing_time"":2083}]","2083","instructions","","",""
"true","","","","","fullscreen","7","92308","0.0-7.0","SS1678233180697","60c25b6289c6ae2b40bcf2cb","6406d7f26dd5b7fc1e3377bd","6407ce5519fdac93ead214f9","980","1742","","","","","",""
