"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","56","0.0-0.0","SS1678234145054","6152152ee63e3fcd81cc961f","6406d7f26dd5b7fc1e3377bd","6407cf756a8cb93d72e80a87","994","487"
