"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","3725","0.0-0.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","9493","0.0-1.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","[{""page_index"":0,""viewing_time"":5766}]","5767","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","30941","0.0-2.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","[{""page_index"":0,""viewing_time"":19445}]","19445","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","33781","0.0-3.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","[{""page_index"":0,""viewing_time"":2839}]","2840","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","41861","0.0-4.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","","8078","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","47173","0.0-5.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","","5309","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","55054","0.0-6.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","[{""page_index"":0,""viewing_time"":7878}]","7878","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","57662","0.0-7.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","62317","0.0-8.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","","4654","","{""Q0"":1}","[0]","complexity","media/stimuli/inanimate_005_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","67661","0.0-9.0","SS1678233194164","5d4a6459061e2a000138bad3","6406d7f26dd5b7fc1e3377bd","6407ce6637a6cd1ccfa115e5","1162","628","","5341","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_009_left.png","animate","single","left","","","","","","","","","","","","","",""
