"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","3153","0.0-0.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","74268","0.0-1.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","[{""page_index"":0,""viewing_time"":71112}]","71113","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","90875","0.0-2.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","[{""page_index"":0,""viewing_time"":14602}]","14603","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","93985","0.0-3.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","[{""page_index"":0,""viewing_time"":3109}]","3109","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","109893","0.0-4.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","","15907","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","117432","0.0-5.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","","7536","","{""Q0"":2}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","120081","0.0-6.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","[{""page_index"":0,""viewing_time"":2647}]","2647","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","123243","0.0-7.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","137410","0.0-8.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","","14165","","j","","","<img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_002_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/animate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/animate_008_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_003_right.png","animate","right","pair","media/stimuli/inanimate_002_right.png","inanimate","right","pair","media/stimuli/animate_008_right.png","animate","right","pair","animacy_identity","","","",""
"","","","","","html-keyboard-response","9","144125","0.0-9.0","SS1678170144076","5dec8925be656d35d4005320","6406d7f26dd5b7fc1e3377bd","6406d81b67168d37315acaa0","1083","793","","6714","","f","","","<img src=""media/stimuli/inanimate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_005_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_010_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_010_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_005_right.png","inanimate","right","pair","media/stimuli/inanimate_005_right.png","inanimate","right","single","media/stimuli/inanimate_010_right.png","inanimate","right","pair","number_identity","","","",""
