"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height"
"true","false","[]","[]","[]","preload","0","10","0.0-0.0","SS1678170831207","616c056b42e788ef31efc4b0","6406d7f26dd5b7fc1e3377bd","6406d8140da4dbb7acf7242c","1408","615"
