"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","rating_stimulus","rating_animacy","rating_number","rating_pose","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type"
"true","false","[]","[]","[]","preload","0","8470","0.0-0.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","15270","0.0-1.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","[{""page_index"":0,""viewing_time"":6799}]","6799","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","35259","0.0-2.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","[{""page_index"":0,""viewing_time"":17984}]","17984","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","40244","0.0-3.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","[{""page_index"":0,""viewing_time"":4984}]","4984","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","87408","0.0-4.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","47163","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","98328","0.0-5.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","10917","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","100296","0.0-6.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","[{""page_index"":0,""viewing_time"":1965}]","1965","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","103802","0.0-7.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","8","112866","0.0-8.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","9063","","{""Q0"":3}","[0]","complexity","media/stimuli/inanimate_011_left.png","inanimate","single","left","","","","","","","","","","","","","",""
"","","","","","survey-likert","9","118251","0.0-9.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","5381","","{""Q0"":4}","[0]","complexity","media/stimuli/animate_006_right.png","animate","pair","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","10","121802","0.0-10.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","3548","","{""Q0"":3}","[0]","complexity","media/stimuli/inanimate_007_right.png","inanimate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","11","126570","0.0-11.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","4765","","{""Q0"":3}","[0]","complexity","media/stimuli/animate_011_right.png","animate","single","right","","","","","","","","","","","","","",""
"","","","","","survey-likert","12","133289","0.0-12.0","SS1678170202286","62ef104b5e9352c2ead31fde","6406d7f26dd5b7fc1e3377bd","6406d81150eb0a1cecc18bad","1600","796","","6715","","{""Q0"":2}","[0]","complexity","media/stimuli/animate_010_right.png","animate","single","right","","","","","","","","","","","","","",""
