"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","4030","0.0-0.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","5654","0.0-1.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","[{""page_index"":0,""viewing_time"":1621}]","1622","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","8784","0.0-2.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","[{""page_index"":0,""viewing_time"":1114}]","1114","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","9863","0.0-3.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","[{""page_index"":0,""viewing_time"":1078}]","1078","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","15444","0.0-4.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","","5578","","{""Q0"":3}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","18514","0.0-5.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","","3066","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","19923","0.0-6.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","[{""page_index"":0,""viewing_time"":1405}]","1406","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","22554","0.0-7.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","31917","0.0-8.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","","9361","","j","","","<img src=""media/stimuli/inanimate_001_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_001_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_007_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:54.5%""></img><img src=""media/stimuli/inanimate_001_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:61.5%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_001_right.png","inanimate","right","pair","media/stimuli/inanimate_007_right.png","inanimate","right","pair","media/stimuli/inanimate_001_left.png","inanimate","left","pair","identity_pose","","","",""
"","","","","","html-keyboard-response","9","37014","0.0-9.0","SS1678170139870","6018a5c0e1600b187ccb8693","6406d7f26dd5b7fc1e3377bd","6406d81771627e732f596604","1920","969","","5094","","f","","","<img src=""media/stimuli/animate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_002_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_006_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_004_left.png","animate","left","single","media/stimuli/animate_002_left.png","animate","left","single","media/stimuli/inanimate_006_left.png","inanimate","left","single","identity_animacy","","","",""
