"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","prolific_id","study","session","window_width","window_height","view_history","rt","stimulus_type","response","question_order","rating_type","stimulus","target","target_animacy","target_pose","target_number","left","left_animacy","left_pose","left_number","right","right_animacy","right_pose","right_number","comparison_type","rating_stimulus","rating_animacy","rating_number","rating_pose"
"true","false","[]","[]","[]","preload","0","2269","0.0-0.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","9925","0.0-1.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","[{""page_index"":0,""viewing_time"":7652}]","7654","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","2","30743","0.0-2.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","[{""page_index"":0,""viewing_time"":18813}]","18814","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","32567","0.0-3.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","[{""page_index"":0,""viewing_time"":1820}]","1821","instructions","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","4","41035","0.0-4.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","","8446","","{""Q0"":5}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","survey-likert","5","45843","0.0-5.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","","4779","","{""Q0"":1}","[0]","anchoring","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","47112","0.0-6.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","[{""page_index"":0,""viewing_time"":1236}]","1237","instructions","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","7","49487","0.0-7.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","53901","0.0-8.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","","4408","","f","","","<img src=""media/stimuli/animate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:48%""></img><img src=""media/stimuli/animate_012_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:38%""></img><img src=""media/stimuli/inanimate_003_right.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/animate_003_right.png","animate","right","single","media/stimuli/animate_012_right.png","animate","right","single","media/stimuli/inanimate_003_right.png","inanimate","right","single","identity_animacy","","","",""
"","","","","","html-keyboard-response","9","61379","0.0-9.0","SS1678233224302","6109dc13ff3d4be24267e74d","6406d7f26dd5b7fc1e3377bd","6407ce7f3189b53e65a9a756","1366","663","","7467","","j","","","<img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:44.5%""></img><img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px; position:fixed; top:10%;    transform: translate(-50%, -50%);left:51.5%""></img><img src=""media/stimuli/inanimate_003_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:34.5%""></img><img src=""media/stimuli/inanimate_003_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:41.5%""></img><img src=""media/stimuli/inanimate_004_left.png"" class=""coveredImage test"" style = ""width:100px; height:100px;position:fixed; top:25%;        transform: translate(-50%, -50%);left:58%""></img><img src=""media/f.png""style = ""width:30px x; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:40%""></img><img src=""media/j.png""style = ""width:30px; height:30px;position:fixed; top:43%;    transform: translate(-50%, -50%);left:60%""></img>","media/stimuli/inanimate_004_left.png","inanimate","left","pair","media/stimuli/inanimate_003_left.png","inanimate","left","pair","media/stimuli/inanimate_004_left.png","inanimate","left","single","identity_number","","","",""
