,prolific_id,trial_type,rt,background,deviant,block_type,trial_index,fam_trial,total_rt,response,question_order,rating_type,response
38,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,37,5.0,,,,,
39,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,38,5.0,,,,,
40,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,39,5.0,,,,,
41,,curtain-display,3394.0,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,40,5.0,3894.0,,,,
42,,survey-likert,1714.0,,,,41,,,{'Q0': 3},[0],background,{'Q0': 3}
43,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,42,2.0,,,,,
44,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,43,2.0,,,,,
45,,curtain-display,3345.0,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,44,2.0,3845.0,,,,
46,,survey-likert,1567.0,,,,45,,,{'Q0': 2},[0],background,{'Q0': 2}
47,,html-button-response,1587.0,,,,46,,,0,,,0
48,,survey-text,1620.0,,,,47,,,{'Q0': 'haha'},,,{'Q0': 'haha'}
49,,survey-multi-select,3724.0,,,,48,,,{'ethnicity': ['Hispanic or Latino']},[0],,{'ethnicity': ['Hispanic or Latino']}
50,,survey-text,926.0,,,,49,,,{'Q0': 's'},,,{'Q0': 's'}
51,,survey-multi-choice,2343.0,,,,50,,,{'education': 'Associate Degree/Technical certification'},[0],,{'education': 'Associate Degree/Technical certification'}
52,,fullscreen,,,,,51,,,,,,
53,613d2a7208f243bb8693418e,preload,,,,,0,,,,,,
54,613d2a7208f243bb8693418e,preload,,,,,0,,,,,,
55,613d2a7208f243bb8693418e,fullscreen,,,,,1,,,,,,
56,613d2a7208f243bb8693418e,instructions,6452.0,,,,2,,,,,,
57,63f148d5e42992d5bd3a2d61,preload,,,,,0,,,,,,
58,63f148d5e42992d5bd3a2d61,preload,,,,,0,,,,,,
59,613d2a7208f243bb8693418e,instructions,21193.0,,,,3,,,,,,
60,63f148d5e42992d5bd3a2d61,fullscreen,,,,,1,,,,,,
61,613d2a7208f243bb8693418e,curtain-display,,,,,4,,,,,,
62,613d2a7208f243bb8693418e,curtain-display,,,,,5,,,,,,
63,613d2a7208f243bb8693418e,curtain-display,2776.0,,,,6,,3276.0,,,,
64,63f148d5e42992d5bd3a2d61,instructions,15793.0,,,,2,,,,,,
65,651829bea42b62b2aef0d41c,preload,,,,,0,,,,,,
66,651829bea42b62b2aef0d41c,preload,,,,,0,,,,,,
67,651829bea42b62b2aef0d41c,fullscreen,,,,,1,,,,,,
68,64eebd7fddf76c686ac9e56d,preload,,,,,0,,,,,,
69,64eebd7fddf76c686ac9e56d,preload,,,,,0,,,,,,
70,651829bea42b62b2aef0d41c,instructions,1154.0,,,,2,,,,,,
71,651829bea42b62b2aef0d41c,instructions,2855.0,,,,3,,,,,,
72,64eebd7fddf76c686ac9e56d,fullscreen,,,,,1,,,,,,
73,613d2a7208f243bb8693418e,instructions,22287.0,,,,7,,,,,,
74,651829bea42b62b2aef0d41c,curtain-display,,,,,4,,,,,,
75,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,8,5.0,,,,,
76,651829bea42b62b2aef0d41c,curtain-display,,,,,5,,,,,,
77,64eebd7fddf76c686ac9e56d,instructions,8419.0,,,,2,,,,,,
78,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,9,5.0,,,,,
79,651829bea42b62b2aef0d41c,curtain-display,2626.0,,,,6,,3126.0,,,,
80,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,10,5.0,,,,,
81,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,11,5.0,,,,,
82,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,12,5.0,,,,,
83,651829bea42b62b2aef0d41c,instructions,13264.0,,,,7,,,,,,
84,613d2a7208f243bb8693418e,curtain-display,6663.0,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,13,5.0,7163.0,,,,
85,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,8,6.0,,,,,
86,63f148d5e42992d5bd3a2d61,instructions,41219.0,,,,3,,,,,,
87,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,9,6.0,,,,,
88,613d2a7208f243bb8693418e,survey-likert,4416.0,,,,14,,,{'Q0': 2},[0],background,{'Q0': 2}
89,63f148d5e42992d5bd3a2d61,curtain-display,,,,,4,,,,,,
90,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,10,6.0,,,,,
91,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,deviant,15,2.0,,,,,
92,63f148d5e42992d5bd3a2d61,curtain-display,,,,,5,,,,,,
93,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,11,6.0,,,,,
94,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,deviant,16,2.0,,,,,
95,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,12,6.0,,,,,
96,64eebd7fddf76c686ac9e56d,instructions,32158.0,,,,3,,,,,,
97,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,13,6.0,,,,,
98,63f148d5e42992d5bd3a2d61,curtain-display,7383.0,,,,6,,7883.0,,,,
99,64eebd7fddf76c686ac9e56d,curtain-display,,,,,4,,,,,,
100,651829bea42b62b2aef0d41c,curtain-display,1371.0,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,all_background,14,6.0,1871.0,,,,
101,613d2a7208f243bb8693418e,curtain-display,7903.0,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,deviant,17,2.0,8403.0,,,,
102,64eebd7fddf76c686ac9e56d,curtain-display,,,,,5,,,,,,
103,613d2a7208f243bb8693418e,survey-likert,3165.0,,,,18,,,{'Q0': 1},[0],background,{'Q0': 1}
104,64eebd7fddf76c686ac9e56d,curtain-display,1924.0,,,,6,,2424.0,,,,
105,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,19,6.0,,,,,
106,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,20,6.0,,,,,
107,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,21,6.0,,,,,
108,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,22,6.0,,,,,
109,651829bea42b62b2aef0d41c,survey-likert,17950.0,,,,15,,,{'Q0': 3},[0],background,{'Q0': 3}
110,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,23,6.0,,,,,
111,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,16,5.0,,,,,
112,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,24,6.0,,,,,
113,63f148d5e42992d5bd3a2d61,instructions,26228.0,,,,7,,,,,,
114,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,17,5.0,,,,,
115,64eebd7fddf76c686ac9e56d,instructions,19532.0,,,,7,,,,,,
116,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,8,5.0,,,,,
117,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,18,5.0,,,,,
118,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,8,2.0,,,,,
119,61483c4b10ea5d16c71d6b9e,preload,,,,,0,,,,,,
120,61483c4b10ea5d16c71d6b9e,preload,,,,,0,,,,,,
121,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,9,5.0,,,,,
122,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,19,5.0,,,,,
123,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,9,2.0,,,,,
124,64eebd7fddf76c686ac9e56d,curtain-display,452.0,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,10,2.0,952.0,,,,
125,61483c4b10ea5d16c71d6b9e,fullscreen,,,,,1,,,,,,
126,613d2a7208f243bb8693418e,curtain-display,9352.0,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,25,6.0,9852.0,,,,
127,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,10,5.0,,,,,
128,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,20,5.0,,,,,
129,607760884d66833ee83aa987,preload,,,,,0,,,,,,
130,607760884d66833ee83aa987,preload,,,,,0,,,,,,
131,613d2a7208f243bb8693418e,survey-likert,3190.0,,,,26,,,{'Q0': 3},[0],background,{'Q0': 3}
132,64eebd7fddf76c686ac9e56d,survey-likert,4420.0,,,,11,,,{'Q0': 3},[0],background,{'Q0': 3}
133,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,11,5.0,,,,,
134,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,all_background,27,2.0,,,,,
135,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,12,5.0,,,,,
136,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,12,5.0,,,,,
137,607760884d66833ee83aa987,fullscreen,,,,,1,,,,,,
138,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,all_background,28,2.0,,,,,
139,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,13,5.0,,,,,
140,613d2a7208f243bb8693418e,curtain-display,2130.0,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,all_background,29,2.0,2630.0,,,,
141,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,14,5.0,,,,,
142,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,deviant,21,5.0,,,,,
143,613d2a7208f243bb8693418e,survey-likert,3594.0,,,,30,,,{'Q0': 1},[0],background,{'Q0': 1}
144,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,15,5.0,,,,,
145,651829bea42b62b2aef0d41c,survey-likert,3418.0,,,,22,,,{'Q0': 4},[0],background,{'Q0': 4}
146,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,31,5.0,,,,,
147,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,16,5.0,,,,,
148,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,deviant,13,5.0,,,,,
149,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,23,2.0,,,,,
150,64eebd7fddf76c686ac9e56d,curtain-display,470.0,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,17,5.0,970.0,,,,
151,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,32,5.0,,,,,
152,64eebd7fddf76c686ac9e56d,survey-likert,3012.0,,,,18,,,{'Q0': 4},[0],background,{'Q0': 4}
153,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,24,2.0,,,,,
154,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,33,5.0,,,,,
155,61483c4b10ea5d16c71d6b9e,instructions,28160.0,,,,2,,,,,,
156,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,19,6.0,,,,,
157,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,34,5.0,,,,,
158,63f148d5e42992d5bd3a2d61,survey-likert,8924.0,,,,14,,,{'Q0': 3},[0],background,{'Q0': 3}
159,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,20,6.0,,,,,
160,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,35,5.0,,,,,
161,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,15,2.0,,,,,
162,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,21,6.0,,,,,
163,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,16,2.0,,,,,
164,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,22,6.0,,,,,
165,613d2a7208f243bb8693418e,curtain-display,5105.0,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,36,5.0,5605.0,,,,
166,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,25,2.0,,,,,
167,63f148d5e42992d5bd3a2d61,curtain-display,33111.0,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,all_background,17,2.0,33611.0,,,,
168,607760884d66833ee83aa987,instructions,34338.0,,,,2,,,,,,
169,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,23,6.0,,,,,
170,613d2a7208f243bb8693418e,survey-likert,4217.0,,,,37,,,{'Q0': 2},[0],background,{'Q0': 2}
171,63f148d5e42992d5bd3a2d61,survey-likert,4990.0,,,,18,,,{'Q0': 1},[0],background,{'Q0': 1}
172,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,24,6.0,,,,,
173,64eebd7fddf76c686ac9e56d,curtain-display,149.0,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,all_background,25,6.0,649.0,,,,
174,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,38,6.0,,,,,
175,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,19,2.0,,,,,
176,64eebd7fddf76c686ac9e56d,survey-likert,2281.0,,,,26,,,{'Q0': 1},[0],background,{'Q0': 1}
177,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,39,6.0,,,,,
178,5c935050c719fc00147defbc,preload,,,,,0,,,,,,
179,5c935050c719fc00147defbc,preload,,,,,0,,,,,,
180,60d78cd9ff61ba5de66359ea,preload,,,,,0,,,,,,
181,60d78cd9ff61ba5de66359ea,preload,,,,,0,,,,,,
182,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,20,2.0,,,,,
183,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,27,5.0,,,,,
184,63f148d5e42992d5bd3a2d61,curtain-display,253.0,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,21,2.0,753.0,,,,
185,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,40,6.0,,,,,
186,651829bea42b62b2aef0d41c,survey-likert,15743.0,,,,26,,,{'Q0': 4},[0],background,{'Q0': 4}
187,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,28,5.0,,,,,
188,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,41,6.0,,,,,
189,63f148d5e42992d5bd3a2d61,survey-likert,4537.0,,,,22,,,{'Q0': 0},[0],background,{'Q0': 0}
190,60d78cd9ff61ba5de66359ea,fullscreen,,,,,1,,,,,,
191,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,deviant,27,6.0,,,,,
192,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,29,5.0,,,,,
193,60d78cd9ff61ba5de66359ea,instructions,2009.0,,,,2,,,,,,
194,5c935050c719fc00147defbc,fullscreen,,,,,1,,,,,,
195,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,42,6.0,,,,,
196,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,23,5.0,,,,,
197,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,deviant,28,6.0,,,,,
198,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,30,5.0,,,,,
199,613d2a7208f243bb8693418e,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,43,6.0,,,,,
200,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,24,5.0,,,,,
201,649622da02d0cd201c80a0df,preload,,,,,0,,,,,,
202,649622da02d0cd201c80a0df,preload,,,,,0,,,,,,
203,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,deviant,29,6.0,,,,,
204,5c935050c719fc00147defbc,instructions,5652.0,,,,2,,,,,,
205,64eebd7fddf76c686ac9e56d,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,31,5.0,,,,,
206,613d2a7208f243bb8693418e,curtain-display,1295.0,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,all_background,44,6.0,1795.0,,,,
207,651033d039c135459ac83d8f,preload,,,,,0,,,,,,
208,651033d039c135459ac83d8f,preload,,,,,0,,,,,,
209,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,25,5.0,,,,,
210,64eebd7fddf76c686ac9e56d,curtain-display,1775.0,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,32,5.0,2275.0,,,,
211,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,deviant,30,6.0,,,,,
212,649622da02d0cd201c80a0df,fullscreen,,,,,1,,,,,,
213,613d2a7208f243bb8693418e,survey-likert,4473.0,,,,45,,,{'Q0': 3},[0],background,{'Q0': 3}
214,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,26,5.0,,,,,
215,651829bea42b62b2aef0d41c,curtain-display,,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,deviant,31,6.0,,,,,
216,614cd51715e662889e0211a0,preload,,,,,0,,,,,,
217,614cd51715e662889e0211a0,preload,,,,,0,,,,,,
218,6106be7d513dcab805d524b8,preload,,,,,0,,,,,,
219,6106be7d513dcab805d524b8,preload,,,,,0,,,,,,
220,64eebd7fddf76c686ac9e56d,survey-likert,5297.0,,,,33,,,{'Q0': 3},[0],background,{'Q0': 3}
221,613d2a7208f243bb8693418e,html-button-response,3524.0,,,,46,,,0,,,0
222,63f148d5e42992d5bd3a2d61,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,27,5.0,,,,,
