Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
652dd06ba1d6fa42b74e8b26,5db0c396ff30f700136bc805,APPROVED,2023-10-17T00:08:11.011000Z,2023-10-17T00:28:22.155000Z,2023-10-17T00:28:52.828000Z,2023-10-17T00:28:22.670938Z,1212.0,CCO8OLX8,416,28,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
652dd071b1c524ddcb5eb41d,614bb4f23c6700d9c9675b7f,APPROVED,2023-10-17T00:09:07.724000Z,2023-10-17T00:15:55.323000Z,2023-10-17T00:15:55.932000Z,2023-10-17T00:15:55.844654Z,408.0,CCO8OLX8,227,27,Female,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time
652dd07349bfd74dc82d6780,613aa9ee188e0f9351987678,APPROVED,2023-10-17T00:08:23.926000Z,2023-10-17T00:14:49.469000Z,2023-10-17T00:14:56.490000Z,2023-10-17T00:14:49.988889Z,386.0,CCO8OLX8,47,22,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time
652dd073a720424a4ccab9ee,610bd70078f2a0fdaf675802,APPROVED,2023-10-17T00:08:19.705000Z,2023-10-17T00:27:49.424000Z,2023-10-17T00:27:50.903000Z,2023-10-17T00:27:50.834701Z,1170.0,CCO8OLX8,406,27,Female,White,Croatia,Germany,Croatia,Croatian,Yes,Part-Time
652dd07bbb39b693dabc5968,61491ef3328d677fb0a59699,APPROVED,2023-10-17T00:08:27.813000Z,2023-10-17T00:14:35.078000Z,2023-10-17T00:14:35.566000Z,2023-10-17T00:14:35.471152Z,368.0,CCO8OLX8,61,27,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,Full-Time
652dd0913b3bbcbeecac9f5c,5fbd6522ba05ae1194aa9cba,APPROVED,2023-10-17T00:08:49.868000Z,2023-10-17T00:26:14.718000Z,2023-10-17T00:26:17.302000Z,2023-10-17T00:26:15.212050Z,1045.0,CCO8OLX8,320,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
652dd09376a1027c781eacef,5eb544fbef7dae3ce4d05d89,APPROVED,2023-10-17T00:08:51.613000Z,2023-10-17T00:15:23.917000Z,2023-10-17T02:41:35.872000Z,2023-10-17T00:15:24.440949Z,393.0,NOCODE,167,24,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
652dd0943ccf3f0e2ac04d68,6154b3a7e4bc93e1ce93c6bc,APPROVED,2023-10-17T00:09:27.660000Z,2023-10-17T00:15:49.783000Z,2023-10-17T00:15:50.322000Z,2023-10-17T00:15:50.253970Z,383.0,CCO8OLX8,351,21,Male,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
652dd094b1c524ddcb5eb423,5d6d82acab68f90001f53194,APPROVED,2023-10-17T00:08:52.676000Z,2023-10-17T00:14:47.624000Z,2023-10-17T00:14:49.925000Z,2023-10-17T00:14:48.109296Z,355.0,CCO8OLX8,576,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
652dd095695c824cd43b9339,605d880baff3193baf90c875,APPROVED,2023-10-17T00:08:57.561000Z,2023-10-17T00:12:10.112000Z,2023-10-17T00:12:10.683000Z,2023-10-17T00:12:10.597845Z,193.0,CCO8OLX8,71,20,Male,Other,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking)
